Location,New Plant / Size,Item,Size,Plant Name,Common Name,CAT,Zone,2015 List Price,2015 NET PRICE,Casino Interior/Container,Casino Exterior,Early Spring,Mid Spring,Late Spring,Summer,ORDER QTY,QTY AVAIL NOW,"2ND 
QTY AVAIL","2ND 
QTY READY DATE",DESCRIPTION / NOTES
OR,X,079481,#1,VERONICA HYB WHITE WATER PPAF,Whitewater Speedwell                                        ,PRN,04,5.25,4.73,X,,,,X,X,,458,     ,          ,Same as Tidal Pool only with white flowers
CA,    ,030141,#1,VERONICA LON EVELINE P14888,Evaline Speedwell                                           ,PRN,04,4.90,4.41,X,,,X,X,,,, 210 ,03/01/15  ,"Tall and dramatic, purple-red flower spikes make this an exceptional choice for adding a vertical accent to the middle or back of the border or cutting garden. An exceptionally long bloom season begins in early summer. Foliage takes on deep purplish-red hues in cool weather, extending interest into fall. Clumps reach 18-22""T x 12-16""W"
OR,    ,017391,#1,VERONICA ROYAL CANDLES PP18932,Royal Candles Speedwell                                     ,PRN,04,4.90,4.41,X,,,,X,X,,, 416 ,03/01/15  ,
OR,    ,073621,#1,VERONICA SPICATA RED FOX,Red Fox Spike Speedwell                                     ,PRN,04,4.90,4.41,X,,,,X,X,,, 541 ,03/01/15  ,
CA,    ,076001,#1,VIBURNUM TINUS COMPACTUM,Spring Bouquet Laurustinus                                  ,EVS,07,6.00,5.40,X,X,X,X,X,X,,1025,,,
CA,,413401,#1 STAKED,VIGNA CARA THOMAS JEFFERSON,Fragrant Snail Vine                                         ,VIN,10,7.25,6.53,X,,,,X,X,,, 562 ,04/01/15  ,"A highly fragrant, fast growing summer blooming vine with curled flowers resembling a snail's shell, in distinctive shades of lavender, white and creamy yellow. Can be a houseplant. Twining stems 15-20'Long"
CA,,413405,#5 STAKED,VIGNA CARA THOMAS JEFFERSON,Fragrant Snail Vine                                         ,VIN,10,25.00,22.50,X,,,,X,X,,, 282 ,04/01/15  ,
CA,    ,076131,#1,VINCA MINOR BOWLES',Bowles' Common Periwinkle                                   ,PRN,04,4.90,4.41,X,X,X,X,X,X,,, 890 ,03/01/15  ,
OR,,058211,#1,VIOLA CORNUTA ETAIN,Etain Violet                                                ,PRN,04,4.90,4.41,X,,X,X,X,,,298,     ,          ,
OR,    ,076041,#1,VIOLA X PURPLE SHOWERS,Purple Showers Viola                                        ,PRN,04,4.90,4.41,X,,X,X,X,,,318,,,
CA,    ,076191,#1,VITEX TRI PURPUREA,Arabian Lilac                                               ,DCS,09,6.50,5.85,,X,,,X,,,, 24 ,03/15/15  ,
CA,    ,076195,#5,VITEX TRI PURPUREA,Arabian Lilac                                               ,DCS,09,21.50,19.35,,X,,,X,,,, 369 ,04/01/15  ,
CA,,067512,#2 STAKED,VITIS VIN CABERNET SAUVIGNON,Cabernet Sauvignon Grape                                    ,VIN,07,16.00,14.40,X,,,X,X,X,,119,     ,          ,
CA,,067522,#2 STAKED,VITIS VIN CHARDONNAY,Chardonnay Grape                                            ,VIN,07,16.00,14.40,X,,,X,X,X,,198,     ,          ,
CA,,067532,#2 STAKED,VITIS VIN MERLOT,Merlot Grape                                                ,VIN,07,16.00,14.40,X,,,X,X,X,,213,     ,          ,
CA,,067542,#2 STAKED,VITIS VIN PINOT NOIR,Pinot Noir Grape                                            ,VIN,07,16.00,14.40,X,,,X,X,X,,165,     ,          ,
CA,,067552,#2 STAKED,VITIS VIN ZINFANDEL,Zinfandel Grape                                             ,VIN,07,16.00,14.40,X,,,X,X,X,,180,     ,          ,
