,,,,,
Code,Item#,Class,Size,Size Description,Item Description
047507P3,4750,Conifers,7P3,#7 3BALL POODLE,JUN C HETZII COLUMN
047507SP,4750,Conifers,7SP,#7 SPIRAL,JUN C HETZII COLUMN
047509,4750,Conifers,9,#15,JUN C HETZII COLUMN
047509P3,4750,Conifers,9P3,#15 3BALL POODLE,JUN C HETZII COLUMN
047509SP,4750,Conifers,9SP,#15 SPIRAL,JUN C HETZII COLUMN
04750MSP,4750,Conifers,MSP,#10 Squat SPIRAL,JUN C HETZII COLUMN
04750X,4750,Conifers,X,#30,JUN C HETZII COLUMN
04750Z,4750,Conifers,Z,#25,JUN C HETZII COLUMN
04750ZSD,4750,Conifers,ZSD,#25 DOUBLE SPIRAL,JUN C HETZII COLUMN
04750ZSP,4750,Conifers,ZSP,#25 SPIRAL,JUN C HETZII COLUMN
047601,4760,Conifers,1,#1,JUN C HETZII GLAUCA
047602,4760,Conifers,2,#2,JUN C HETZII GLAUCA
047602PP,4760,Conifers,2PP,#2 POMPON,JUN C HETZII GLAUCA
047605,4760,Conifers,5,#5,JUN C HETZII GLAUCA
047605PP,4760,Conifers,5PP,#5 POMPON,JUN C HETZII GLAUCA
047607PP,4760,Conifers,7PP,#7 POMPON,JUN C HETZII GLAUCA
047609PP,4760,Conifers,9PP,#15 POMPON,JUN C HETZII GLAUCA
048001,4800,Conifers,1,#1,JUN C MINT JULEP R
048002,4800,Conifers,2,#2,JUN C MINT JULEP R
048002P2,4800,Conifers,2P2,#2 2BALL POODLE,JUN C MINT JULEP R
048002PP,4800,Conifers,2PP,#2 POMPON,JUN C MINT JULEP R
048002SP,4800,Conifers,2SP,#2 SPIRAL,JUN C MINT JULEP R
048002TB,4800,Conifers,2TB,#2 TOPIARY BSKT,JUN C MINT JULEP R
048005,4800,Conifers,5,#5,JUN C MINT JULEP R
048005ES,4800,Conifers,5ES,#5 ESPALIER,JUN C MINT JULEP R
048005GL,4800,Conifers,5GL,#5 GLOBE,JUN C MINT JULEP R
048005OP,4800,Conifers,5OP,#5 ORIENTAL POMPON,JUN C MINT JULEP R
048005PP,4800,Conifers,5PP,#5 POMPON,JUN C MINT JULEP R
048005SP,4800,Conifers,5SP,#5 SPIRAL,JUN C MINT JULEP R
048005ST,4800,Conifers,5ST,#5 STAKED,JUN C MINT JULEP R
048005TB,4800,Conifers,5TB,#5 TOPIARY BSKT,JUN C MINT JULEP R
048005TD,4800,Conifers,5TD,#5 TEAR DROP,JUN C MINT JULEP R
048007,4800,Conifers,7,#7,JUN C MINT JULEP R
048007PP,4800,Conifers,7PP,#7 POMPON,JUN C MINT JULEP R
048007SP,4800,Conifers,7SP,#7 SPIRAL,JUN C MINT JULEP R
048009,4800,Conifers,9,#15,JUN C MINT JULEP R
048009PP,4800,Conifers,9PP,#15 POMPON,JUN C MINT JULEP R
048009SP,4800,Conifers,9SP,#15 SPIRAL,JUN C MINT JULEP R
04800FSP,4800,Conifers,FSP,"14"" Pot SPIRAL",JUN C MINT JULEP R
0480022BT,4800,Conifers,22BT,#2 CAPRI,"JUN C MINT JULEP R ""CAPRI"""
0480052BT,4800,Conifers,52BT,#5 CAPRI,"JUN C MINT JULEP R ""CAPRI"""
048005RT,4800,Conifers,5RT,#5 FIRENZE,"JUN C MINT JULEP R ""FIRENZE"""
048005RS,4800,Conifers,5RS,#5 PISA,"JUN C MINT JULEP R ""PISA"""
048002SB,4800,Conifers,2SB,#2 VERONA,"JUN C MINT JULEP R ""VERONA"""
048301,4830,Conifers,1,#1,JUN C PFITZERIANA GLAUCA
048305,4830,Conifers,5,#5,JUN C PFITZERIANA GLAUCA
048305OP,4830,Conifers,5OP,#5 ORIENTAL POMPON,JUN C PFITZERIANA GLAUCA
048305SP,4830,Conifers,5SP,#5 SPIRAL,JUN C PFITZERIANA GLAUCA
048305ST,4830,Conifers,5ST,#5 STAKED,JUN C PFITZERIANA GLAUCA
048405,4840,Conifers,5,#5,JUN C ROBUSTA GREEN
048405OP,4840,Conifers,5OP,#5 ORIENTAL POMPON,JUN C ROBUSTA GREEN
048407,4840,Conifers,7,#7,JUN C ROBUSTA GREEN
048451,4845,Conifers,1,#1,JUN C SAN JOSE
048451BO,4845,Conifers,1BO,#1 BONSAI,JUN C SAN JOSE
048452,4845,Conifers,2,#2,JUN C SAN JOSE
048452BO,4845,Conifers,2BO,#2 BONSAI,JUN C SAN JOSE
048452OP,4845,Conifers,2OP,#2 ORIENTAL POMPON,JUN C SAN JOSE
048452P3,4845,Conifers,2P3,#2 3BALL POODLE,JUN C SAN JOSE
048455BO,4845,Conifers,5BO,#5 BONSAI,JUN C SAN JOSE
048455OP,4845,Conifers,5OP,#5 ORIENTAL POMPON,JUN C SAN JOSE
048455P3,4845,Conifers,5P3,#5 3BALL POODLE,JUN C SAN JOSE
048457BO,4845,Conifers,7BO,#7 BONSAI,JUN C SAN JOSE
008241,824,Conifers,1,#1,JUN C SARGENTII
008243,824,Conifers,3,#3,JUN C SARGENTII
048131,4813,Conifers,1,#1,JUN C SEA OF GOLD R PP17622
048131S,4813,Conifers,1S,SuperOne TM,JUN C SEA OF GOLD R PP17622
048132,4813,Conifers,2,#2,JUN C SEA OF GOLD R PP17622
048132P2,4813,Conifers,2P2,#2 2BALL POODLE,JUN C SEA OF GOLD R PP17622
048132SP,4813,Conifers,2SP,#2 SPIRAL,JUN C SEA OF GOLD R PP17622
048132TB,4813,Conifers,2TB,#2 TOPIARY BSKT,JUN C SEA OF GOLD R PP17622
048135,4813,Conifers,5,#5,JUN C SEA OF GOLD R PP17622
048135TB,4813,Conifers,5TB,#5 TOPIARY BSKT,JUN C SEA OF GOLD R PP17622
04813M,4813,Conifers,M,#10 Squat,JUN C SEA OF GOLD R PP17622
047301,4730,Conifers,1,#1,JUN C SPARTAN
047305,4730,Conifers,5,#5,JUN C SPARTAN
047305P2,4730,Conifers,5P2,#5 2BALL POODLE,JUN C SPARTAN
047305SP,4730,Conifers,5SP,#5 SPIRAL,JUN C SPARTAN
047307,4730,Conifers,7,#7,JUN C SPARTAN
047307P3,4730,Conifers,7P3,#7 3BALL POODLE,JUN C SPARTAN
047307SD,4730,Conifers,7SD,#7 DOUBLE SPIRAL,JUN C SPARTAN
047307SP,4730,Conifers,7SP,#7 SPIRAL,JUN C SPARTAN
047309,4730,Conifers,9,#15,JUN C SPARTAN
047309SD,4730,Conifers,9SD,#15 DOUBLE SPIRAL,JUN C SPARTAN
047309SP,4730,Conifers,9SP,#15 SPIRAL,JUN C SPARTAN
04730FSP,4730,Conifers,FSP,"14"" Pot SPIRAL",JUN C SPARTAN
04730M,4730,Conifers,M,#10 Squat,JUN C SPARTAN
04730SSP,4730,Conifers,SSP,"19"" Pot SPIRAL",JUN C SPARTAN
04730Z,4730,Conifers,Z,#25,JUN C SPARTAN
048702,4870,Conifers,2,#2,JUN C TORULOSA
048705,4870,Conifers,5,#5,JUN C TORULOSA
048705ES,4870,Conifers,5ES,#5 ESPALIER,JUN C TORULOSA
048705OP,4870,Conifers,5OP,#5 ORIENTAL POMPON,JUN C TORULOSA
048707,4870,Conifers,7,#7,JUN C TORULOSA
048707ES,4870,Conifers,7ES,#7 ESPALIER,JUN C TORULOSA
048707OP,4870,Conifers,7OP,#7 ORIENTAL POMPON,JUN C TORULOSA
048709,4870,Conifers,9,#15,JUN C TORULOSA
048709OP,4870,Conifers,9OP,#15 ORIENTAL POMPON,JUN C TORULOSA
04870ZOP,4870,Conifers,ZOP,#25 ORIENTAL POMPON,JUN C TORULOSA
020245,2024,Conifers,5,#5,JUN CEDRUS
049031,4903,Conifers,1,#1,JUN COM ALPINE CARPET R
049032,4903,Conifers,2,#2,JUN COM ALPINE CARPET R
049035,4903,Conifers,5,#5,JUN COM ALPINE CARPET R
084901,8490,Conifers,1,#1,JUN COMMUNIS VAR MONTANA
084905,8490,Conifers,5,#5,JUN COMMUNIS VAR MONTANA
084905ST,8490,Conifers,5ST,#5 STAKED,JUN COMMUNIS VAR MONTANA
049101,4910,Conifers,1,#1,JUN CON BLUE PACIFIC
049102,4910,Conifers,2,#2,JUN CON BLUE PACIFIC
049103,4910,Conifers,3,#3,JUN CON BLUE PACIFIC
049105,4910,Conifers,5,#5,JUN CON BLUE PACIFIC
047771,4777,Conifers,1,#1,JUN H BILLOW BEACH PPAF
047775,4777,Conifers,5,#5,JUN H BILLOW BEACH PPAF
049251,4925,Conifers,1,#1,JUN H BLUE CHIP
049252,4925,Conifers,2,#2,JUN H BLUE CHIP
049255,4925,Conifers,5,#5,JUN H BLUE CHIP
049255PT,4925,Conifers,5PT,#5 PATIO TREE,JUN H BLUE CHIP
077471S,7747,Conifers,1S,SuperOne TM,JUN H GOOD VIBRTNS TM GLD PAF
049701,4970,Conifers,1,#1,JUN H HUGHES
049705,4970,Conifers,5,#5,JUN H HUGHES
04990UT,4990,Conifers,UT,LittleOne,JUN H ICEE BLUE R P9639
049901,4990,Conifers,1,#1,JUN H ICEE BLUE R P9639
049901S,4990,Conifers,1S,SuperOne TM,JUN H ICEE BLUE R P9639
049902,4990,Conifers,2,#2,JUN H ICEE BLUE R P9639
049903,4990,Conifers,3,#3,JUN H ICEE BLUE R P9639
049905,4990,Conifers,5,#5,JUN H ICEE BLUE R P9639
049905PT,4990,Conifers,5PT,#5 PATIO TREE,JUN H ICEE BLUE R P9639
050301,5030,Conifers,1,#1,JUN H PRINCE OF WALES
050302,5030,Conifers,2,#2,JUN H PRINCE OF WALES
050305,5030,Conifers,5,#5,JUN H PRINCE OF WALES
050701,5070,Conifers,1,#1,JUN H WILTONII
050702,5070,Conifers,2,#2,JUN H WILTONII
050705,5070,Conifers,5,#5,JUN H WILTONII
050201,5020,Conifers,1,#1,JUN H YOUNGSTOWN
050202,5020,Conifers,2,#2,JUN H YOUNGSTOWN
050205,5020,Conifers,5,#5,JUN H YOUNGSTOWN
050901,5090,Conifers,1,#1,JUN PRO NANA
050901S,5090,Conifers,1S,SuperOne TM,JUN PRO NANA
050901ST,5090,Conifers,1ST,#1 STAKED,JUN PRO NANA
050902,5090,Conifers,2,#2,JUN PRO NANA
050902OP,5090,Conifers,2OP,#2 ORIENTAL POMPON,JUN PRO NANA
050902ST,5090,Conifers,2ST,#2 STAKED,JUN PRO NANA
050902TB,5090,Conifers,2TB,#2 TOPIARY BSKT,JUN PRO NANA
050902TT,5090,Conifers,2TT,#2 TRIPLE TWIST,JUN PRO NANA
050903,5090,Conifers,3,#3,JUN PRO NANA
050905,5090,Conifers,5,#5,JUN PRO NANA
050905OP,5090,Conifers,5OP,#5 ORIENTAL POMPON,JUN PRO NANA
050905PT,5090,Conifers,5PT,#5 PATIO TREE,JUN PRO NANA
050905ST,5090,Conifers,5ST,#5 STAKED,JUN PRO NANA
050907ST,5090,Conifers,7ST,#7 STAKED,JUN PRO NANA
051401,5140,Conifers,1,#1,JUN SA ARCADIA
051402,5140,Conifers,2,#2,JUN SA ARCADIA
051405,5140,Conifers,5,#5,JUN SA ARCADIA
051601,5160,Conifers,1,#1,JUN SA BROADMOOR
051602,5160,Conifers,2,#2,JUN SA BROADMOOR
051605,5160,Conifers,5,#5,JUN SA BROADMOOR
051701,5170,Conifers,1,#1,JUN SA BUFFALO
051702,5170,Conifers,2,#2,JUN SA BUFFALO
051705,5170,Conifers,5,#5,JUN SA BUFFALO
051751,5175,Conifers,1,#1,JUN SA CALGARY CARPET R
051752,5175,Conifers,2,#2,JUN SA CALGARY CARPET R
051755,5175,Conifers,5,#5,JUN SA CALGARY CARPET R
051651,5165,Conifers,1,#1,JUN SA MOOR-DENSE R
051652,5165,Conifers,2,#2,JUN SA MOOR-DENSE R
051655,5165,Conifers,5,#5,JUN SA MOOR-DENSE R
051801,5180,Conifers,1,#1,JUN SA SCANDIA
051802,5180,Conifers,2,#2,JUN SA SCANDIA
051805,5180,Conifers,5,#5,JUN SA SCANDIA
051901,5190,Conifers,1,#1,JUN SA TAMARISCIFOLIA
051902,5190,Conifers,2,#2,JUN SA TAMARISCIFOLIA
051905,5190,Conifers,5,#5,JUN SA TAMARISCIFOLIA
052001,5200,Conifers,1,#1,JUN SA TAMARISCIFOLIA NEW BLUE
052002,5200,Conifers,2,#2,JUN SA TAMARISCIFOLIA NEW BLUE
052005,5200,Conifers,5,#5,JUN SA TAMARISCIFOLIA NEW BLUE
051305,5130,Conifers,5,#5,JUN SABINA
052151,5215,Conifers,1,#1,JUN SC BLUE CREEPER R
052152,5215,Conifers,2,#2,JUN SC BLUE CREEPER R
052155,5215,Conifers,5,#5,JUN SC BLUE CREEPER R
052305,5230,Conifers,5,#5,JUN SC COLOGREEN
052307,5230,Conifers,7,#7,JUN SC COLOGREEN
052505,5250,Conifers,5,#5,JUN SC GRAY GLEAM
052507,5250,Conifers,7,#7,JUN SC GRAY GLEAM
052705,5270,Conifers,5,#5,JUN SC MEDORA
052705P2,5270,Conifers,5P2,#5 2BALL POODLE,JUN SC MEDORA
052705SP,5270,Conifers,5SP,#5 SPIRAL,JUN SC MEDORA
052707,5270,Conifers,7,#7,JUN SC MEDORA
052707SP,5270,Conifers,7SP,#7 SPIRAL,JUN SC MEDORA
052709,5270,Conifers,9,#15,JUN SC MEDORA
05270Z,5270,Conifers,Z,#25,JUN SC MEDORA
05270ZSD,5270,Conifers,ZSD,#25 DOUBLE SPIRAL,JUN SC MEDORA
05270ZSP,5270,Conifers,ZSP,#25 SPIRAL,JUN SC MEDORA
052755,5275,Conifers,5,#5,JUN SC MOONGLOW
052755SP,5275,Conifers,5SP,#5 SPIRAL,JUN SC MOONGLOW
052757,5275,Conifers,7,#7,JUN SC MOONGLOW
052759,5275,Conifers,9,#15,JUN SC MOONGLOW
054001,5400,Conifers,1,#1,JUN SC SKYROCKET
054005,5400,Conifers,5,#5,JUN SC SKYROCKET
054007,5400,Conifers,7,#7,JUN SC SKYROCKET
054009,5400,Conifers,9,#15,JUN SC SKYROCKET
05400M,5400,Conifers,M,#10 Squat,JUN SC SKYROCKET
053001,5300,Conifers,1,#1,JUN SC TABLE TOP BLUE
053005,5300,Conifers,5,#5,JUN SC TABLE TOP BLUE
053105PT,5310,Conifers,5PT,#5 PATIO TREE,JUN SC TOLL BLU WEEPING
053107PT,5310,Conifers,7PT,#7 PATIO TREE,JUN SC TOLL BLU WEEPING
053109PT,5310,Conifers,9PT,#15 PATIO TREE,JUN SC TOLL BLU WEEPING
053301,5330,Conifers,1,#1,JUN SC WICHITA BLUE
053302,5330,Conifers,2,#2,JUN SC WICHITA BLUE
053305,5330,Conifers,5,#5,JUN SC WICHITA BLUE
053307,5330,Conifers,7,#7,JUN SC WICHITA BLUE
053309,5330,Conifers,9,#15,JUN SC WICHITA BLUE
05330M,5330,Conifers,M,#10 Squat,JUN SC WICHITA BLUE
045865,4586,Conifers,5,#5,JUN SC WINTER BLUE
05339UT,5339,Conifers,UT,LittleOne,JUN SQUA BLUE STAR
053391,5339,Conifers,1,#1,JUN SQUA BLUE STAR
053391S,5339,Conifers,1S,SuperOne TM,JUN SQUA BLUE STAR
053392,5339,Conifers,2,#2,JUN SQUA BLUE STAR
053395,5339,Conifers,5,#5,JUN SQUA BLUE STAR
053395PT,5339,Conifers,5PT,#5 PATIO TREE,JUN SQUA BLUE STAR
053401,5340,Conifers,1,#1,JUN SQUA EXPANSA PARSONII
053403,5340,Conifers,3,#3,JUN SQUA EXPANSA PARSONII
053451,5345,Conifers,1,#1,JUN SQUA HOLGER
053455,5345,Conifers,5,#5,JUN SQUA HOLGER
053651,5365,Conifers,1,#1,JUN V BLUE ARROW
053655,5365,Conifers,5,#5,JUN V BLUE ARROW
053659,5365,Conifers,9,#15,JUN V BLUE ARROW
05365M,5365,Conifers,M,#10 Squat,JUN V BLUE ARROW
05365Z,5365,Conifers,Z,#25,JUN V BLUE ARROW
053705,5370,Conifers,5,#5,JUN V CUPRESSIFOLIA
053707,5370,Conifers,7,#7,JUN V CUPRESSIFOLIA
054141,5414,Conifers,1,#1,JUN V GREY OWL
054143,5414,Conifers,3,#3,JUN V GREY OWL
054145,5414,Conifers,5,#5,JUN V GREY OWL
053755,5375,Conifers,5,#5,JUN V IDYLLWILD
053759,5375,Conifers,9,#15,JUN V IDYLLWILD
053855,5385,Conifers,5,#5,JUN V PRAIRIE PILLAR R
036845,3684,Conifers,5,#5,JUN V TAYLOR
03684M,3684,Conifers,M,#10 Squat,JUN V TAYLOR
07181UT,7181,Evergreen Shrubs,UT,LittleOne,JUNCUS EFFUSUS CURLY WURLY
071811,7181,Evergreen Shrubs,1,#1,JUNCUS EFFUSUS CURLY WURLY
054091,5409,Evergreen Shrubs,1,#1,JUSTICIA BRANDEGEANA
069402,6940,Cactus and Succulent,2,#2,KALANCHOE THYR DESERT ROSE
06206UT,6206,Perennials,UT,LittleOne,KALIMERIS INCISA BLUE STAR
054162,5416,Evergreen Shrubs,2,#2,KALMIA LAT ELF
054232,5423,Evergreen Shrubs,2,#2,KALMIA LAT MINUET
054062,5406,Evergreen Shrubs,2,#2,KALMIA LAT NATHAN HALE
054072,5407,Evergreen Shrubs,2,#2,KALMIA LAT OLYMPIC FIRE
054082,5408,Evergreen Shrubs,2,#2,KALMIA LAT TIDDLYWINKS
008772,877,Deciduous Shrubs,2,#2,KERRIA J GOLDEN GUINEA
054191,5419,Deciduous Shrubs,1,#1,KERRIA J PLENIFLORA
054192,5419,Deciduous Shrubs,2,#2,KERRIA J PLENIFLORA
054195,5419,Deciduous Shrubs,5,#5,KERRIA J PLENIFLORA
093182,9318,Perennials,2,#2,KIRENGESHOMA PALMATA
021571,2157,Perennials,1,#1,KNAUTIA MAC MARS MIDGET
080251,8025,Perennials,1,#1,KNIPH MANGO POPSICLE TM PPAF
080261,8026,Perennials,1,#1,KNIPH PINEAPPL POPSICLE TM PAF
080271,8027,Perennials,1,#1,KNIPH REDHOT POPSICLE TM PPAF
06215UT,6215,Perennials,UT,LittleOne,KNIPHOFIA BORDER BALLET
043121,4312,Perennials,1,#1,KNIPHOFIA HIR FIRE DANCE
094702,9470,Perennials,2,#2,KNIPHOFIA MOONSTONE
094711,9471,Perennials,1,#1,KNIPHOFIA NANCY'S RED
094712,9471,Perennials,2,#2,KNIPHOFIA NANCY'S RED
054222,5422,Perennials,2,#2,KNIPHOFIA UV FLAMENCO
054255,5425,Trees,5,#5,KOELREUTERIA BIPINNATA
054205,5420,Trees,5,#5,KOELREUTERIA PANICULATA
074661S,7466,Deciduous Shrubs,1S,SuperOne TM,KOLKWITZIA AMA DREAM CATCHR TM
074662S,7466,Deciduous Shrubs,2S,SuperTwo,KOLKWITZIA AMA DREAM CATCHR TM
054305,5430,Deciduous Shrubs,5,#5,KOLKWITZIA AMABILIS
036255,3625,Trees,5,#5,LABURNUM ANA COLUMNARIS
03625M,3625,Trees,M,#10 Squat,LABURNUM ANA COLUMNARIS
054335,5433,Trees,5,#5,LABURNUM X WAT VOSSII
028431,2843,Deciduous Shrubs,1,#1,LAG ARAPAHO
028435,2843,Deciduous Shrubs,5,#5,LAG ARAPAHO
028435TR,2843,Deciduous Shrubs,5TR,#5 TREE,LAG ARAPAHO
028437TR,2843,Deciduous Shrubs,7TR,#7 TREE,LAG ARAPAHO
029815,2981,Deciduous Shrubs,5,#5,LAG BURGUNDY COTTON R PP14438
029817,2981,Deciduous Shrubs,7,#7 CLUMP,LAG BURGUNDY COTTON R PP14438
029819,2981,Deciduous Shrubs,9,#15 CLUMP,LAG BURGUNDY COTTON R PP14438
029819BH,2981,Deciduous Shrubs,9BH,#15 BUSH,LAG BURGUNDY COTTON R PP14438
054701,5470,Deciduous Shrubs,1,#1,LAG CATAWBA
054705,5470,Deciduous Shrubs,5,#5,LAG CATAWBA
054705TR,5470,Deciduous Shrubs,5TR,#5 TREE,LAG CATAWBA
054707,5470,Deciduous Shrubs,7,#7,LAG CATAWBA
054707TR,5470,Deciduous Shrubs,7TR,#7 TREE,LAG CATAWBA
054709,5470,Deciduous Shrubs,9,#15 CLUMP,LAG CATAWBA
054709B,5470,Deciduous Shrubs,9B,#15,LAG CATAWBA
054761,5476,Deciduous Shrubs,1,#1,LAG CENTENNIAL SPIRIT
054765,5476,Deciduous Shrubs,5,#5,LAG CENTENNIAL SPIRIT
054765TR,5476,Deciduous Shrubs,5TR,#5 TREE,LAG CENTENNIAL SPIRIT
054767TR,5476,Deciduous Shrubs,7TR,#7 TREE,LAG CENTENNIAL SPIRIT
054769,5476,Deciduous Shrubs,9,#15,LAG CENTENNIAL SPIRIT
041901,4190,Deciduous Shrubs,1,#1,LAG CHERRY DAZZLE R PP16917
041905,4190,Deciduous Shrubs,5,#5,LAG CHERRY DAZZLE R PP16917
028441,2844,Deciduous Shrubs,1,#1,LAG CHEYENNE
028445,2844,Deciduous Shrubs,5,#5,LAG CHEYENNE
028445PT,2844,Deciduous Shrubs,5PT,#5 PATIO TREE,LAG CHEYENNE
028445TR,2844,Deciduous Shrubs,5TR,#5 TREE,LAG CHEYENNE
054922,5492,Deciduous Shrubs,2,#2,LAG CHICA R RED
054925,5492,Deciduous Shrubs,5,#5,LAG CHICA R RED
008792,879,Deciduous Shrubs,2,#2,LAG CHICKASAW
008793,879,Deciduous Shrubs,3,#3,LAG CHICKASAW
037375,3737,Deciduous Shrubs,5,#5,LAG DAZZLE R ME PINK PP17411
008861,886,Deciduous Shrubs,1,#1,LAG DYNAMITE R P10296
008865,886,Deciduous Shrubs,5,#5,LAG DYNAMITE R P10296
008865PT,886,Deciduous Shrubs,5PT,#5 PATIO TREE,LAG DYNAMITE R P10296
008865TR,886,Deciduous Shrubs,5TR,#5 TREE,LAG DYNAMITE R P10296
008867,886,Deciduous Shrubs,7,#7 CLUMP,LAG DYNAMITE R P10296
008869,886,Deciduous Shrubs,9,#15,LAG DYNAMITE R P10296
008869BH,886,Deciduous Shrubs,9BH,#15 BUSH,LAG DYNAMITE R P10296
055101,5510,Deciduous Shrubs,1,#1,LAG GLENDORA WHITE
055105TR,5510,Deciduous Shrubs,5TR,#5 TREE,LAG GLENDORA WHITE
055107TR,5510,Deciduous Shrubs,7TR,#7 TREE,LAG GLENDORA WHITE
008895,889,Deciduous Shrubs,5,#5,LAG MUSKOGEE
008897,889,Deciduous Shrubs,7,#7 CLUMP,LAG MUSKOGEE
008899,889,Deciduous Shrubs,9,#15 CLUMP,LAG MUSKOGEE
008899PT,889,Deciduous Shrubs,9PT,#15 PATIO TREE,LAG MUSKOGEE
00889X,889,Deciduous Shrubs,X,#30,LAG MUSKOGEE
008991,899,Deciduous Shrubs,1,#1,LAG NATCHEZ
008995,899,Deciduous Shrubs,5,#5,LAG NATCHEZ
008995TR,899,Deciduous Shrubs,5TR,#5 TREE,LAG NATCHEZ
008997,899,Deciduous Shrubs,7,#7 CLUMP,LAG NATCHEZ
008999,899,Deciduous Shrubs,9,#15 CLUMP,LAG NATCHEZ
008999PT,899,Deciduous Shrubs,9PT,#15 PATIO TREE,LAG NATCHEZ
00899X,899,Deciduous Shrubs,X,#30,LAG NATCHEZ
056301,5630,Deciduous Shrubs,1,#1,LAG NEAR EAST
056305,5630,Deciduous Shrubs,5,#5,LAG NEAR EAST
056305TR,5630,Deciduous Shrubs,5TR,#5 TREE,LAG NEAR EAST
056307TR,5630,Deciduous Shrubs,7TR,#7 TREE,LAG NEAR EAST
054501,5450,Deciduous Shrubs,1,#1,LAG PEPPERMINT LACE
054505,5450,Deciduous Shrubs,5,#5,LAG PEPPERMINT LACE
054505PT,5450,Deciduous Shrubs,5PT,#5 PATIO TREE,LAG PEPPERMINT LACE
054505TR,5450,Deciduous Shrubs,5TR,#5 TREE,LAG PEPPERMINT LACE
055401,5540,Deciduous Shrubs,1,#1,LAG PETITE EMBERS TM
055405,5540,Deciduous Shrubs,5,#5,LAG PETITE EMBERS TM
055405PT,5540,Deciduous Shrubs,5PT,#5 PATIO TREE,LAG PETITE EMBERS TM
055501,5550,Deciduous Shrubs,1,#1,LAG PETITE ORCHID TM
055505,5550,Deciduous Shrubs,5,#5,LAG PETITE ORCHID TM
055505PT,5550,Deciduous Shrubs,5PT,#5 PATIO TREE,LAG PETITE ORCHID TM
055601,5560,Deciduous Shrubs,1,#1,LAG PETITE PINKIE TM
055605,5560,Deciduous Shrubs,5,#5,LAG PETITE PINKIE TM
055605PT,5560,Deciduous Shrubs,5PT,#5 PATIO TREE,LAG PETITE PINKIE TM
055651,5565,Deciduous Shrubs,1,#1,LAG PETITE PLUM R
055655,5565,Deciduous Shrubs,5,#5,LAG PETITE PLUM R
055655PT,5565,Deciduous Shrubs,5PT,#5 PATIO TREE,LAG PETITE PLUM R
055701,5570,Deciduous Shrubs,1,#1,LAG PETITE RED IMP TM
055705,5570,Deciduous Shrubs,5,#5,LAG PETITE RED IMP TM
055801,5580,Deciduous Shrubs,1,#1,LAG PETITE SNOW TM
055805,5580,Deciduous Shrubs,5,#5,LAG PETITE SNOW TM
055805PT,5580,Deciduous Shrubs,5PT,#5 PATIO TREE,LAG PETITE SNOW TM
015281,1528,Deciduous Shrubs,1,#1,LAG PINK VELOUR R PP10319
015285,1528,Deciduous Shrubs,5,#5,LAG PINK VELOUR R PP10319
009011,901,Deciduous Shrubs,1,#1,LAG POCOMOKE
009012,901,Deciduous Shrubs,2,#2,LAG POCOMOKE
017921,1792,Deciduous Shrubs,1,#1,LAG PURPLE TOWER
017925TR,1792,Deciduous Shrubs,5TR,#5 TREE,LAG PURPLE TOWER
040701,4070,Deciduous Shrubs,1,#1,LAG RASPBERRY DAZZLE R PP17216
040705,4070,Deciduous Shrubs,5,#5,LAG RASPBERRY DAZZLE R PP17216
009025,902,Deciduous Shrubs,5,#5,LAG RED ROCKET R PP11342
009029,902,Deciduous Shrubs,9,#15,LAG RED ROCKET R PP11342
009029BH,902,Deciduous Shrubs,9BH,#15 BUSH,LAG RED ROCKET R PP11342
056201,5620,Deciduous Shrubs,1,#1,LAG SEMINOLE
056205,5620,Deciduous Shrubs,5,#5,LAG SEMINOLE
056205TR,5620,Deciduous Shrubs,5TR,#5 TREE,LAG SEMINOLE
056207TR,5620,Deciduous Shrubs,7TR,#7 TREE,LAG SEMINOLE
056209,5620,Deciduous Shrubs,9,#15 CLUMP,LAG SEMINOLE
029825,2982,Deciduous Shrubs,5,#5,LAG SIREN RED R P14975
009035,903,Deciduous Shrubs,5,#5,LAG TUSCARORA
009037,903,Deciduous Shrubs,7,#7 CLUMP,LAG TUSCARORA
009039,903,Deciduous Shrubs,9,#15 CLUMP,LAG TUSCARORA
009039BH,903,Deciduous Shrubs,9BH,#15 BUSH,LAG TUSCARORA
00903X,903,Deciduous Shrubs,X,#30,LAG TUSCARORA
050535,5053,Deciduous Shrubs,5,#5,LAG VELMA'S ROYAL DELIGHT
050537,5053,Deciduous Shrubs,7,#7 CLUMP,LAG VELMA'S ROYAL DELIGHT
050539,5053,Deciduous Shrubs,9,#15 CLUMP,LAG VELMA'S ROYAL DELIGHT
056401,5640,Deciduous Shrubs,1,#1,LAG WATERMELON RED
056405,5640,Deciduous Shrubs,5,#5,LAG WATERMELON RED
056405TR,5640,Deciduous Shrubs,5TR,#5 TREE,LAG WATERMELON RED
056407TR,5640,Deciduous Shrubs,7TR,#7 TREE,LAG WATERMELON RED
020051,2005,Deciduous Shrubs,1,#1,LAG WHITE CHOCOLATE
020055,2005,Deciduous Shrubs,5,#5,LAG WHITE CHOCOLATE
020057,2005,Deciduous Shrubs,7,#7 CLUMP,LAG WHITE CHOCOLATE
054475,5447,Deciduous Shrubs,5,#5,LAG X ACOMA
027001,2700,Deciduous Shrubs,1,#1,LAG X CHOCTAW
054395,5439,Deciduous Shrubs,5,#5,LAG X HOPI
054551,5455,Deciduous Shrubs,1,#1,LAG X PECOS
054555,5455,Deciduous Shrubs,5,#5,LAG X PECOS
