Loc,Item,Size,Description,Botanical Name,Common Name,Zone,Condition,Current Specs,Qty Open,Qty Alloc Rem Thru 12/31/13,Qty Alloc Rem Thru 06/30/14,Net Avail Qty,Min Order Qty,List Price,Net Price,Sale Price,AVL Flag,,
CA,079382,#2,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",Raspberry Shortcake™  Dwarf Thornless Raspberry,05,-,"8""H - 10""S"," 14,137 ",     ,     ," 14,137 ", 5 , 15.50 , 11.94 ,          ,I,,
CA,069911,#1 STAKED,RUBUS THORNLESS BOYSENBERRY,Rubus ursinus x ideaus 'Thornless'                          ,Thornless Boysenberry                                       ,05,LIGHT BUD & BLOOM,"24""H", 203 ,     ,     , 203 , 10 , 9.00 , 6.93 ,          , ,,
CA,070081,#1 STAKED,RUBUS WILLAMETTE RASPBERRY,Rubus idaeus var. strigosus 'Willamette'                    ,Willamette Raspberry                                        ,04,-,"24""H"," 1,658 ",     ,     ," 1,658 ", 10 , 9.00 , 6.93 ,          , ,,
OR,071011,#1,RUDBECKIA FULGIDA GOLDSTURM,Rudbeckia fulgida var. sullivantii 'Goldsturm'              ,Goldsturm Black Eyed Susan                                  ,03,EMERGING,., 25 ,     ,     , 25 , 10 , 4.75 , 3.66 ,          , ,,
GA,071011,#1,RUDBECKIA FULGIDA GOLDSTURM,Rudbeckia fulgida var. sullivantii 'Goldsturm'              ,Goldsturm Black Eyed Susan                                  ,03,EMERGING,CAN FULL," 3,987 ",     ,     ," 3,987 ", 10 , 4.75 , 3.66 ,          ,I,,
GA,070271,#1,RUELLIA KATIE,Ruellia brittoniana 'Katie'                                 ,Dwarf Katie Ruellia                                         ,08,BUDS & BLOOMS,CAN FULL," 2,713 ",     , 10 ," 2,723 ", 10 , 4.75 , 3.66 ,          ,I,,
GA,07027UT,LittleOne,RUELLIA KATIE,Ruellia brittoniana 'Katie'                                 ,Dwarf Katie Ruellia                                         ,08,,CAN FULL, 164 ,     ,     , 164 , 16 , 2.95 , 2.27 ,          ,I,,
GA,02913UT,LittleOne,SAGINA SUBULATA,Sagina subulata                                             ,Irish Moss                                                  ,04,,CAN FULL,     ,     , 88 , 88 , 16 , 2.95 , 2.27 ,          , ,,
OR,070611,#1,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,04,-,"12""H - 10""S"," 2,855 ",     ,     ," 2,855 ", 10 , 6.50 , 5.01 ,          , ,,
OR,070612,#2,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,04,-,14''H - 14''S," 1,932 ",     ,     ," 1,932 ", 5 , 13.75 , 10.59 ,          , ,,
OR,070615,#5,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,04,-,"16""H - 21""S"," 2,196 ",     ,     ," 2,196 ", 5 , 20.25 , 15.59 ,          , ,,
GA,070615,#5,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,04,,"18""H - 15""S", 272 ,     ,     , 272 , 5 , 20.25 , 15.59 ,          ,I,,
GA,037747,#7,SALIX MAT TORTUOSA,Salix matsudana 'Tortuosa'                                  ,Corkscrew Willow                                            ,04,,"72""H",     ,     , 7 , 7 , 2 , 45.00 , 34.65 ,          , ,,
OR,086701,#1,SALIX PURPUREA CANYON BLUE,Salix purpurea 'Canyon Blue'                                ,Canyon Blue Arctic Blue Leaf Willow                         ,04,-,"10""H - 8""S", 476 ,     ,     , 476 , 10 , 6.50 , 5.01 ,          , ,,
CA,022651,#1,SALVIA HOT LIPS,Salvia microphylla 'Hot Lips'                               ,Hot Lips Sage                                               ,08,-,"6""H - 6''S", 309 ,     ,     , 309 , 10 , 5.00 , 3.85 ,          ,I,,
CA,099451,#1,SALVIA HTWV BLAZE TM PP24151,"Salvia (microphylla x greggii) 'EGGBEN005' P.P.#24,151      ",Heatwave™  Blaze Sage,06,-,CAN FULL, 123 ,     ,     , 123 , 10 , 5.50 , 4.24 ,          ,I,,
GA,099451,#1,SALVIA HTWV BLAZE TM PP24151,"Salvia (microphylla x greggii) 'EGGBEN005' P.P.#24,151      ",Heatwave™  Blaze Sage,06,,CAN FULL, 130 ,     , 44 , 160 , 10 , 5.50 , 4.24 ,          , ,,
CA,099452,#2,SALVIA HTWV BLAZE TM PP24151,"Salvia (microphylla x greggii) 'EGGBEN005' P.P.#24,151      ",Heatwave™  Blaze Sage,06,BUDS & BLOOMS,"10''H - 10""S", 6 ,     ,     , 6 , 5 , 11.50 , 8.86 ,          ,I,,
CA,094261,#1,SALVIA HTWV GLIMMER TM PP24155,"Salvia (microphylla x greggii) 'EGGBEN003' P.P.#24,155      ",Heatwave™  Glimmer Sage,06,BUDS & BLOOMS,"6""H - 6""S",     ,     , 6 , 6 , 10 , 5.50 , 4.24 ,          ,I,,
CA,094271,#1,SALVIA HTWV GLITTER TM PP24152,"Salvia (microphylla x greggii) 'EGGBEN001' P.P.#24,152      ",Heatwave™  Glitter Sage,06,BUDS,"6""H-6""S", 507 ,     ,     , 507 , 10 , 5.50 , 4.24 ,          ,I,,
CA,094272,#2,SALVIA HTWV GLITTER TM PP24152,"Salvia (microphylla x greggii) 'EGGBEN001' P.P.#24,152      ",Heatwave™  Glitter Sage,06,BUDS & BLOOMS,"10''H - 10""S", 83 ,     ,     , 83 , 5 , 11.50 , 8.86 ,          , ,,
CA,094282,#2,SALVIA HTWV SPARKLE TM PP24154,"Salvia (microphylla x greggii) 'EGGBEN004' P.P.#24,154      ",Heatwave™  Sparkle Sage,06,BUDS & BLOOMS,"10""H - 10""S", 70 ,     ,     , 70 , 5 , 11.50 , 8.86 ,          , ,,
GA,091401,#1,SALVIA L SANTA BARBARA PP12949,Salvia leucantha 'Santa Barbara' P.P.# 12949                ,Santa Barbara Mexican Bush Sage                             ,09,BUDS & BLOOMS,"6""H - 6""S",     ,     , 140 , 140 , 10 , 5.50 , 4.24 ,          ,I,,
OR,019541,#1,SALVIA NEM MARCUS R PP13322,Salvia nemorosa 'Haeumanarc' P.P.# 13322                    ,Marcus®  Meadow Sage,04,-,CAN FULL, 999 ,     ,     , 999 , 10 , 5.50 , 4.24 ,          , ,,
OR,020411,#1,SALVIA NEMOROSA CARADONNA,Salvia nemorosa 'Caradonna'                                 ,Caradonna Meadow Sage                                       ,04,-,CAN FULL, 10 ,     ,     , 10 , 10 , 5.00 , 3.85 ,          , ,,
CA,020411,#1,SALVIA NEMOROSA CARADONNA,Salvia nemorosa 'Caradonna'                                 ,Caradonna Meadow Sage                                       ,04,BUDS & BLOOMS,CAN FULL, 109 ,     ,     , 109 , 10 , 5.00 , 3.85 ,          ,I,,
CA,020412,#2,SALVIA NEMOROSA CARADONNA,Salvia nemorosa 'Caradonna'                                 ,Caradonna Meadow Sage                                       ,04,BUDS & BLOOMS,CAN FULL, 64 ,     ,     , 64 , 5 , 11.50 , 8.86 ,          , ,,
OR,070591,#1,SALVIA NEMOROSA EAST FRIESLAND,Salvia nemorosa 'East Friesland'                            ,East Friesland Meadow Sage                                  ,04,-,CAN FULL," 1,547 ",     ,     ," 1,547 ", 10 , 5.00 , 3.85 ,          , ,,
OR,044341,#1,SALVIA SENSATION RSE TM P18230,Salvia nemorosa 'Sensation Rose' P.P.# 18230                ,Sensation Rose Meadow Sage                                  ,04,EMERGING,., 667 ,     ,     , 667 , 10 , 5.50 , 4.24 ,          , ,,
CA,044341,#1,SALVIA SENSATION RSE TM P18230,Salvia nemorosa 'Sensation Rose' P.P.# 18230                ,Sensation Rose Meadow Sage                                  ,04,BUDS,CAN FULL, 542 ,     ,     , 542 , 10 , 5.50 , 4.24 ,          ,I,,
OR,070261,#1,SALVIA X SYL MAY NIGHT,Salvia 'May Night'                                          ,May Night Sage                                              ,04,-,CAN FULL, 692 ,     ,     , 692 , 10 , 4.75 , 3.66 ,          , ,,
OR,019992S,SuperTwo,SAMBUCUS BLK BEAUTY TM PP12305,"Sambucus nigra 'Gerda' P.P. #12,305, C.B.R. #2,663          ",Black Beauty™  Elderberry,04,-,"10""H - 12""S", 3 ,     ,     , 3 , 5 , 17.00 , 13.09 ,          , ,,
CA,070451,#1,SANTOLINA VIRENS,Santolina virens                                            ,Green Lavender Cotton                                       ,08,-,"4""H - 6""S", 2 ,     ,     , 2 , 10 , 4.75 , 3.66 ,          ,I,,
OR,036642,#2,SARCOCOCCA HOOK DIGYNA,Sarcococca hookeriana var. digyna 'Purple Stem'             ,Purple Stem Sweet Box                                       ,06,-,14''H - 12''S, 11 ,     ,     , 11 , 5 , 17.75 , 13.67 ,          , ,,
OR,070511,#1,SARCOCOCCA RUSCIFOLIA,Sarcococca ruscifolia                                       ,Fragrant Sweet Box                                          ,07,-,8''H - 8''S,     ,     , 85 , 85 , 10 , 7.50 , 5.78 ,          , ,,
OR,076641,#1,SAXIFRAGA FORT BERRY BRIGHT TM,Saxifraga fortunei 'Magenta'                                ,Magenta Saxifrage                                           ,06,-,, 122 ,     ,     , 122 , 10 , 6.50 , 5.01 ,          , ,,
OR,070971,#1,SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,03,CUT BACK,., 49 ,     ,     , 49 , 10 , 4.75 , 3.66 ,          , ,,
GA,070971,#1,SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,03,BUDS & BLOOMS,CAN FULL, 92 ,     ,     , 92 , 10 , 4.75 , 3.66 ,          ,I,,
OR,070974PTC,"4"" Pot POT-TERRA",SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,03,-,CAN FULL, 150 ,     ,     , 150 , 15 , 3.00 , 2.31 ,          , ,,
OR,071661,#1,SCABIOSA COL PINK MIST,Scabiosa columbaria 'Pink Mist'                             ,Pink Mist Pincushion Flower                                 ,03,CUT BACK,., 217 ,     ,     , 217 , 10 , 4.75 , 3.66 ,          , ,,
GA,071661,#1,SCABIOSA COL PINK MIST,Scabiosa columbaria 'Pink Mist'                             ,Pink Mist Pincushion Flower                                 ,03,BUDS,CAN FULL, 716 ,     ,     , 716 , 10 , 4.75 , 3.66 ,          ,I,,
OR,071021,#1 STAKED,SCHIZOPHRAGMA HYD MOONLIGHT,Schizophragma hydrangeoides 'Moonlight'                     ,Moonlight Chinese Hydrangea Vine                            ,06,-,FULL STK, 102 ,     , 7 , 109 , 10 , 8.00 , 6.16 ,          , ,,
OR,071025,#5 STAKED,SCHIZOPHRAGMA HYD MOONLIGHT,Schizophragma hydrangeoides 'Moonlight'                     ,Moonlight Chinese Hydrangea Vine                            ,06,-,36'' FULL STK,     ,     , 12 , 12 , 5 , 27.00 , 20.79 ,          , ,,
CA,079251,#1,SEDEVERIA HYBRID JET BEADS,x Sedeveria 'Jet Beads'                                     ,Jet Beads Stonecrop                                         ,08,-,CAN FULL, 26 ,     ,     , 26 , 10 , 6.25 , 4.81 ,          , ,,
OR,03026UT,LittleOne,SEDUM ALB CORAL CARPET,Sedum album 'Coral Carpet'                                  ,Coral Carpet Stonecrop                                      ,04,,CAN FULL,     ,     , 22 , 22 , 16 , 2.95 , 2.27 ,          , ,,
OR,029141,#1,SEDUM BLUE SPRUCE,Sedum reflexum 'Blue Spruce'                                ,Blue Spruce Stonecrop                                       ,03,-,PS1, 28 ,     ,     , 28 , 10 , 5.00 , 3.85 ,          , ,,
OR,070941,#1,SEDUM BRONZE CARPET,Sedum spurium 'Bronze Carpet'                               ,Bronze Carpet Stonecrop                                     ,03,-,PS1, 82 ,     ,     , 82 , 10 , 5.00 , 3.85 ,          , ,,
CA,070941,#1,SEDUM BRONZE CARPET,Sedum spurium 'Bronze Carpet'                               ,Bronze Carpet Stonecrop                                     ,03,-,CAN FULL, 965 ,     ,     , 965 , 10 , 5.00 , 3.85 ,          ,I,,
OR,07094UT,LittleOne,SEDUM BRONZE CARPET,Sedum spurium 'Bronze Carpet'                               ,Bronze Carpet Stonecrop                                     ,03,-,PS1,     ,     , 32 , 32 , 16 , 2.95 , 2.27 ,          , ,,
GA,07094UT,LittleOne,SEDUM BRONZE CARPET,Sedum spurium 'Bronze Carpet'                               ,Bronze Carpet Stonecrop                                     ,03,,CAN FULL, 738 ,     ,     , 738 , 16 , 2.95 , 2.27 ,          ,I,,
OR,054641,#1,SEDUM CRYSTAL PINK PPAF,"Sedum spectabile 'Crystal Pink' P.P.#22,094                 ",Crystal Pink Stonecrop                                      ,04,-,PS1, 4 ,     ,     , 4 , 10 , 5.00 , 3.85 ,          , ,,
CA,054641,#1,SEDUM CRYSTAL PINK PPAF,"Sedum spectabile 'Crystal Pink' P.P.#22,094                 ",Crystal Pink Stonecrop                                      ,04,-,CAN FULL, 570 ,     ,     , 570 , 10 , 5.00 , 3.85 ,          , ,,
GA,06502UT,LittleOne,SEDUM DASYPHYLLUM MAJOR,Sedum dasyphyllum 'Major'                                   ,Corsican Stonecrop                                          ,05,,CAN FULL, 2 ,     ,     , 2 , 16 , 2.95 , 2.27 ,          ,I,,
CA,068671,#1,SEDUM HISPANICUM,Sedum hispanicum                                            ,Tiny Buttons Stonecrop                                      ,02,-,CAN FULL, 10 ,     ,     , 10 , 10 , 5.00 , 3.85 ,          , ,,
CA,011821,#1,SEDUM JOHN CREECH,Sedum spurium 'John Creech'                                 ,John Creech Stonecrop                                       ,03,-,CAN FULL, 467 ,     ,     , 467 , 10 , 5.00 , 3.85 ,          ,I,,
CA,065111,#1,SEDUM LYDIUM,Sedum lydium                                                ,Mossy Stonecrop                                             ,05,-,CAN FULL,     ,     , 10 , 10 , 10 , 5.00 , 3.85 ,          , ,,
CA,065141,#1,SEDUM MAKINOI LIMELIGHT,Sedum makinoi 'Limelight'                                   ,Limelight Japanese Stonecrop                                ,06,-,CAN FULL, 7 ,     ,     , 7 , 10 , 5.00 , 3.85 ,          , ,,
OR,048261,#1,SEDUM OREGANUM,Sedum oreganum                                              ,Oregon Stonecrop                                            ,02,-,PS1, 282 ,     ,     , 282 , 10 , 5.00 , 3.85 ,          , ,,
GA,06524UT,LittleOne,SEDUM PACHYCLADOS,Sedum pachyclados                                           ,Gray Stonecrop                                              ,05,,CAN FULL, 59 ,     ,     , 59 , 16 , 2.95 , 2.27 ,          ,I,,
CA,063671,#1,SEDUM RUBROTINCTUM AURORA,Sedum rubrotinctum 'Aurora'                                 ,Pink Stonecrop                                              ,09,-,"6""S", 58 ,     ,     , 58 , 10 , 5.00 , 3.85 ,          , ,,
CA,044871,#1,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,03,-,CAN FULL, 65 ,     ,     , 65 , 10 , 5.00 , 3.85 ,          , ,,
GA,063681S,SuperOne TM,SEDUM SIEBOLDII,Sedum sieboldii                                             ,October Daphne Stonecrop                                    ,03,EMERGING,CAN FULL, 137 ,     ,     , 137 , 10 , 6.50 , 5.01 ,          , ,,
OR,039011,#1,SEDUM TELEPHIUM RUP HAB GRAY,Sedum telephium ssp. ruprechtii 'Hab Gray' (Hylotelephium)  ,Hab Gray Stonecrop                                          ,04,-,PS1, 237 ,     ,     , 237 , 10 , 5.00 , 3.85 ,          , ,,
CA,070911,#1,SEDUM VERA JAMESON,Sedum x 'Vera Jameson'                                      ,Vera Jameson Stonecrop                                      ,04,-,CAN FULL,     ,     , 16 , 16 , 10 , 5.00 , 3.85 ,          ,I,,
GA,02504UT,LittleOne,SEDUM X AUTUMN FIRE,Sedum x 'Autumn Fire'                                       ,Autumn Fire Stonecrop                                       ,03,,CAN FULL,     ,     , 24 , 24 , 16 , 2.95 , 2.27 ,          , ,,
CA,070741,#1,SEDUM X AUTUMN JOY,Sedum x 'Autumn Joy'                                        ,Autumn Joy Stonecrop                                        ,04,-,CAN FULL, 515 ,     ,     , 515 , 10 , 5.00 , 3.85 ,          ,I,,
GA,070741,#1,SEDUM X AUTUMN JOY,Sedum x 'Autumn Joy'                                        ,Autumn Joy Stonecrop                                        ,04,,CAN FULL," 1,576 ",     ,     ," 1,576 ", 10 , 5.00 , 3.85 ,          ,I,,
GA,07074UT,LittleOne,SEDUM X AUTUMN JOY,Sedum x 'Autumn Joy'                                        ,Autumn Joy Stonecrop                                        ,04,,CAN FULL, 503 ,     , 14 , 517 , 16 , 2.95 , 2.27 ,          ,I,,
CA,065611,#1,SEMPERVIVUM KREBS DES ROSE,Sempervivum 'Krebs'                                         ,Krebs Desert Rose Hens and Chicks                           ,04,-,CAN FULL, 46 ,     ,     , 46 , 10 , 6.00 , 4.62 ,          ,I,,
GA,065611,#1,SEMPERVIVUM KREBS DES ROSE,Sempervivum 'Krebs'                                         ,Krebs Desert Rose Hens and Chicks                           ,04,,"5""S", 811 ,     , 12 , 811 , 10 , 6.00 , 4.62 ,          ,I,,
GA,06561UT,LittleOne,SEMPERVIVUM KREBS DES ROSE,Sempervivum 'Krebs'                                         ,Krebs Desert Rose Hens and Chicks                           ,04,EXCEPTIONAL,"3""S"," 1,308 ",     , 32 ," 1,308 ", 16 , 2.95 , 2.27 ,          , ,,
OR,056961,#1,SEMPERVIVUM RUBY HEARTS,Sempervivum 'Ruby Hearts'                                   ,Ruby Hearts Hens and Chicks                                 ,04,,, 702 ,     ,     , 702 , 10 , 6.00 , 4.62 ,          , ,,
CA,068681,#1,SENECIO MANDRALISCAE,Senecio talinoides var.mandraliscae                         ,Blue Finger                                                 ,10,-,"4""H - 8""S", 545 ,     ,     , 545 , 10 , 6.00 , 4.62 ,          , ,,
CA,070231,#1,SENECIO SERPENS,Senecio serpens                                             ,Blue Chalksticks                                            ,10,BUDS,CAN FULL, 872 ,     ,     , 872 , 10 , 6.25 , 4.81 ,          , ,,
CA,077911,#1,SENECIO VITALIS SERPENTS,Senecio vitalis 'Serpents'                                  ,Serpents Blue Chalk Fingers                                 ,10,-,"8""H - 6""S", 329 ,     ,     , 329 , 10 , 6.25 , 4.81 ,          , ,,
GA,011881,#1,SETCREASEA PALLIDA,Setcreasea pallida                                          ,Purple Heart                                                ,07,,CAN FULL," 1,169 ",     ,     ," 1,169 ", 10 , 4.75 , 3.66 ,          ,I,,
GA,011011,#1,SISYRINCHIUM ANG BLUE NOTE TM,Sisyrinchium angustifolium                                  ,Blue Note™  Blue-Eyed Grass,04,BUDS & BLOOMS,CAN FULL, 381 ,     ,     , 381 , 10 , 6.00 , 4.62 ,          , ,,
CA,011891,#1,SISYRINCHIUM ANG LUCERNE,Sisyrinchium angustifolium 'Lucerne'                        ,Lucerne Blue Eyed Grass                                     ,05,BUDS & BLOOMS,CAN FULL,     ,     , 10 , 10 , 10 , 4.75 , 3.66 ,          , ,,
GA,011891,#1,SISYRINCHIUM ANG LUCERNE,Sisyrinchium angustifolium 'Lucerne'                        ,Lucerne Blue Eyed Grass                                     ,05,LIGHT BUD & BLOOM,CAN FULL, 749 ,     ,     , 749 , 10 , 4.75 , 3.66 ,          ,I,,
GA,01189UT,LittleOne,SISYRINCHIUM ANG LUCERNE,Sisyrinchium angustifolium 'Lucerne'                        ,Lucerne Blue Eyed Grass                                     ,05,,"4""H - 2""S", 3 ,     ,     , 3 , 16 , 2.95 , 2.27 ,          ,I,,
OR,071051,#1,SKIMMIA JAPONICA-FEMALE,Skimmia japonica (Female)                                   ,Japanese Skimmia (Female)                                   ,07,-,10''H - 8''S,     ,     , 40 , 40 , 10 , 7.50 , 5.78 ,          , ,,
OR,071052,#2,SKIMMIA JAPONICA-FEMALE,Skimmia japonica (Female)                                   ,Japanese Skimmia (Female)                                   ,07,-,10''H - 12''S,     ,     , 1 , 1 , 5 , 17.25 , 13.28 ,          , ,,
OR,049965,#5,SOLANUM CRISP GLASNEVIN,Solanum crispum 'Glasnevin'                                 ,Glasnevin Chilean Potato Bush                               ,08,BUDS,18''H - 14''S, 109 ,     ,     , 109 , 5 , 21.50 , 16.56 ,          ,I,,
OR,071031,#1,SOLIDAGO CROWN OF RAYS,Solidago 'Crown of Rays'                                    ,Crown Of Rays Goldenrod                                     ,04,EMERGING,., 587 ,     ,     , 587 , 10 , 4.75 , 3.66 ,          , ,,
OR,066311,#1,SOLIDAGO LITTLE LEMON PP17297,"Solidago hybrida 'Dansolitlem' P.P. #17,297                 ",Little Lemon Goldenrod                                      ,05,EMERGING,., 27 ,     ,     , 27 , 10 , 4.75 , 3.66 ,          , ,,
CA,071102,#2,SPARTIUM JUNCEUM,Spartium junceum                                            ,Spanish Broom                                               ,07,BUDS,"12""H - 10""S", 6 ,     ,     , 6 , 5 , 13.25 , 10.20 ,          , ,,
OR,075031S,SuperOne TM,SPIRAEA DBLPLAY R BIGBANG PPAF,Spiraea japonica 'Tracy' P.P.A.F.                           ,Double Play®  Big Bang Spirea,04,-,10''H - 10''S," 1,095 ",     ,     ," 1,095 ", 10 , 9.50 , 7.32 ,          , ,,
OR,071201,#1,SPIRAEA DOLCHICA,Spiraea x bumalda 'Dolchica'                                ,Dolchica Spirea                                             ,05,-,10''H - 8''S, 1 ,     ,     , 1 , 10 , 5.75 , 4.43 ,          , ,,
OR,071202,#2,SPIRAEA DOLCHICA,Spiraea x bumalda 'Dolchica'                                ,Dolchica Spirea                                             ,05,-,14''H - 12''S, 3 ,     ,     , 3 , 5 , 12.25 , 9.43 ,          , ,,
OR,071252,#2,SPIRAEA JAP LITTLE PRINCESS,Spiraea japonica 'Little Princess'                          ,Little Princess Spirea                                      ,04,-,12''H - 14''S, 128 ,     , 20 , 148 , 5 , 12.25 , 9.43 ,          , ,,
OR,071572,#2,SPIRAEA JAP MAGIC CARPET P9363,Spiraea japonica 'Walbuma' P.P.# 9363                       ,Magic Carpet Spirea                                         ,04,-,8''H - 12''S,     ,     , 83 , 83 , 5 , 12.25 , 9.43 ,          , ,,
OR,071581,#1,SPIRAEA JAP NEON FLASH,Spiraea japonica 'Neon Flash'                               ,Neon Flash Spirea                                           ,04,,"8""H - 8""S", 277 ,     ,     , 277 , 10 , 5.75 , 4.43 ,          , ,,
OR,071281,#1,SPIRAEA JAP SHIROBANA,Spiraea japonica 'Shirobana'                                ,Shirobana Spirea                                            ,04,-,12''H -10''S, 118 ,     ,     , 118 , 10 , 5.75 , 4.43 ,          , ,,
OR,071285,#5,SPIRAEA JAP SHIROBANA,Spiraea japonica 'Shirobana'                                ,Shirobana Spirea                                            ,04,-,18''H - 16''S, 74 ,     ,     , 74 , 5 , 19.25 , 14.82 ,          , ,,
OR,071301,#1,SPIRAEA NIPPON SNOWMOUND,Spiraea nipponica 'Snowmound'                               ,Snowmound Spirea                                            ,04,-,12''H - 10''S, 188 ,     ,     , 188 , 10 , 5.75 , 4.43 ,          , ,,
OR,071302,#2,SPIRAEA NIPPON SNOWMOUND,Spiraea nipponica 'Snowmound'                               ,Snowmound Spirea                                            ,04,-,14''H - 14''S, 354 ,     , 24 , 378 , 5 , 12.25 , 9.43 ,          , ,,
OR,071151,#1,SPIRAEA X ANTHONY WATERER,Spiraea x bumalda 'Anthony Waterer'                         ,Anthony Waterer Spirea                                      ,04,-,10''H - 8''S," 1,717 ",     ,     ," 1,717 ", 10 , 5.75 , 4.43 ,          , ,,
OR,071152,#2,SPIRAEA X ANTHONY WATERER,Spiraea x bumalda 'Anthony Waterer'                         ,Anthony Waterer Spirea                                      ,04,,"12""H - 12""S", 788 ,     ,     , 788 , 5 , 12.25 , 9.43 ,          ,I,,
OR,071171,#1,SPIRAEA X GOLDFLAME,Spiraea x bumalda 'Goldflame'                               ,Goldflame Spirea                                            ,04,-,"8""H - 8""S"," 1,561 ",     ,     ," 1,561 ", 10 , 5.75 , 4.43 ,          , ,,
OR,071172,#2,SPIRAEA X GOLDFLAME,Spiraea x bumalda 'Goldflame'                               ,Goldflame Spirea                                            ,04,-,10''H - 12''S, 45 ,     ,     , 45 , 5 , 12.25 , 9.43 ,          , ,,
OR,071175,#5,SPIRAEA X GOLDFLAME,Spiraea x bumalda 'Goldflame'                               ,Goldflame Spirea                                            ,04,-,"12""H - 16""S", 86 ,     ,     , 86 , 5 , 19.25 , 14.82 ,          , ,,
OR,071231,#1,SPIRAEA X LIMEMOUND R,Spiraea x bumalda 'Monhub'                                  ,Limemound®  Spirea,03,-,"4""H - 6""S",     ,     , 83 , 83 , 10 , 5.75 , 4.43 ,          , ,,
OR,071232,#2,SPIRAEA X LIMEMOUND R,Spiraea x bumalda 'Monhub'                                  ,Limemound®  Spirea,03,-,6''H - 12''S,     ,     , 84 , 84 , 5 , 12.25 , 9.43 ,          , ,,
CA,071611,#1,SPIRAEA X VAN RENAISSANCE,Spiraea x vanhouttei 'Renaissance'                          ,Renaissance Spirea                                          ,03,FULL BLOOM,"8""H - 8""S", 89 ,     ,     , 89 , 10 , 5.75 , 4.43 ,          ,I,,
CA,071612,#2,SPIRAEA X VAN RENAISSANCE,Spiraea x vanhouttei 'Renaissance'                          ,Renaissance Spirea                                          ,03,FULL BLOOM,"10""H - 8""S", 5 ,     ,     , 5 , 5 , 12.25 , 9.43 ,          ,I,,
CA,071555,#5 STAKED,STEPHANOTIS FLORIBUNDA,Stephanotis floribunda                                      ,Madagascar Jasmine                                          ,10,LIGHT BUDS,"48""H",     ,     , 10 , 10 , 5 , 27.00 , 20.79 ,          , ,,
CA,071701,#1,STRELITZIA NICOLAI,Strelitzia nicolai                                          ,Giant Bird Of Paradise                                      ,09,-,12''H, 26 ,     ,     , 26 , 10 , 7.00 , 5.39 ,          , ,,
CA,047912,#2,STROMANTHE SANG TRIOSTAR,Stromanthe sanguinea 'Triostar'                             ,Triostar Stromanthe                                         ,10,-,"14""S", 44 ,     ,     , 44 , 5 , 13.50 , 10.40 ,          , ,,
GA,047912,#2,STROMANTHE SANG TRIOSTAR,Stromanthe sanguinea 'Triostar'                             ,Triostar Stromanthe                                         ,10,,"14""S", 200 ,     ,     , 200 , 5 , 13.50 , 10.40 ,          , ,,
OR,048325,#5,SYMPH BLADE OF SUN TM PP18567,"Symphoricarpos chenaultii 'Blade of Sun' P.P. #18,567       ",Blade of Sun Snowberry                                      ,04,-,"18""S", 126 ,     ,     , 126 , 5 , 22.00 , 16.94 ,          , ,,
OR,017665,#5,SYMPH BRIGHT FANTASY TM P14570,Symphoricarpos 'Bokrabright' P.P.# 14570                    ,Bright Fantasy™  Snowberry,03,-,"24""H - 15""S", 48 ,     , 9 , 57 , 5 , 22.00 , 16.94 ,          , ,,
OR,017675,#5,SYMPH CHARMNG FANTSY TM P13204,Symphoricarpos 'Kolcharm' P.P.# 13204                       ,Charming Fantasy™  Snowberry,03,-,"24""H - 18""S", 129 ,     , 18 , 147 , 5 , 22.00 , 16.94 ,          , ,,
OR,017695,#5,SYMPH SCARLET PEARL PP13244,Symphoricarpos 'Scarlet Pearl' P.P.# 13244                  ,Scarlet Pearl Snowberry                                     ,03,-,"24""H - 18""S", 252 ,     ,     , 252 , 5 , 22.00 , 16.94 ,          , ,,
OR,074681S,SuperOne TM,SYRINGA BLOOMERNG R PUR P20575,"Syringa x 'Penda' P.P. #20,575, C.B.R.A.F.                  ",Bloomerang®  Purple Lilac,03,BUDS,10''H - 8''S," 11,471 ",     ,     ," 11,471 ", 10 , 10.50 , 8.09 ,          , ,,
OR,071972,#2,SYRINGA PATULA,Syringa pubescens subsp. patula                             ,Korean Lilac                                                ,04,BUDS,14''H - 12''S, 16 ,     ,     , 16 , 5 , 15.25 , 11.74 ,          , ,,
