Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Royalty Code,YOUR 2014 ORDER QTY,QTY AVAIL NOW,"2ND 
QTY AVAIL","2ND
 QTY 
READY DATE","3RD 
QTY 
AVAIL","3RD 
QTY 
READY DATE",2014 List Price,Condition,Current Specs,"YOUR 
5%
 DISC
PRICE"
CA,    ,063752,#2,PALM-CYCAS REVOLUTA,Sago Palm                                                   ,TRE,09,,,     , 90 ,04/01/14  ,     ,          , 18.50 ,-,"12""H - 12""S", 17.58 
CA,    ,063605,#5,PALM-TRACHYCARPUS FORTUNEI,Windmill Palm                                               ,TRE,08,,,     , 5 ,05/14/14  ,     ,          , 23.75 ,-,"18""H", 22.56 
CA,    ,033721,#1 STAKED,PANDOREA JAS CHARISMA,Charisma Bower Vine                                         ,VIN,09,,, 94 ,     ,          ,     ,          , 8.00 ,-,"24""H", 7.60 
CA,    ,016581,#1,PITT TEN GOLF BALL P15329,Golf Ball Kohuhu                                            ,EVS,08,PPL,,     , 367 ,04/15/14  ,     ,          , 7.25 ,-,"6""H - 6""S", 6.89 
CA,    ,065955,#5,PITT TOB VARIEGATUM,Variegated Japanese Mock Orange                             ,EVS,08,,, 28 ,     ,          ,     ,          , 19.25 ,-,"15""H - 18""S", 18.29 
CA,    ,066371,#1,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,EVS,09,,," 1,184 ",,,,, 6.50 ,-,"8""H-8""S", 6.18 
CA,    ,066372ST,#2 STAKED,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,EVS,09,,, 5 ,     ,          ,     ,          , 16.50 ,-,"30""H", 15.68 
CA,    ,066375,#5,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,EVS,09,,, 4 ,     ,          ,     ,          , 20.50 ,-,"12""H-16""S", 19.48 
CA,    ,066375PT,#5 PATIO TREE,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,EVS,09,,,     , 62 ,04/01/14  ,     ,          , 38.50 ,,"15""S", 36.58 
CA,    ,066375ST,#5 STAKED,PLUMBAGO ROYAL CAPE R,Royal Cape®  Plumbago,EVS,09,,, 118 ,,,,, 27.00 ,-,"36""H", 25.65 
CA,    ,030132,#2,POLYGALA PETITE BUTTERFLIES,Petite Butterflies Sweet Pea Shrub                          ,EVS,09,,, 399 ,,,,, 13.00 ,-,"10""H - 8""S", 12.35 
CA,2013,021371,#1,RHAPH INDICA BALLERINA,Ballerina Indian Hawthorne                                  ,EVS,08,,,     ," 2,042 ",04/01/14  ,     ,          , 6.00 ,,, 5.70 
CA,    ,070321,#1,ROSMARINUS HUNTINGTON CARPET,Huntington Carpet Rosemary                                  ,EVS,08,,, 25 ,     ,          ,     ,          , 6.75 ,BUDS & BLOOMS,"6""H - 6""S", 6.41 
CA,    ,021301,#1,ROSMARINUS OFF BBQ,Barbeque Rosemary                                           ,EVS,08,,, 144 , 157 ,04/01/14  , 229 ,05/01/14  , 6.75 ,-,"8""H - 6""S", 6.41 
CA,    ,070281,#1,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary                                        ,EVS,08,,, 36 ,,,     ,          , 6.75 ,-,"8""H - 8""S", 6.41 
CA,    ,070282,#2,ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary                                        ,EVS,08,,, 5 ,     ,          ,     ,          , 14.75 ,-,"12""H - 10'S", 14.01 
CA,    ,07028E,"7"" Terra Cotta",ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary                                        ,EVS,08,,, 179 , 271 ,04/01/14  ,     ,          , 15.50 ,-,"10""H -8""S", 14.73 
CA,    ,07028EST,"7"" Terra Cotta STAKED",ROSMARINUS OFF TUSCAN BLUE,Tuscan Blue Rosemary                                        ,EVS,08,,, 5 ,,,     ,          , 15.50 ,-,"20""H", 14.73 
CA,    ,044192,#2,RUELLIA BRITTONIANA,Mexican Petunia                                             ,PRN,08,,,     , 46 ,04/01/14  ,,, 11.50 ,,"10""H - 6""S", 10.93 
CA,    ,070271,#1,RUELLIA KATIE,Dwarf Katie Ruellia                                         ,PRN,08,,,     , 242 ,04/15/14  ,     ,          , 4.75 ,,CAN FULL, 4.51 
CA,2013,088861,#1,RUELLIA KATIE PINK,Katie Pink Dwarf Ruellia                                    ,PRN,08,,,     , 297 ,05/01/14  ,     ,          , 4.75 ,,, 4.51 
CA,2013,089241S,SuperOne TM,RUSSELIA X ST ELMO'S FIRE TM,                                                            ,PRN,08,MSW,,     , 319 ,04/01/14  ,,, 7.00 ,,, 6.65 
CA,    ,022651,#1,SALVIA HOT LIPS,Hot Lips Sage                                               ,PRN,08,,, 10 ,,,,, 5.00 ,BUDS & BLOOMS,"6""H - 6''S", 4.75 
CA,    ,022652,#2,SALVIA HOT LIPS,Hot Lips Sage                                               ,PRN,08,,, 26 ,     ,          ,     ,          , 11.50 ,BUDS & BLOOMS,"10""H - 10""S", 10.93 
CA,    ,091401,#1,SALVIA L SANTA BARBARA PP12949,Santa Barbara Mexican Bush Sage                             ,PRN,09,PHI,, 358 ,,,,, 5.50 ,-,"4""H - 6''S", 5.23 
CA,    ,091405,#5,SALVIA L SANTA BARBARA PP12949,Santa Barbara Mexican Bush Sage                             ,PRN,09,PHI,,     , 112 ,03/15/14  ,     ,          , 21.00 ,-,"15''H - 15""S", 19.95 
CA,    ,070705,#5,SCHINUS MOLLE,California Pepper Tree                                      ,TRE,08,,,     , 58 ,04/01/14  ,     ,          , 23.75 ,-,"60""H", 22.56 
CA,2013,079251,#1,SEDEVERIA HYBRID JET BEADS,Jet Beads Stonecrop                                         ,CAC,08,,, 97 ,     ,          ,     ,          , 6.25 ,-,CAN FULL, 5.94 
CA,2010,063671,#1,SEDUM RUBROTINCTUM AURORA,Pink Stonecrop                                              ,CAC,09,,, 200 ,     ,          ,     ,          , 5.00 ,-,"6""S", 4.75 
CA,2010,068681,#1,SENECIO MANDRALISCAE,Blue Finger                                                 ,CAC,10,OLD,, 18 ,     ,          ,     ,          , 6.00 ,-,"4""H - 8""S", 5.70 
CA,2011,070231,#1,SENECIO SERPENS,Blue Chalksticks                                            ,CAC,10,OLD,, 744 ,,,,, 6.25 ,-,CAN FULL, 5.94 
CA,    ,070901,#1 STAKED,SOLANUM JASMINOIDES,Potato Vine                                                 ,VIN,09,,, 66 ,     ,          ,     ,          , 7.75 ,BUDS & BLOOMS,"24""H", 7.36 
CA,    ,070961,#1,SOLANUM RANT ROYAL ROBE,Royal Robe Paraguay Nightshade                              ,EVS,09,,,     , 216 ,04/15/14  ,     ,          , 6.00 ,-,"8""H-8""S", 5.70 
CA,    ,070965,#5,SOLANUM RANT ROYAL ROBE,Royal Robe Paraguay Nightshade                              ,EVS,09,,,     , 12 ,03/15/14  ,     ,          , 20.50 ,,"18""H - 15""S", 19.48 
CA,    ,070965PT,#5 PATIO TREE,SOLANUM RANT ROYAL ROBE,Royal Robe Paraguay Nightshade                              ,EVS,09,,,     , 50 ,04/15/14  ,     ,          , 38.50 ,-,"18""S", 36.58 
CA,2010,047912,#2,STROMANTHE SANG TRIOSTAR,Triostar Stromanthe                                         ,PRN,10,,,     , 550 ,05/01/14  ,     ,          , 13.50 ,-,"12""H - 14""S", 12.83 
CA,    ,072211,#1,TABERNAEMONTANA FLORE PLENO,Double-Flowering Crape Jasmine                              ,EVS,09,,,     , 160 ,04/15/14  ,     ,          , 7.00 ,-,"8""H-8""S", 6.65 
CA,    ,022142,#2 STAKED,THUNBERGIA AL BLUSHING SUSIE,Blushing Susie Black-Eyed Susan Vine                        ,VIN,10,,, 15 ,     ,          ,     ,          , 16.50 ,BUDS & BLOOMS,"30""H", 15.68 
CA,    ,070051,#1 BUSH,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,,,     ," 1,347 ",04/01/14  ,     ,          , 5.75 ,WINTER COLOR,"6""H - 8""S", 5.46 
CA,    ,070051ST,#1 STAKED,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,,," 2,613 ",     ,          ,     ,          , 6.75 ,WINTER COLOR,18''H, 6.41 
CA,    ,070052ST,#2 STAKED,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,,, 5 ,     ,          ,     ,          , 15.75 ,WINTER COLOR,"27""H", 14.96 
CA,    ,070055,#5 BUSH,TRACH JASMINOIDES,Star Jasmine                                                ,VIN,08,,,     , 105 ,04/01/14  ,     ,          , 18.75 ,WINTER COLOR,"15""H - 15""S", 17.81 
CA,2011,072031,#1 STAKED,VIGNA CARACALLA,Corkscrew Vine                                              ,VIN,09,,,     , 36 ,04/15/14  ,     ,          , 7.00 ,-,"24""H", 6.65 
CA,    ,076191,#1,VITEX TRI PURPUREA,Arabian Lilac                                               ,DCS,09,,, 166 ,     ,          ,     ,          , 6.00 ,-,"8""H-8""S", 5.70 
CA,2013,054872,#2,ZAUSCHNERIA ROUTE 66,Route 66 California Fuchsia                                 ,PRN,08,,, 23 ,     ,          ,     ,          , 10.50 ,-,"8""H - 10""S", 9.98 
