,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Rep Allocation,,,,,,,,,,,,,,,,,
Branch,Item,Description,Category,"Click to
Edit","Ending
06/30/2014",Orders,Shipped,Remaining,"Allocation Avail
For Now Order","Open Avail
Now",Next Ready,"Open Avail
Season","Price
2014",History,Forecast,,
170000,026055PT,CITRUS WASHINGTON NAVEL ORANGE,CIT,+,18,4,-,14,-,-,4/25/2014,2,$38.50 ,4,-,,
170000,026755PT,CITRUS X MINNEOLA TANGELO,CIT,+,1,1,-,-,-,-,4/25/2014,-,$38.50 ,-,-,,
160000,090661,CLEM ALP PAMELA JACKMAN,VIN,+,11,-,-,11,11,150,4/15/2014,319,$8.50 ,-,-,,
160000,027285,CLEM LAN CANDIDA,VIN,+,25,-,-,25,-,-,5/1/2014,179,$28.00 ,-,-,,
160000,027435,CLEM MONTANA FREDA,VIN,+,10,-,-,10,10,510,4/15/2014,520,$28.00 ,-,-,,
160000,027401,CLEM MONTANA RUBENS,VIN,+,11,10,-,1,1,-,,-,$8.50 ,-,-,,
160000,027405,CLEM MONTANA RUBENS,VIN,+,22,22,-,-,-,-,4/15/2014,-,$28.00 ,35,-,,
160000,027472,CLEM PANICULATA,VIN,+,50,-,-,50,50,-,5/1/2014,-,$17.00 ,-,-,,
160000,027475,CLEM PANICULATA,VIN,+,26,10,-,16,-,-,5/1/2014,49,$28.00 ,15,-,,
160000,021792,CLEM PIILU TM PPAF,VIN,+,50,-,-,50,50,385,5/1/2014,519,$17.00 ,-,-,,
160000,021862,CLEM SAPPHIRE INDIGO TMPP17012,VIN,+,100,20,-,80,80,28,5/1/2014,28,$17.50 ,20,-,,
160000,021865,CLEM SAPPHIRE INDIGO TMPP17012,VIN,+,40,15,-,25,25,821,5/1/2014,821,$28.00 ,15,-,,
160000,055211,CLEM SIEBOLDII,VIN,+,51,-,-,51,51,-,,-,$8.50 ,-,-,,
160000,055215,CLEM SIEBOLDII,VIN,+,29,-,-,29,-,-,5/1/2014,-,$28.00 ,5,-,,
160000,038002,CLEM TEX PRINCESS DIANA,VIN,+,25,10,-,15,-,-,5/1/2014,131,$17.00 ,-,-,,
160000,051481,CLEM VANCOUVER TM DANIELLE,VIN,+,20,20,-,-,-,-,,-,$9.50 ,20,-,,
160000,051482,CLEM VANCOUVER TM DANIELLE,VIN,+,33,20,-,13,-,-,5/1/2014,20,$17.00 ,16,-,,
160000,046271,CLEM VANCOUVER TM FRGRNT STAR,VIN,+,9,-,-,9,-,-,5/1/2014,-,$9.50 ,-,-,,
160000,046272,CLEM VANCOUVER TM FRGRNT STAR,VIN,+,50,10,-,40,-,-,5/1/2014,148,$17.00 ,-,-,,
160000,046275,CLEM VANCOUVER TM FRGRNT STAR,VIN,+,5,-,-,5,-,-,5/1/2014,27,$30.00 ,6,-,,
160000,048741,CLEM VANCOUVER TM STARRY NGHTS,VIN,+,98,10,-,88,9,9,5/1/2014,407,$9.50 ,15,-,,
160000,048742,CLEM VANCOUVER TM STARRY NGHTS,VIN,+,38,-,-,38,10,10,5/1/2014,21,$17.00 ,-,-,,
160000,048745,CLEM VANCOUVER TM STARRY NGHTS,VIN,+,19,10,-,9,9,1,5/1/2014,1,$30.00 ,20,-,,
160000,038081,CLEM VIT BETTY CORNING,VIN,+,50,-,-,50,-,-,5/1/2014,175,$8.50 ,10,-,,
170000,027211,CLEM VIT ETOILE VIOLETTE,VIN,+,10,10,-,-,-,-,4/1/2014,-,$8.50 ,10,-,,
160000,027215,CLEM VIT ETOILE VIOLETTE,VIN,+,9,9,-,-,-,-,5/1/2014,-,$28.00 ,7,-,,
170000,027215,CLEM VIT ETOILE VIOLETTE,VIN,+,41,18,-,23,-,-,4/1/2014,15,$28.00 ,40,-,,
170000,027305,CLEM VIT MADAME JULIA CORREVON,VIN,+,69,25,-,44,-,-,4/1/2014,-,$28.00 ,20,-,,
160000,021782,CLEM X ARABELLA,VIN,+,50,-,-,50,50,320,5/1/2014,320,$17.00 ,-,-,,
160000,015901,CLEM X BLUE LIGHT R PP15953,VIN,+,100,-,-,100,-,-,4/15/2014,574,$8.50 ,-,-,,
160000,015905,CLEM X BLUE LIGHT R PP15953,VIN,+,36,10,-,26,26,2,5/1/2014,2,$28.00 ,10,-,,
160000,027221,CLEM X COMTESSE DE BOUCHAUD,VIN,+,35,-,-,35,35,636,4/15/2014,"1,034",$8.50 ,-,-,,
160000,027225,CLEM X COMTESSE DE BOUCHAUD,VIN,+,60,15,-,45,45,504,5/1/2014,504,$28.00 ,25,-,,
160000,027011,CLEM X ERNEST MARKHAM,VIN,+,50,-,-,50,5,5,4/15/2014,20,$8.50 ,-,-,,
160000,027015,CLEM X ERNEST MARKHAM,VIN,+,30,20,-,10,10,145,5/1/2014,145,$28.00 ,20,-,,
160000,033492,CLEM X HANIA,VIN,+,50,5,-,45,45,5,5/1/2014,5,$17.00 ,5,-,,
160000,027261,CLEM X JACKMANII,VIN,+,26,-,-,26,-,-,5/1/2014,-,$8.50 ,-,-,,
160000,027262,CLEM X JACKMANII,VIN,+,20,10,-,10,-,-,5/1/2014,-,$17.00 ,10,-,,
160000,027265,CLEM X JACKMANII,VIN,+,15,10,-,5,-,-,5/1/2014,-,$28.00 ,10,-,,
160000,044481,CLEM X JACKMANII SUPERBA,VIN,+,24,-,-,24,-,-,5/1/2014,157,$8.50 ,-,-,,
160000,044482,CLEM X JACKMANII SUPERBA,VIN,+,7,2,-,5,-,-,5/1/2014,-,$17.00 ,13,-,,
160000,044485,CLEM X JACKMANII SUPERBA,VIN,+,30,26,-,4,-,-,5/1/2014,-,$28.00 ,16,-,,
160000,033512,CLEM X JULKA,VIN,+,25,-,-,25,-,-,5/1/2014,13,$17.00 ,5,-,,
160000,034432,CLEM X KILIAN DONAHUE,VIN,+,11,11,-,-,-,-,5/1/2014,-,$17.00 ,16,-,,
160000,027061,CLEM X MULTI-BLUE,VIN,+,25,-,-,25,25,42,5/1/2014,42,$8.50 ,10,-,,
160000,027065,CLEM X MULTI-BLUE,VIN,+,43,15,-,28,28,39,5/1/2014,39,$28.00 ,21,-,,
160000,027441,CLEM X NELLY MOSER,VIN,+,25,-,-,25,25,"1,280",4/15/2014,"1,474",$8.50 ,-,-,,
160000,027442,CLEM X NELLY MOSER,VIN,+,22,22,-,-,-,22,5/1/2014,22,$17.00 ,10,-,,
160000,027445,CLEM X NELLY MOSER,VIN,+,44,15,-,29,29,494,5/1/2014,494,$28.00 ,15,-,,
160000,027461,CLEM X NIOBE,VIN,+,49,-,-,49,-,-,5/1/2014,61,$8.50 ,-,-,,
160000,027462,CLEM X NIOBE,VIN,+,50,5,-,45,45,250,5/1/2014,250,$17.00 ,16,-,,
160000,027465,CLEM X NIOBE,VIN,+,27,10,-,17,17,26,5/1/2014,26,$28.00 ,5,-,,
160000,027071,CLEM X PINK CHAMPAGNE,VIN,+,49,-,-,49,49,82,5/1/2014,82,$8.50 ,-,-,,
160000,027075,CLEM X PINK CHAMPAGNE,VIN,+,46,5,-,41,41,42,5/1/2014,42,$28.00 ,5,-,,
160000,027481,CLEM X RAMONA,VIN,+,24,-,-,24,24,179,5/1/2014,179,$8.50 ,-,-,,
160000,027482,CLEM X RAMONA,VIN,+,50,10,-,40,40,529,5/1/2014,529,$17.00 ,20,-,,
160000,027485,CLEM X RAMONA,VIN,+,32,20,-,12,12,-,5/1/2014,-,$28.00 ,17,-,,
160000,027492,CLEM X ROUGE CARDINAL,VIN,+,9,9,-,-,-,52,5/1/2014,118,$17.00 ,10,-,,
160000,027495,CLEM X ROUGE CARDINAL,VIN,+,26,20,-,6,6,8,5/1/2014,8,$28.00 ,15,-,,
160000,026371,CLEM X TOKI,VIN,+,68,-,-,68,68,-,5/1/2014,-,$8.50 ,10,-,,
160000,026372,CLEM X TOKI,VIN,+,72,15,-,57,57,-,5/1/2014,-,$17.00 ,20,-,,
160000,026375,CLEM X TOKI,VIN,+,45,25,-,20,20,-,5/1/2014,-,$28.00 ,15,-,,
170000,027515,CLERODENDRUM UGANDENSE,TRE,+,5,-,-,5,-,-,3/15/2014,-,$21.75 ,-,-,,
550000,074462S,CLETHRA AL SUGARTINA TM P21561,DCS,+,31,10,-,21,-,-,6/15/2014,199,$15.00 ,-,-,,
160000,027531,CLETHRA ALN RUBY SPICE,DCS,+,7,-,-,7,-,-,5/1/2014,-,$7.00 ,10,-,,
550000,027532,CLETHRA ALN RUBY SPICE,DCS,+,25,-,-,25,-,-,6/15/2014,127,$13.75 ,-,-,,
550000,027535,CLETHRA ALN RUBY SPICE,DCS,+,3,-,-,3,3,15,,15,$18.25 ,-,-,,
550000,074472S,CLETHRA ALN VNLA SPICE TM PPAF,DCS,+,15,-,-,15,-,-,6/15/2014,98,$15.00 ,-,-,,
170000,030441,CLIVIA BELGIAN HYB ORANGE,EVS,+,11,-,-,11,11,-,,-,$7.00 ,-,-,,
170000,030442,CLIVIA BELGIAN HYB ORANGE,EVS,+,5,-,-,5,5,19,,19,$15.00 ,5,-,,
170000,028842,CLIVIA BELGIUM HYB YELLOW,EVS,+,10,-,-,10,10,-,,-,$15.00 ,5,-,,
170000,024172,COLOCASIA ANT ILLUSTRIS,PRN,+,33,-,-,33,-,-,4/1/2014,-,$14.50 ,10,-,,
550000,024175,COLOCASIA ANT ILLUSTRIS,PRN,+,50,25,-,25,-,-,3/1/2014,308,$20.00 ,25,-,,
550000,024201,COLOCASIA ESC BLACK MAGIC,PRN,+,75,-,-,75,75,-,4/1/2014,-,$7.00 ,20,-,,
550000,024205,COLOCASIA ESC BLACK MAGIC,PRN,+,150,35,-,115,60,60,3/15/2014,114,$20.00 ,61,-,,
170000,031731,CORD FESTIVAL TM BRGNDY P14224,EVS,+,15,15,-,-,-,-,4/1/2014,-,$8.00 ,30,-,,
550000,031732,CORD FESTIVAL TM BRGNDY P14224,EVS,+,20,20,-,-,-,-,5/15/2014,130,$15.50 ,30,-,,
170000,027855,CORDYLINE AUS TORBAY DAZZLER,EVS,+,5,5,-,-,-,-,,-,$27.00 ,60,-,,
170000,031721,CORDYLINE BAUERI,EVS,+,256,176,-,80,80,"1,939",,"1,939",$7.50 ,170,-,,
550000,031721,CORDYLINE BAUERI,EVS,+,172,172,-,-,-,-,4/1/2014,-,$7.50 ,204,-,,
170000,031725,CORDYLINE BAUERI,EVS,+,93,32,-,61,61,-,,-,$27.00 ,70,-,,
170000,038821,CORDYLINE BURGUNDY SPIRE PPAF,EVS,+,10,-,-,10,10,-,,-,$8.00 ,-,-,,
170000,092731,CORDYLINE CABERNETT,EVS,+,300,242,-,58,-,-,4/1/2014,459,$8.00 ,200,-,,
170000,031701,CORDYLINE INDIVISA,EVS,+,110,110,-,-,-,"6,534",,"6,534",$6.50 ,110,-,,
550000,031701,CORDYLINE INDIVISA,EVS,+,21,-,-,21,-,-,4/1/2014,-,$6.50 ,10,-,,
170000,031705,CORDYLINE INDIVISA,EVS,+,24,15,-,9,9,92,,92,$23.00 ,15,-,,
170000,017421,CORDYLINE RED STAR,EVS,+,138,138,-,-,-,"1,034",,"1,034",$8.00 ,113,-,,
550000,017421,CORDYLINE RED STAR,EVS,+,263,140,-,123,-,-,4/1/2014,589,$8.00 ,155,-,,
550000,02796UT,COREOPSIS VERT MOONBEAM,PRN,+,12,-,-,12,-,-,4/1/2014,40,$2.95 ,16,-,,
550000,027971,COREOPSIS VERT ZAGREB,PRN,+,10,-,-,10,10,"1,068",4/1/2014,"1,350",$4.75 ,10,-,,
550000,02797UT,COREOPSIS VERT ZAGREB,PRN,+,38,-,-,38,-,-,4/1/2014,-,$2.95 ,16,-,,
160000,027732,CORNUS ALBA ELEGANTISSIMA,DCS,+,19,-,-,19,19,-,,-,$15.25 ,5,-,,
160000,027735,CORNUS ALBA ELEGANTISSIMA,DCS,+,55,-,-,55,44,44,5/1/2014,138,$21.75 ,20,-,,
160000,027735PT,CORNUS ALBA ELEGANTISSIMA,DCS,+,4,-,-,4,4,30,,30,$45.00 ,4,-,,
160000,045285,CORNUS ALBA PRAIRIE FIRE AUREA,DCS,+,6,-,-,6,-,-,5/15/2014,58,$21.75 ,10,-,,
160000,027641,CORNUS CANADENSIS,DCS,+,10,-,-,10,10,-,4/1/2014,-,$7.75 ,-,-,,
160000,019615,CORNUS KOUSA WOLF EYES,TRE,+,7,-,-,7,7,-,5/15/2014,-,$38.00 ,10,-,,
160000,01961M,CORNUS KOUSA WOLF EYES,TRE,+,2,-,-,2,2,-,,-,$69.00 ,-,-,,
160000,074805,CORNUS S ARCTIC FIRE TM P18523,DCS,+,5,5,-,-,-,-,4/15/2014,-,$22.00 ,-,-,,
160000,027805,CORNUS SERICEA FLAVIRAMEA,DCS,+,5,-,-,5,5,362,5/1/2014,620,$21.75 ,-,-,,
160000,027825,CORNUS SERICEA ISANTI,DCS,+,5,-,-,5,5,18,,18,$21.75 ,-,-,,
160000,030395,CORNUS X VENUS R PP16309,TRE,+,11,-,-,11,11,-,,-,$38.00 ,10,-,,
160000,03039M,CORNUS X VENUS R PP16309,TRE,+,6,5,-,1,-,-,5/15/2014,-,$69.00 ,-,-,,
160000,028501,COT APICULATUS,DCS,+,500,-,-,500,500,34,,34,$5.75 ,-,-,,
160000,028502,COT APICULATUS,DCS,+,15,-,-,15,15,537,,537,$13.25 ,10,-,,
160000,028552,COT APICULATUS TOM THUMB,DCS,+,100,25,-,75,75,244,,244,$13.25 ,29,-,,
160000,028555PT,COT APICULATUS TOM THUMB,DCS,+,3,-,-,3,-,-,,-,$55.00 ,-,-,,
160000,029001,COT DAM CORAL BEAUTY,EVS,+,23,-,-,23,23,149,,149,$6.00 ,-,-,,
160000,029005PT,COT DAM CORAL BEAUTY,EVS,+,2,-,-,2,-,-,,-,$55.00 ,2,-,,
160000,029451,COT HOR PERPUSILLUS,EVS,+,20,-,-,20,20,340,,340,$6.00 ,10,-,,
160000,028315,COT HOR VARIEGATUS,DCS,+,13,-,-,13,13,221,,221,$18.75 ,13,-,,
160000,030255,COT STREIB'S FINDLING,EVS,+,13,-,-,13,13,61,,61,$19.25 ,-,-,,
160000,028145,COTINUS COG ROYAL PURPLE,DCS,+,12,12,-,-,-,-,5/15/2014,-,$27.75 ,8,-,,
170000,063641,CRASSULA CAPITELLA CAMPFIRE,CAC,+,10,-,-,10,10,-,4/1/2014,-,$7.00 ,10,-,,
160000,035355,CRYPTOMERIA J BLACK DRAGON,CON,+,4,4,-,-,-,-,,-,$27.75 ,14,-,,
160000,031435,CRYPTOMERIA J GLOBOSA NANA,CON,+,5,5,-,-,-,-,,-,$27.75 ,5,-,,
170000,030512SP,CUP LEY EMERALD ISLE R,CON,+,4,-,-,4,4,1,,1,$44.00 ,-,-,,
550000,030519,CUP LEY EMERALD ISLE R,CON,+,2,-,-,2,-,-,4/1/2014,-,$80.00 ,-,-,,
550000,030507,CUP LEYLANDII,CON,+,16,-,-,16,16,-,,-,$45.00 ,-,-,,
550000,030509,CUP LEYLANDII,CON,+,59,-,-,59,59,-,2/15/2014,-,$75.00 ,80,-,,
550000,030491,CUPHEA HYSSOPIFOLIA,PRN,+,20,20,-,-,-,-,4/1/2014,-,$4.75 ,31,-,,
170000,093881,CUPHEA LLAVEA CHA CHA PPAF,PRN,+,6,-,-,6,-,-,4/1/2014,-,$5.00 ,10,-,,
170000,088912,CYNARA SCO GREEN GLOBE,PRN,+,5,5,-,-,-,-,3/15/2014,153,$14.00 ,15,-,,
160000,031382,CYTISUS ALLGOLD,DCS,+,23,-,-,23,23,-,4/15/2014,-,$12.50 ,19,-,,
160000,031385,CYTISUS ALLGOLD,DCS,+,2,-,-,2,2,-,,-,$19.75 ,5,-,,
160000,029891S,DEUTZIA CHRDNY PERLS R PP16098,DCS,+,10,-,-,10,10,"1,279",4/1/2014,"1,455",$9.00 ,-,-,,
160000,031572,DEUTZIA GRACILIS NIKKO,DCS,+,22,-,-,22,22,-,,-,$13.25 ,16,-,,
160000,031591,DEUTZIA HYBRIDA PINK-A-BOO R,DCS,+,10,-,-,10,10,137,,137,$5.75 ,10,-,,
160000,031595,DEUTZIA HYBRIDA PINK-A-BOO R,DCS,+,49,-,-,49,49,65,,65,$19.75 ,50,-,,
160000,031582,DEUTZIA X KALMIIFLORA,DCS,+,10,-,-,10,10,452,,452,$13.25 ,10,-,,
160000,042771,DIANTHUS WINK,PRN,+,20,-,-,20,20,376,4/1/2014,779,$4.75 ,20,-,,
160000,031611,DICENTRA X LUXURIANT,PRN,+,10,-,-,10,10,181,4/1/2014,181,$4.75 ,-,-,,
550000,004871,DIGITALIS PURPUREA FOXY,PRN,+,21,-,-,21,-,-,4/1/2014,-,$4.75 ,26,-,,
550000,004881,DIGITALIS X MERTONENSIS,PRN,+,10,-,-,10,-,-,4/1/2014,-,$4.75 ,-,-,,
170000,069231S,ECHEVERIA NODULOSA,CAC,+,8,8,-,-,-,-,4/1/2014,-,$8.00 ,10,-,,
550000,037511,ECHINACEA GREEN EYES PP17172,PRN,+,10,-,-,10,-,-,4/1/2014,-,$6.75 ,-,-,,
550000,047511,ECHINACEA PNK DBL DLITE P18803,PRN,+,10,-,-,10,-,-,4/1/2014,-,$6.75 ,-,-,,
550000,00299UT,ECHINACEA POWWOW R WILDBERRY,PRN,+,27,16,-,11,-,-,4/1/2014,-,$3.65 ,-,-,,
550000,057301,ECHINACEA TOMATO SOUP PPAF,PRN,+,10,10,-,-,-,-,4/1/2014,-,$6.75 ,10,-,,
170000,062005,ENSETE MAURELII,PRN,+,296,50,-,246,69,69,4/1/2014,226,$31.00 ,42,-,,
550000,062005,ENSETE MAURELII,PRN,+,96,60,-,36,17,-,3/15/2014,-,$31.00 ,55,-,,
170000,062009,ENSETE MAURELII,PRN,+,54,24,-,30,30,-,,-,$100.00 ,23,-,,
160000,017962,ERICA KRAMER'S RED,EVS,+,4,-,-,4,-,-,,-,$14.50 ,15,-,,
160000,032071,ERICA MEDITERRANEAN PINK,EVS,+,10,10,-,-,-,10,,10,$7.00 ,11,-,,
160000,032072,ERICA MEDITERRANEAN PINK,EVS,+,18,15,-,3,3,-,,-,$14.50 ,21,-,,
160000,032081,ERICA SILBERSCHMELZE,EVS,+,21,21,-,-,-,15,,15,$7.00 ,25,-,,
160000,032082,ERICA SILBERSCHMELZE,EVS,+,19,19,-,-,-,4,,4,$14.50 ,25,-,,
170000,032561BH,EUCALYPTUS CINEREA,TRE,+,23,20,-,3,3,68,4/1/2014,68,$7.00 ,15,-,,
170000,033425P2,EUGENIA MYR MONTEREY BAY,EVS,+,20,4,-,16,16,-,,-,$55.00 ,-,-,,
170000,033425SP,EUGENIA MYR MONTEREY BAY,EVS,+,1,1,-,-,-,-,,-,$60.00 ,2,-,,
160000,033601,EUO ALATUS COMPACTUS,DCS,+,50,-,-,50,50,"3,836",,"3,836",$6.00 ,-,-,,
160000,033602,EUO ALATUS COMPACTUS,DCS,+,15,-,-,15,15,52,,52,$13.50 ,13,-,,
160000,033651,EUO F CANADALE GOLD,EVS,+,42,-,-,42,42,-,,-,$6.50 ,-,-,,
160000,033652,EUO F CANADALE GOLD,EVS,+,36,-,-,36,36,-,4/15/2014,-,$13.75 ,-,-,,
550000,033701,EUO F COLORATUS,EVS,+,57,-,-,57,57,"1,264",5/1/2014,"1,542",$5.50 ,10,-,,
160000,034001,EUO F EMERALD 'N GOLD,EVS,+,93,-,-,93,93,-,,-,$5.50 ,10,-,,
160000,034002,EUO F EMERALD 'N GOLD,EVS,+,75,12,-,63,63,-,6/1/2014,-,$13.00 ,15,-,,
170000,034002,EUO F EMERALD 'N GOLD,EVS,+,0,-,-,-,-,-,,-,$13.00 ,-,-,,
160000,033901,EUO F EMERALD GAIETY,EVS,+,200,-,-,200,200,755,,755,$5.50 ,20,-,,
170000,033901,EUO F EMERALD GAIETY,EVS,+,64,-,-,64,64,390,3/15/2014,"1,026",$5.50 ,-,-,,
160000,033902,EUO F EMERALD GAIETY,EVS,+,296,12,-,284,284,2,,2,$13.00 ,100,-,,
170000,033902,EUO F EMERALD GAIETY,EVS,+,77,-,-,77,77,"1,543",3/15/2014,"1,613",$13.00 ,50,-,,
170000,019191S,EUO F GOLD SPLASH R,EVS,+,14,-,-,14,-,-,5/1/2014,-,$9.50 ,-,-,,
160000,034301,EUO F GOLDEN PRINCE R,EVS,+,124,-,-,124,124,10,,10,$6.50 ,-,-,,
160000,034302,EUO F GOLDEN PRINCE R,EVS,+,130,-,-,130,-,-,4/15/2014,147,$13.00 ,-,-,,
160000,034451,EUO F IVORY JADE,EVS,+,94,-,-,94,94,-,,-,$5.50 ,-,-,,
160000,034452,EUO F IVORY JADE,EVS,+,8,-,-,8,8,-,3/1/2014,-,$13.00 ,-,-,,
170000,034452,EUO F IVORY JADE,EVS,+,125,25,-,100,-,-,4/1/2014,-,$13.00 ,40,-,,
160000,034501,EUO F MOONSHADOW,EVS,+,47,-,-,47,47,-,,-,$7.00 ,-,-,,
170000,034501,EUO F MOONSHADOW,EVS,+,10,10,-,-,-,-,4/15/2014,-,$7.00 ,-,-,,
160000,034502,EUO F MOONSHADOW,EVS,+,70,25,-,45,45,-,,-,$13.75 ,-,-,,
170000,034502,EUO F MOONSHADOW,EVS,+,35,5,-,30,-,-,4/15/2014,-,$13.75 ,5,-,,
160000,019202,EUO F SUNRISE PP12341,EVS,+,0,-,-,-,-,-,6/1/2014,-,$13.75 ,-,-,,
160000,034802,EUO J AUREO MARGINATUS,EVS,+,5,-,-,5,5,-,,-,$13.00 ,-,-,,
170000,034802,EUO J AUREO MARGINATUS,EVS,+,109,-,-,109,-,-,4/1/2014,-,$13.00 ,35,-,,
170000,034805,EUO J AUREO MARGINATUS,EVS,+,143,28,-,115,115,-,,-,$18.50 ,108,-,,
170000,034901,EUO J AUREOVARIEGATUS,EVS,+,37,-,-,37,-,-,4/1/2014,-,$6.25 ,-,-,,
170000,034902,EUO J AUREOVARIEGATUS,EVS,+,97,-,-,97,-,-,4/1/2014,-,$13.00 ,-,-,,
170000,034905,EUO J AUREOVARIEGATUS,EVS,+,359,-,-,359,359,-,,-,$18.50 ,-,-,,
170000,033661,EUO J CHOLLIPO,EVS,+,124,-,-,124,-,-,4/1/2014,-,$6.25 ,-,-,,
170000,033662,EUO J CHOLLIPO,EVS,+,2,-,-,2,2,-,5/1/2014,-,$13.00 ,-,-,,
170000,033665,EUO J CHOLLIPO,EVS,+,77,25,-,52,-,-,4/15/2014,-,$18.50 ,31,-,,
170000,03366MES,EUO J CHOLLIPO,EVS,+,10,2,-,8,8,-,,-,$79.00 ,2,-,,
170000,03366MPY,EUO J CHOLLIPO,EVS,+,4,-,-,4,-,-,4/1/2014,-,$64.00 ,-,-,,
170000,035005ES,EUO J GRANDIFOLIUS,EVS,+,7,-,-,7,-,-,5/1/2014,-,$48.00 ,-,-,,
170000,035005PY,EUO J GRANDIFOLIUS,EVS,+,17,-,-,17,-,-,4/1/2014,39,$38.50 ,-,-,,
170000,035051,EUO J GREEN SPIRE,EVS,+,142,-,-,142,142,-,4/1/2014,-,$5.50 ,-,-,,
170000,035052,EUO J GREEN SPIRE,EVS,+,49,30,-,19,19,-,,-,$13.00 ,11,-,,
170000,035055,EUO J GREEN SPIRE,EVS,+,68,22,-,46,-,-,4/1/2014,-,$18.25 ,53,-,,
170000,035251,EUO J MICRO SILVER PRINCESS TM,EVS,+,0,-,-,-,-,-,4/15/2014,-,$7.00 ,-,-,,
170000,035252,EUO J MICRO SILVER PRINCESS TM,EVS,+,72,-,-,72,-,-,4/15/2014,-,$13.25 ,-,-,,
170000,035121,EUO J MICRO SUNNY DELIGHT R,EVS,+,25,-,-,25,25,-,5/1/2014,-,$7.00 ,-,-,,
170000,035122,EUO J MICRO SUNNY DELIGHT R,EVS,+,18,-,-,18,18,-,4/1/2014,-,$13.25 ,-,-,,
170000,035151,EUO J MICRO VARIEGATUS,EVS,+,77,-,-,77,77,204,5/1/2014,204,$5.50 ,-,-,,
170000,035152,EUO J MICRO VARIEGATUS,EVS,+,93,-,-,93,-,-,3/3/2014,-,$13.00 ,-,-,,
170000,035101,EUO J MICROPHYLLUS,EVS,+,12,-,-,12,-,-,4/1/2014,771,$5.50 ,-,-,,
170000,035102,EUO J MICROPHYLLUS,EVS,+,51,-,-,51,51,-,,-,$13.00 ,-,-,,
170000,035201,EUO J SILVER KING,EVS,+,8,-,-,8,-,-,4/1/2014,-,$5.50 ,-,-,,
170000,035202,EUO J SILVER KING,EVS,+,147,-,-,147,147,-,,-,$13.00 ,15,-,,
170000,035205,EUO J SILVER KING,EVS,+,447,22,-,425,-,-,3/15/2014,-,$18.50 ,85,-,,
170000,035205ES,EUO J SILVER KING,EVS,+,5,5,-,-,-,-,,-,$48.00 ,11,-,,
170000,035401,EUO KIA MANHATTAN,EVS,+,45,-,-,45,-,-,3/15/2014,-,$5.50 ,-,-,,
170000,035402,EUO KIA MANHATTAN,EVS,+,100,20,-,80,80,-,4/1/2014,-,$13.00 ,20,-,,
170000,035405,EUO KIA MANHATTAN,EVS,+,70,-,-,70,70,-,4/1/2014,-,$18.25 ,75,-,,
550000,035405,EUO KIA MANHATTAN,EVS,+,238,10,-,228,-,-,4/1/2014,-,$18.25 ,72,-,,
170000,035405ES,EUO KIA MANHATTAN,EVS,+,61,34,-,27,27,-,4/15/2014,-,$48.00 ,44,-,,
170000,03540MES,EUO KIA MANHATTAN,EVS,+,145,98,-,47,47,18,4/15/2014,18,$79.00 ,51,-,,
170000,035572,EURYOPS PECT VIRIDIS,EVS,+,20,20,-,-,-,336,,336,$13.00 ,20,-,,
170000,035572PT,EURYOPS PECT VIRIDIS,EVS,+,49,15,-,34,34,195,,195,$24.00 ,15,-,,
170000,035575,EURYOPS PECT VIRIDIS,EVS,+,56,30,-,26,26,30,4/1/2014,30,$18.25 ,41,-,,
170000,035575PT,EURYOPS PECT VIRIDIS,EVS,+,85,40,-,45,45,245,,245,$35.00 ,50,-,,
160000,074482S,EXOCHORDA SNW DAY R SUR P21665,DCS,+,14,-,-,14,-,-,,-,$15.00 ,15,-,,
160000,035795,FAGUS SYL RIVERSII,TRE,+,10,-,-,10,10,-,,-,$41.00 ,10,-,,
160000,020515,FAGUS SYL ROHAN OBELISK(RED OB,TRE,+,5,-,-,5,5,-,,-,$41.00 ,-,-,,
160000,035785,FAGUS SYL TRICOLOR,TRE,+,10,-,-,10,10,254,,254,$41.00 ,-,-,,
170000,035641,FATSIA JAPONICA,EVS,+,13,-,-,13,13,341,,341,$7.00 ,-,-,,
170000,035645,FATSIA JAPONICA,EVS,+,5,-,-,5,-,-,4/1/2014,261,$22.00 ,-,-,,
550000,083621,FERN-ADIANTUM PEDATUM,FRN,+,86,10,-,76,-,-,4/1/2014,-,$6.00 ,10,-,,
170000,035901,FERN-ALSOPHILA AUSTRALIS,FRN,+,19,19,-,-,-,-,,-,$6.50 ,10,-,,
170000,035905,FERN-ALSOPHILA AUSTRALIS,FRN,+,20,20,-,-,-,7,,7,$21.75 ,20,-,,
550000,035905,FERN-ALSOPHILA AUSTRALIS,FRN,+,40,-,-,40,-,-,4/1/2014,-,$21.75 ,16,-,,
170000,035907,FERN-ALSOPHILA AUSTRALIS,FRN,+,16,2,-,14,14,-,,-,$55.00 ,-,-,,
170000,036001,FERN-ASPLENIUM BULBIFERUM,FRN,+,100,-,-,100,100,-,,-,$6.50 ,-,-,,
550000,036001,FERN-ASPLENIUM BULBIFERUM,FRN,+,86,10,-,76,76,-,3/1/2014,-,$6.50 ,-,-,,
550000,022061,FERN-ATHYRIUM BURG LACE P15072,FRN,+,60,30,-,30,30,-,4/1/2014,-,$5.50 ,16,-,,
160000,019241,FERN-ATHYRIUM F LADY IN RED,FRN,+,33,-,-,33,33,178,,178,$6.50 ,-,-,,
