Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category,Zone,Royalty Code,2016 List Price,Net Price,Freight,Landed Price,SKU,Retail Price,UPC#,Qty Cfm,Qty Rem,Condition,Current Specs,Min Ord Qty,Available         ,Available Later,On,Available Later,On,Available Later,On,Stk Loc
OR,    ,024165,#5,CHIONANTHUS RETUSUS,Chionanthus retusus                                         ,Chinese Fringe Tree                                         ,TRE,05,, 34.75 , 29.19 , 4.43 , 33.62 ,,     ,014949241653,     ,     ,-,"54""H", 5 , 7 ,     ,          ,     ,          ,     ,          ,"4G 198, 4G 199"
OR,    ,024185,#5,CHIONANTHUS VIRGINICUS,Chionanthus virginicus                                      ,White Fringe Tree                                           ,TRE,04,, 34.75 , 29.19 , 4.43 , 33.62 ,,     ,014949241851,     ,     ,-,"30""H", 5 , 29 , 29 ,04/26/16  ,     ,          ,     ,          ,"4G 198, 4G 199"
OR,    ,048621,#1,CHOISYA TERN SUNDANCE,Choisya ternata 'Sundance'                                  ,Sundance Mexican Orange Blossom                             ,EVS,07,, 8.00 , 6.72 , 0.89 , 7.61 ,,     ,014949318287,     ,     ,,, 10 ,     , 766 ,10/01/15  ,     ,          ,     ,          ,
OR,    ,048622,#2,CHOISYA TERN SUNDANCE,Choisya ternata 'Sundance'                                  ,Sundance Mexican Orange Blossom                             ,EVS,07,, 17.25 , 14.49 , 2.21 , 16.70 ,,     ,014949306864,     ,     ,-,12''H - 12''S, 5 , 400 ,     ,          ,     ,          ,     ,          ,1D 163 E
OR,    ,024352,#2,CHOISYA TERNATA,Choisya ternata                                             ,Mexican Orange Blossom                                      ,EVS,07,, 15.75 , 13.23 , 2.21 , 15.44 ,,     ,014949233719,     ,     ,-,14''H - 12''S, 5 , 4 ,     ,          ,     ,          ,     ,          ,1D 163 E
OR,2015,412561,#1,CHRY (LEU) REAL CHARMER PPAF,Chrysanthemum 'Real Charmer' P.P.A.F.                       ,Real Charmer Shasta Daisy                                   ,PRN,05,PHI, 5.75 , 4.83 , 0.89 , 5.72 ,,     ,014949423387,     ,     ,BUDS & BLOOMS,, 10 , 597 , 384 ,01/01/16  , 866 ,06/01/16  ,     ,          ,4B 187
OR,2015,412571,#1,CHRY (LEU) REAL GALAXY PPAF,Chrysanthemum 'Real Galaxy' P.P.A.F.                        ,Real Galaxy Shasta Daisy                                    ,PRN,05,PHI, 5.75 , 4.83 , 0.89 , 5.72 ,,     ,014949423394,     ,     ,BUDS & BLOOMS,, 10 , 618 , 393 ,01/01/16  , 829 ,06/01/16  ,     ,          ,4B 187
OR,    ,407861,#1,CHRY (LEUCA) X REAL GLORY,Chrysanthemum 'Real Glory' P.P.A.F.                         ,Real Glory Shasta Daisy                                     ,PRN,05,, 5.75 , 4.83 , 0.89 , 5.72 ,,     ,014949412725,     ,     ,BUDS & BLOOMS,, 10 , 439 , 318 ,03/28/16  , 855 ,06/01/16  ,     ,          ,4B 187
OR,    ,004221,#1,CHRYS (LEUCANTH) X SUP SNOWCAP,Chrysanthemum x superbum 'Snowcap' (Leucanthemum)           ,Snowcap Shasta Daisy                                        ,PRN,05,, 5.25 , 4.41 , 0.89 , 5.30 ,,     ,014949000397,     ,     ,-,, 10 ,     , 388 ,08/15/15  , 400 ,01/01/16  , 505 ,06/01/16  ,
OR,    ,050515,#5,CISTUS GRAYSWOOD PINK,Cistus 'Grayswood Pink'                                     ,Grayswood Pink Rock Rose                                    ,EVS,08,,     ,     , 4.43 , 4.43 ,,     ,014949264966,     ,     ,-,12''H - 16''S, 5 , 21 ,     ,          ,     ,          ,     ,          ,"1D 173, 1E 174"
OR,    ,090661,#1 STAKED,CLEM ALP PAMELA JACKMAN,Clematis alpina 'Pamela Jackman'                            ,Pamela Jackman Alpine Clematis                              ,VIN,03,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949906613,     ,     ,-,3/4 STK, 10 ,     , 111 ,02/01/16  ,     ,          ,     ,          ,
OR,    ,027152,#2 STAKED,CLEM ARMANDII,Clematis armandii                                           ,Evergreen Clematis                                          ,VIN,07,, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949271513,     ,     ,-,FULL STK, 5 ,     , 57 ,02/01/16  ,     ,          ,     ,          ,
OR,2014,048041,#1,CLEM CENTER STAR TM PP17010,"Clematis x 'Center Star' P.P.# 17,010                       ",Center Star Clematis                                        ,PRN,04,, 10.50 , 8.82 , 0.89 , 9.71 ,,     ,014949260302,     ,     ,-,CAN FULL, 10 , 6 ,     ,          ,     ,          ,     ,          ,4B 171
OR,    ,027251,#1,CLEM INTEGRIFOLIA CAERULEA,Clematis integrifolia 'Caerulea'                            ,Bushy Blue Bell Clematis                                    ,PRN,03,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949272510,     ,     ,-,CAN FULL, 10 , 190 , 190 ,08/15/15  ,     ,          ,     ,          ,"4B 170, 4B 171"
OR,    ,027281,#1,CLEM LAN CANDIDA,Clematis lanuginosa 'Candida'                               ,White Flowering Clematis                                    ,VIN,04,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949272817,     ,     ,-,FULL STK, 10 ,     ," 1,540 ",03/01/16  ,     ,          ,     ,          ,
OR,    ,027285,#5,CLEM LAN CANDIDA,Clematis lanuginosa 'Candida'                               ,White Flowering Clematis                                    ,VIN,04,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949272855,     ,     ,-,FULL STK, 5 ,     , 69 ,08/01/15  , 235 ,03/01/16  ,     ,          ,
OR,    ,027431,#1 STAKED,CLEM MONTANA FREDA,Clematis montana 'Freda'                                    ,Freda Anemone Clematis                                      ,VIN,06,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949274316,     ,     ,-,FULL STK, 10 , 410 , 524 ,02/01/16  ,     ,          ,     ,          ,1E 154
OR,    ,027435,#5 STAKED,CLEM MONTANA FREDA,Clematis montana 'Freda'                                    ,Freda Anemone Clematis                                      ,VIN,06,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949274354,     ,     ,-,FULL STK, 5 , 351 , 351 ,03/01/16  ,     ,          ,     ,          ,1E 156
OR,    ,027401,#1 STAKED,CLEM MONTANA RUBENS,Clematis montana rubens                                     ,Pink Anemone Clematis                                       ,VIN,06,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949274019,     ,     ,-,3/4 STK, 10 , 120 , 659 ,02/01/16  ,     ,          ,     ,          ,1E 154
OR,    ,027405,#5 STAKED,CLEM MONTANA RUBENS,Clematis montana rubens                                     ,Pink Anemone Clematis                                       ,VIN,06,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949274057,     ,     ,-,48''H FULL STK, 5 ,     , 8 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,027471,#1,CLEM PANICULATA,Clematis paniculata                                         ,Sweet Autumn Clematis                                       ,VIN,04,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949274712,     ,     ,-,FULL STK, 10 ,     , 14 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,027472,#2 STAKED,CLEM PANICULATA,Clematis paniculata                                         ,Sweet Autumn Clematis                                       ,VIN,04,, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949274729,     ,     ,-,FULL STK, 5 ,     , 25 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,027475,#5 STAKED,CLEM PANICULATA,Clematis paniculata                                         ,Sweet Autumn Clematis                                       ,VIN,04,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949274750,     ,     ,-,FULL, 5 ,     , 17 ,03/01/16  ,     ,          ,     ,          ,1E 156
OR,    ,021862,#2 STAKED,CLEM SAPPHIRE INDIGO TMPP17012,"Clematis 'Cleminov 51' P.P. # 17,012                        ",Sapphire Indigo™  Clematis,VIN,04,CPC, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949108727,     ,     ,-,3/4 STK, 5 , 20 , 20 ,04/27/16  ,     ,          ,     ,          ,"1E 156, 1E 158"
OR,    ,021865,#5 STAKED,CLEM SAPPHIRE INDIGO TMPP17012,"Clematis 'Cleminov 51' P.P. # 17,012                        ",Sapphire Indigo™  Clematis,VIN,04,CPC, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949266069,     ,     ,BUDS & BLOOMS,FULL STK, 5 , 159 , 159 ,03/28/16  ,     ,          ,     ,          ,"1E 157, 1E 158"
OR,2012,055211,#1 STAKED,CLEM SIEBOLDII,Clematis florida Seiboldii                                  ,Florida Seiboldii Clematis                                  ,VIN,06,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949280355,     ,     ,BUDS & BLOOMS,FULL STK, 10 , 110 , 116 ,03/28/16  ,     ,          ,     ,          ,1E 155
OR,2012,055215,#5 STAKED,CLEM SIEBOLDII,Clematis florida Seiboldii                                  ,Florida Seiboldii Clematis                                  ,VIN,06,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949280348,     ,     ,-,FULL STK, 5 , 88 , 88 ,08/01/15  , 88 ,03/28/16  ,     ,          ,1E 158
OR,    ,038001,#1 STAKED,CLEM TEX PRINCESS DIANA,Clematis texensis 'Princess Diana'                          ,Princess Diana Clematis                                     ,VIN,05,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949339787,     ,     ,-,FULL STK, 10 ,     , 11 ,03/28/16  ,     ,          ,     ,          ,
OR,    ,038002,#2 STAKED,CLEM TEX PRINCESS DIANA,Clematis texensis 'Princess Diana'                          ,Princess Diana Clematis                                     ,VIN,05,, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949263556,     ,     ,-,FULL STK, 5 , 92 , 440 ,03/28/16  ,     ,          ,     ,          ,1E 156
OR,    ,038005,#5 STAKED,CLEM TEX PRINCESS DIANA,Clematis texensis 'Princess Diana'                          ,Princess Diana Clematis                                     ,VIN,05,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949273920,     ,     ,LIGHT BUD & BLOOM,"48""H FULL STK", 5 , 95 , 122 ,03/28/16  ,     ,          ,     ,          ,1E 158
OR,    ,051481,#1 STAKED,CLEM VANCOUVER TM DANIELLE,Clematis x 'Danielle'                                       ,Vancouver™  Danielle Clematis,VIN,04,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949340110,     ,     ,-,3/4 STK, 10 ,     , 188 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,051482,#2 STAKED,CLEM VANCOUVER TM DANIELLE,Clematis x 'Danielle'                                       ,Vancouver™  Danielle Clematis,VIN,04,, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949359334,     ,     ,-,3/4 STK, 5 , 11 , 11 ,03/01/16  ,     ,          ,     ,          ,1E 156
OR,    ,051485,#5 STAKED,CLEM VANCOUVER TM DANIELLE,Clematis x 'Danielle'                                       ,Vancouver™  Danielle Clematis,VIN,04,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949343005,     ,     ,-,FULL STK, 5 , 8 , 8 ,03/01/16  ,     ,          ,     ,          ,"1E 158, 1E 180"
OR,    ,046271,#1 STAKED,CLEM VANCOUVER TM FRGRNT STAR,Clematis x 'Fragrant Star'                                  ,Vancouver™  Fragrant Star Clematis,VIN,04,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949339862,     ,     ,-,3/4 STK, 10 ,     , 10 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,046272,#2 STAKED,CLEM VANCOUVER TM FRGRNT STAR,Clematis x 'Fragrant Star'                                  ,Vancouver™  Fragrant Star Clematis,VIN,04,, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949271582,     ,     ,-,FULL STK, 5 , 41 , 105 ,03/01/16  ,     ,          ,     ,          ,1E 156
OR,    ,046275,#5 STAKED,CLEM VANCOUVER TM FRGRNT STAR,Clematis x 'Fragrant Star'                                  ,Vancouver™  Fragrant Star Clematis,VIN,04,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949342695,     ,     ,-,3/4 STK, 5 , 150 , 150 ,03/01/16  ,     ,          ,     ,          ,"1E 158, 1E 180"
OR,    ,048741,#1 STAKED,CLEM VANCOUVER TM STARRY NGHTS,Clematis x 'Starry Nights'                                  ,Vancouver™  Starry Nights Clematis,VIN,04,OLD, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949339930,     ,     ,-,3/4 STK, 10 , 17 , 32 ,03/01/16  ,     ,          ,     ,          ,1E 155
OR,    ,048742,#2 STAKED,CLEM VANCOUVER TM STARRY NGHTS,Clematis x 'Starry Nights'                                  ,Vancouver™  Starry Nights Clematis,VIN,04,OLD, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949271575,     ,     ,-,FULL STK, 5 , 17 , 17 ,08/01/15  , 17 ,03/01/16  ,     ,          ,1E 156
OR,    ,048745,#5 STAKED,CLEM VANCOUVER TM STARRY NGHTS,Clematis x 'Starry Nights'                                  ,Vancouver™  Starry Nights Clematis,VIN,04,OLD, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949265833,     ,     ,-,3/4 STK, 5 , 90 , 199 ,03/01/16  ,     ,          ,     ,          ,"1E 158, 1E 180"
OR,    ,021782,#2 STAKED,CLEM X ARABELLA,Clematis x 'Arabella'                                       ,Arabella Clematis                                           ,VIN,04,, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949041543,     ,     ,,"27""H  4 STEMS", 5 ,     , 143 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,015901,#1 STAKED,CLEM X BLUE LIGHT R PP15953,Clematis x 'Vanso' P.P.# 15953                              ,Blue Light®  Clematis,VIN,04,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949159019,     ,     ,-,3/4 STK, 10 , 24 , 26 ,03/01/16  ,     ,          ,     ,          ,1E 155
OR,    ,015905,#5 STAKED,CLEM X BLUE LIGHT R PP15953,Clematis x 'Vanso' P.P.# 15953                              ,Blue Light®  Clematis,VIN,04,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949159057,     ,     ,LIGHT BUD & BLOOM,3/4 STK, 5 , 240 , 416 ,03/01/16  ,     ,          ,     ,          ,"1E 158, 1E 180"
OR,    ,027221,#1 STAKED,CLEM X COMTESSE DE BOUCHAUD,Clematis x 'Comtesse de Bouchaud'                           ,Comtesse De Bouchaud Clematis                               ,VIN,04,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949272213,     ,     ,LIGHT BUD & BLOOM,FULL STK, 10 , 295 , 295 ,08/01/15  , 390 ,03/01/16  ,     ,          ,1E 154
OR,    ,027225,#5 STAKED,CLEM X COMTESSE DE BOUCHAUD,Clematis x 'Comtesse de Bouchaud'                           ,Comtesse De Bouchaud Clematis                               ,VIN,04,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949272251,     ,     ,-,48''H FULL STK, 5 , 436 , 436 ,03/01/16  ,     ,          ,     ,          ,"1E 156, 1E 180"
OR,    ,027011,#1 STAKED,CLEM X ERNEST MARKHAM,Clematis x 'Ernest Markham'                                 ,Ernest Markham Clematis                                     ,VIN,03,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949270110,     ,     ,-,FULL STK, 10 , 25 , 25 ,03/01/16  ,     ,          ,     ,          ,1E 154
OR,    ,027015,#5 STAKED,CLEM X ERNEST MARKHAM,Clematis x 'Ernest Markham'                                 ,Ernest Markham Clematis                                     ,VIN,03,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949270158,     ,     ,-,3/4 STK, 5 ,     , 12 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,033492,#2 STAKED,CLEM X HANIA,Clematis x 'Hania'                                          ,Hania Clematis                                              ,VIN,04,, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949210314,     ,     ,-,FULL STK, 5 ,     , 19 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,027411,#1,CLEM X HENRYI,Clematis x 'Henryi'                                         ,Henry Clematis                                              ,VIN,04,,     ,     , 0.89 , 0.89 ,,     ,014949026663,     ,     ,-,FULL STK, 10 , 20 ,     ,          ,     ,          ,     ,          ,1E 154
OR,    ,027261,#1 STAKED,CLEM X JACKMANII,Clematis x jackmanii                                        ,Jackman Clematis                                            ,VIN,04,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949272619,     ,     ,-,FULL STK, 10 ,     , 274 ,03/28/16  ,     ,          ,     ,          ,
OR,    ,027265,#5 STAKED,CLEM X JACKMANII,Clematis x jackmanii                                        ,Jackman Clematis                                            ,VIN,04,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949272657,     ,     ,-,FULL STK, 5 , 34 , 34 ,05/15/16  ,     ,          ,     ,          ,"1E 156, 1E 158"
OR,    ,044481,#1 STAKED,CLEM X JACKMANII SUPERBA,Clematis x jackmanii 'Superba'                              ,Jackman Superba Clematis                                    ,VIN,04,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949296981,     ,     ,-,FULL STK, 10 ,     , 89 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,044482,#2 STAKED,CLEM X JACKMANII SUPERBA,Clematis x jackmanii 'Superba'                              ,Jackman Superba Clematis                                    ,VIN,04,, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949235133,     ,     ,-,FULL STK, 5 , 125 , 668 ,03/01/16  ,     ,          ,     ,          ,1E 155
OR,    ,044485,#5 STAKED,CLEM X JACKMANII SUPERBA,Clematis x jackmanii 'Superba'                              ,Jackman Superba Clematis                                    ,VIN,04,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949266083,     ,     ,BUDS & BLOOMS,FULL STK, 5 , 234 , 760 ,03/01/16  ,     ,          ,     ,          ,"1E 158, 1E 180"
OR,    ,033512,#2 STAKED,CLEM X JULKA,Clematis x 'Julka'                                          ,Julka Clematis                                              ,VIN,04,, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949210321,     ,     ,,"27""H  4 STEMS", 5 ,     , 26 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,034432,#2 STAKED,CLEM X KILIAN DONAHUE,Clematis x 'Kilian Donahue'                                 ,Kilian Donahue Clematis                                     ,VIN,04,, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949212080,     ,     ,-,FULL STK, 5 , 23 , 23 ,03/01/16  ,     ,          ,     ,          ,1E 158
OR,    ,055205,#5 STAKED,CLEM X MRS. SPENCER CASTLE,Clematis 'Mrs. Spencer Castle'                              ,Mrs. Spencer Castle Clematis                                ,VIN,04,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949280331,     ,     ,-,FULL STK, 5 , 54 , 54 ,03/01/16  ,     ,          ,     ,          ,1E 158
OR,    ,027061,#1 STAKED,CLEM X MULTI-BLUE,Clematis x 'Multi-blue'                                     ,Multi-Blue Clematis                                         ,VIN,04,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949270615,     ,     ,-,FULL STK, 10 , 24 , 24 ,03/28/16  ,     ,          ,     ,          ,1E 154
OR,    ,027065,#5 STAKED,CLEM X MULTI-BLUE,Clematis x 'Multi-blue'                                     ,Multi-Blue Clematis                                         ,VIN,04,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949270653,     ,     ,-,3/4 STK, 5 , 368 , 368 ,03/28/16  ,     ,          ,     ,          ,1E 157
OR,    ,027441,#1 STAKED,CLEM X NELLY MOSER,Clematis x 'Nelly Moser'                                    ,Nelly Moser Clematis                                        ,VIN,04,, 9.50 , 7.98 , 0.89 , 8.87 ,,     ,014949274415,     ,     ,-,3/4 STK, 10 , 169 , 325 ,03/01/16  ,     ,          ,     ,          ,"1E 154, 1E 157"
OR,    ,027442,#2 STAKED,CLEM X NELLY MOSER,Clematis x 'Nelly Moser'                                    ,Nelly Moser Clematis                                        ,VIN,04,, 18.75 , 15.75 , 2.21 , 17.96 ,,     ,014949274422,     ,     ,BUDS & BLOOMS,FULL STK, 5 ,     , 11 ,03/01/16  ,     ,          ,     ,          ,
OR,    ,027445,#5 STAKED,CLEM X NELLY MOSER,Clematis x 'Nelly Moser'                                    ,Nelly Moser Clematis                                        ,VIN,04,, 31.00 , 26.04 , 4.43 , 30.47 ,,     ,014949274453,     ,     ,-,3/4 STK, 5 , 73 , 73 ,03/01/16  ,     ,          ,     ,          ,"1E 158, 1E 180"
