Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Allocated,QTY AVAIL NOW,2ND QTY AVAIL,2ND QTY READY DATE,2016 LIST PRICE,"ADD'L 10% 
QTY 
BUY PRICE","ADD'L 12.5% 
QTY
BUY
PRICE","UNIT 
FRT"
OR,    ,053395PT,#5 PATIO TREE,JUN SQUA BLUE STAR,Blue Star Juniper                                           ,CON,4,3,3,     ,          ,61.75,55.58,54.03,4.36
OR,    ,43121,#1,KNIPHOFIA HIR FIRE DANCE,Fire Dance Dwarf Poker                                      ,PRN,4,     ,     ,339,5/1/2016,6,5.4,5.25,0.58
OR,    ,24901,#1,LAMIUM M PURPLE DRAGON P15890,Purple Dragon Dead Nettle                                   ,PRN,4,     ,20,,,5.25,4.73,4.59,0.58
OR,    ,02490UT,LittleOne,LAMIUM M PURPLE DRAGON P15890,Purple Dragon Dead Nettle                                   ,PRN,4,     ,105,     ,          ,3.25,2.93,2.84,0.44
OR,    ,57265,#5,LARIX DECIDUA,European Larch                                              ,CON,3,     ,14,     ,          ,27.75,24.98,24.28,2.91
OR,    ,57277,#7,LARIX DECIDUA PENDULA,Weeping European Larch                                      ,CON,3,     ,14,     ,          ,89.75,80.78,78.53,7.27
OR,    ,29611,#1,LUPINUS POL MINARETTE,Minarette Dwarf Lupine                                      ,PRN,4,     ,5,91,4/27/2016,5.25,4.73,4.59,0.58
OR,    ,059425TR,#5 TREE,MAG X ELIZABETH,Elizabeth Magnolia                                          ,TRE,4,     ,11,     ,          ,45,40.5,39.38,2.91
OR,    ,30575,#5,MALUS CENTURION R,Centurion®  Crabapple,TRE,4,     ,36,     ,          ,30.75,27.68,26.91,2.91
OR,    ,18325,#5,MALUS SARGENTII TINA,Tina Sargent Crabapple                                      ,TRE,4,     ,2,     ,          ,30.75,27.68,26.91,2.91
OR,    ,36167,#7,METASEQUOIA G OGON GOLD RUSH,Gold Rush Dawn Redwood                                      ,CON,3,     ,     ,14,4/27/2016,56.25,50.63,49.22,7.27
OR,,38512,#2,MICROBIOTA DRWS BLUE TM P20298,Drew's Blue  Siberian Carpet Cypress,CON,2,     ,107,     ,          ,13.75,12.38,12.03,1.45
OR,    ,46701,#1,MONARDA D FIREBALL P14235,Fireball Bee Balm                                           ,PRN,4,     ,21,,,5.25,4.73,4.59,0.58
OR,    ,25861,#1,MONARDA RASPBERRY WINE,Raspberry Wine Bee Balm                                     ,PRN,4,     ,37,,,5.25,4.73,4.59,0.58
OR,,82581,#1,NEPETA LITTLE TRUDY R PP18904,Little Trudy®  Catmint,PRN,4,     ,     ,509,6/1/2016,5.25,4.73,4.59,0.58
OR,,81741,#1,NEPETA NERVOSA PINK CAT,Pink Cat Catmint                                            ,PRN,4,     ,     ,235,3/1/2016,5.25,4.73,4.59,0.58
OR,,77131,#1,OSTEO AVALANCHE PP22705,Avalanche White Sun Daisy                                   ,PRN,4,     ,30,     ,          ,5.25,4.73,4.59,0.58
OR,    ,63351,#1,PACHYSANDRA TERM GREEN SHEEN,Green Sheen Japanese Spurge                                 ,PRN,4,     ,"3,460","2,982",4/1/2016,5.75,5.18,5.03,0.58
OR,    ,06335UT,LittleOne,PACHYSANDRA TERM GREEN SHEEN,Green Sheen Japanese Spurge                                 ,PRN,4,     ,"2,262",,,3.25,2.93,2.84,0.44
OR,    ,39135,#5,PAEONIA ITOH JULIA ROSE,Julia Rose Itoh Peony                                       ,PRN,4,22,22,,,44.5,40.05,38.94,2.91
OR,    ,19522,#2,PAEONIA X BOWL OF BEAUTY (PK),Bowl Of Beauty Herbaceous Peony                             ,PRN,4,     ,139,     ,          ,20.75,18.68,18.16,1.45
OR,    ,50282,#2,PAEONIA X BUCKEYE BELLE (RED),Buckeye Belle Herbaceous Peony                              ,PRN,4,     ,"1,205",     ,          ,20.75,18.68,18.16,1.45
OR,    ,63512,#2,PAEONIA X DBL WHITE,Double White Herbaceous Peony                               ,PRN,3,     ,175,     ,          ,20.25,18.23,17.72,1.45
OR,    ,36332,#2,PAEONIA X INSPECTEUR LAVERGNE,Inspecteur Lavergne Peony                                   ,PRN,4,     ,226,     ,          ,20.75,18.68,18.16,1.45
OR,    ,46132,#2,PAEONIA X JAN VAN LEEUWEN (WT),Jan Van Leeuwen Peony                                       ,PRN,4,     ,10,     ,          ,20.75,18.68,18.16,1.45
OR,    ,63742,#2,PAEONIA X KANSAS (RED),Kansas Double Peony                                         ,PRN,4,     ,"2,702",     ,          ,20.75,18.68,18.16,1.45
OR,    ,63572,#2,PAEONIA X KARL ROSENFIELD(RED),Karl Rosenfield Double Peony                                ,PRN,4,     ,331,     ,          ,20.75,18.68,18.16,1.45
OR,    ,64912,#2,PAEONIA X MME EMILE DEBATENE,Madame Emile Debatene Double Peony                          ,PRN,4,     ,43,     ,          ,20.75,18.68,18.16,1.45
OR,    ,24272,#2,PAEONIA X PAUL M WILD (RED),Paul M. Wild Double Peony                                   ,PRN,4,21,278,     ,          ,20.75,18.68,18.16,1.45
OR,    ,63762,#2,PAEONIA X SHIRLEY TEMPLE (WT),Shirley Temple Double Peony                                 ,PRN,4,     ,23,     ,          ,20.75,18.68,18.16,1.45
OR,,081522S,SuperTwo STAKED,PARTH Q RED WALL TM PPAF,Red Wall  Virginia Creeper,VIN,3,156,341,,,18.25,16.43,15.97,1.94
OR,,81525,#5 STAKED,PARTH Q RED WALL TM PPAF,Red Wall  Virginia Creeper,VIN,3,40,238,371,3/28/2016,32.25,29.03,28.22,2.91
OR,    ,2501,#1 STAKED,PARTH TRI VEITCHII,Boston Ivy                                                  ,VIN,4,     ,21,     ,          ,9.25,8.33,8.09,0.58
OR,    ,2505,#5 STAKED,PARTH TRI VEITCHII,Boston Ivy                                                  ,VIN,4,     ,98,     ,          ,29.75,26.78,26.03,2.91
OR,,67781,#1,PENSTEMON X PIKES PEAK PURPL R,Pikes Peak Purple®  Penstemon,PRN,4,     ,217,,,6.75,6.08,5.91,0.58
OR,,66811,#1,PENSTEMON X PRETTY PETTICOAT,Pretty Petticoat Beardtongue                                ,PRN,4,     ,15,     ,          ,5.25,4.73,4.59,0.58
OR,    ,405141,#1,PEROVSKIA ATR PEEK-A-BLUE PPAF,Peek-A-Blue Russian Sage                                    ,PRN,4,     ,571,     ,          ,5.25,4.73,4.59,0.58
OR,    ,64211,#1,PEROVSKIA ATRIPLICIFOLIA,Russian Sage                                                ,PRN,4,     ,256,,,5.25,4.73,4.59,0.58
OR,    ,64212,#2,PEROVSKIA ATRIPLICIFOLIA,Russian Sage                                                ,PRN,4,     ,38,,,13.5,12.15,11.81,1.45
OR,,84781,#1,PEROVSKIA LACEY BLUE PP20845,Lacey Blue Russian Sage                                     ,PRN,4,     ,25,,,6.75,6.08,5.91,0.58
OR,    ,64341,#1,PHLOX SUB CANDY STRIPE,Candy Stripe Creeping Phlox                                 ,PRN,3,     ,15,,,5.25,4.73,4.59,0.58
OR,    ,64451,#1,PHLOX SUB EMERALD BLUE,Emerald Blue Creeping Phlox                                 ,PRN,3,     ,     ,54,3/1/2016,5.25,4.73,4.59,0.58
OR,    ,06445UT,LittleOne,PHLOX SUB EMERALD BLUE,Emerald Blue Creeping Phlox                                 ,PRN,3,     ,8,     ,          ,3.25,2.93,2.84,0.44
OR,    ,64601,#1,PHLOX SUB RED WINGS,Red Wings Creeping Phlox                                    ,PRN,3,     ,613,,,5.25,4.73,4.59,0.58
OR,    ,34652,#2,PHYSOCARPUS CENTER GLOW P16894,Center Glow Ninebark                                        ,DCS,2,5,30,     ,          ,16,14.4,14,1.45
OR,    ,029945PT,#5 PATIO TREE,PHYSOCARPUS SUMR WINE R P14821,Summer Wine®  Ninebark,DCS,3,     ,46,     ,          ,40,36,35,4.36
OR,    ,064577ST,#7 STAKED,PICEA ABIES PENDULA,Weeping Norway Spruce                                       ,CON,2,3,3,     ,          ,95,85.5,83.13,7.27
OR,    ,33265,#5,PICEA ENG BUSH'S LACE,Bush's Lace Engleman Spruce                                 ,CON,3,9,79,     ,          ,43.25,38.93,37.84,2.91
OR,    ,64622,#2,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,2,2,"28,270",     ,          ,18.75,16.88,16.41,1.45
OR,    ,064622P2,#2 2BALL POODLE,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,2,     ,2,     ,          ,42.75,38.48,37.41,2.18
OR,    ,064622SP,#2 SPIRAL,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,2,     ,40,     ,          ,49.75,44.78,43.53,2.18
OR,    ,64625,#5,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,2,     ,"2,267",     ,          ,28.5,25.65,24.94,2.91
OR,    ,64629,#15,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,2,5,5,     ,          ,117,105.3,102.38,14.55
OR,    ,06462M,#10 Squat,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,2,     ,51,,,79.5,71.55,69.56,10.47
OR,    ,06462MP3,#10 Squat 3BALL POODLE,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,2,     ,     ,5,4/27/2016,100.25,90.23,87.72,10.47
OR,    ,06462MSP,#10 Squat SPIRAL,PICEA GL CONICA,Dwarf Alberta Spruce                                        ,CON,2,     ,2,     ,          ,111.75,100.58,97.78,10.47
OR,,19372,#2,PICEA GL CONICA TINY TOWER R,Tiny Tower®  Dwarf Alberta Spruce,CON,3,     ,49,     ,          ,19.25,17.33,16.84,1.45
OR,    ,64655,#5,PICEA GL DENSATA,Black Hills Spruce                                          ,CON,2,4,     ,26,6/1/2016,27.75,24.98,24.28,2.91
OR,,33275,#5,PICEA GL DENSATA WELLS' WEEPER,Wells' Weeper Spruce                                        ,CON,2,11,144,,,43.25,38.93,37.84,2.91
OR,,36275,#5,PICEA GL PENDULA,Weeping White Spruce                                        ,CON,2,     ,     ,5,4/27/2016,38.75,34.88,33.91,2.91
OR,    ,64875,#5,PICEA OMORIKA BRUNS,Bruns Serbian Spruce                                        ,CON,4,     ,36,,,38.75,34.88,33.91,2.91
OR,    ,64832,#2,PICEA OMORIKA NANA,Dwarf Serbian Spruce                                        ,CON,4,     ,78,,,28.75,25.88,25.16,1.45
OR,    ,64835,#5,PICEA OMORIKA NANA,Dwarf Serbian Spruce                                        ,CON,4,     ,46,,,38.75,34.88,33.91,2.91
OR,,47615,#5,PICEA OMORIKA SKY TRAILS,Sky Trails Serbian Spruce                                   ,CON,4,75,     ,167,4/27/2016,43.25,38.93,37.84,2.91
OR,,04761M,#10 Squat,PICEA OMORIKA SKY TRAILS,Sky Trails Serbian Spruce                                   ,CON,4,     ,13,     ,          ,82,73.8,71.75,10.47
OR,    ,64815,#5,PICEA ORIEN ATROVIRENS,Oriental Spruce                                             ,CON,2,69,     ,69,5/15/2016,48.5,43.65,42.44,2.91
OR,    ,64665,#5,PICEA PUN GLAUCA,Colorado Blue Spruce                                        ,CON,2,     ,     ,45,6/1/2016,26.75,24.08,23.41,2.91
OR,    ,064695PT,#5 PATIO TREE,PICEA PUN GLOBOSA,Dwarf Globe Blue Spruce                                     ,CON,2,     ,     ,11,6/1/2016,76.25,68.63,66.72,4.36
OR,    ,64715,#5,PICEA PUN HOOPSII,Hoop's Blue Spruce                                          ,CON,2,9,     ,13,5/15/2016,43.25,38.93,37.84,2.91
OR,    ,64719,#15,PICEA PUN HOOPSII,Hoop's Blue Spruce                                          ,CON,2,2,22,     ,          ,132.75,119.48,116.16,14.55
OR,    ,64765,#5,PICEA PUN MOERHEIM,Moerheim Blue Spruce                                        ,CON,2,     ,     ,67,6/1/2016,43.25,38.93,37.84,2.91
OR,,38745,#5,PICEA PUN SPARKLER R,Sparkler®  Colorado Blue Spruce,CON,2,15,     ,15,6/1/2016,43.25,38.93,37.84,2.91
OR,    ,19395,#5,PICEA PUN THE BLUES,The Blues Blue Spruce                                       ,CON,2,4,4,,,43.25,38.93,37.84,2.91
OR,    ,01939M,#10 Squat,PICEA PUN THE BLUES,The Blues Blue Spruce                                       ,CON,2,22,31,,,82.5,74.25,72.19,10.47
OR,,47375,#5,PICEA PUN THOMPSENII,Thompsen Blue Spruce                                        ,CON,2,     ,     ,158,5/15/2016,43.25,38.93,37.84,2.91
OR,,04737M,#10 Squat,PICEA PUN THOMPSENII,Thompsen Blue Spruce                                        ,CON,2,     ,     ,13,4/27/2016,82.5,74.25,72.19,10.47
OR,    ,28565,#5,PICEA PUN WALDBRUNN,Waldbrunn Dwarf Blue Spruce                                 ,CON,2,     ,1,     ,          ,43.25,38.93,37.84,2.91
OR,    ,65395,#5,PINUS FL VANDERWOLFES PYRAMID,Vanderwolf's Pyramid Limber Pine                            ,CON,4,     ,8,     ,          ,43.25,38.93,37.84,2.91
OR,    ,32742,#2,PINUS MUGO COMPACT SELECT,Compact Mugo Pine                                           ,CON,2,     ,3,     ,          ,19.75,17.78,17.28,1.16
OR,    ,32745,#5,PINUS MUGO COMPACT SELECT,Compact Mugo Pine                                           ,CON,2,     ,30,     ,          ,24.5,22.05,21.44,2.91
OR,,49072,#2,PINUS MUGO MOPS,Mops Mugo Pine                                              ,CON,2,21,21,     ,          ,19.75,17.78,17.28,1.45
OR,    ,065455NT,#5 NATURAL,PINUS MUGO PUMILIO,Dwarf Mugo Pine                                             ,CON,2,     ,97,,,24.5,22.05,21.44,2.91
OR,    ,065459NT,#15 NATURAL,PINUS MUGO PUMILIO,Dwarf Mugo Pine                                             ,CON,2,     ,1,     ,          ,84.75,76.28,74.16,21.82
OR,,49605,#5,PINUS STROBUS TINY KURLS,Tiny Kurls Eastern White Pine                               ,CON,3,     ,8,     ,          ,43.25,38.93,37.84,2.91
OR,    ,65361,#1,POLEMONIUM BRISE D'ANJOU P9781,Variegated Jacob's Ladder                                   ,PRN,4,     ,     ,133,3/1/2016,6.75,6.08,5.91,0.58
OR,    ,15161,#1,POLYGONATUM FAL VARIEGATUM,Variegated Solomon's Seal                                   ,PRN,4,     ,63,     ,          ,6.75,6.08,5.91,0.58
OR,    ,66692,#2,POTENTILLA ABBOTSWOOD,Abbotswood Potentilla                                       ,DCS,3,     ,94,     ,          ,14,12.6,12.25,1.45
OR,    ,66782,#2,POTENTILLA FROSTY R P10987,Frosty®  Potentilla,DCS,3,78,308,     ,          ,14,12.6,12.25,1.45
OR,    ,66802,#2,POTENTILLA GOLD STAR,Gold Star Potentilla                                        ,DCS,3,     ,25,     ,          ,14,12.6,12.25,1.45
OR,    ,66685,#5,POTENTILLA GOLDFINGER,Goldfinger Potentilla                                       ,DCS,3,     ,23,     ,          ,22,19.8,19.25,2.91
OR,    ,86652,#2,POTENTILLA PINK BEAUTY P9874,Pink Beauty Potentilla                                      ,DCS,3,     ,32,     ,          ,14,12.6,12.25,1.45
OR,    ,66772,#2,POTENTILLA RED ACE,Red Ace Potentilla                                          ,DCS,3,     ,76,     ,          ,14,12.6,12.25,1.45
OR,X,412841,#1,POTENTILLA TWINKLING STAR,Twinkling Star potentilla                                   ,PRN,4,     ,     ,288,6/1/2016,6,5.4,5.25,0.58
OR,    ,31815,#5,PRUNUS CRMSON POINTE TM P19564,Crimson Pointe  Flowering Plum,TRE,4,15,15,     ,          ,35,31.5,30.63,2.91
OR,    ,66955,#5,PRUNUS PEN PLENO ROSEA,Double Weeping Rosebud Cherry                               ,TRE,4,     ,12,     ,          ,43,38.7,37.63,2.91
OR,    ,06695M,#10 Squat,PRUNUS PEN PLENO ROSEA,Double Weeping Rosebud Cherry                               ,TRE,4,     ,35,     ,          ,112.5,101.25,98.44,10.47
OR,X,81785,#5,PRUNUS VIR CANADA RED,Canada Red Chokecherry                                      ,TRE,2,     ,81,     ,          ,43,38.7,37.63,2.91
OR,X,405465,#5,PRUNUS X ROMEO TM,Romeo  Sour Cherry,TRE,3,     ,122,     ,          ,34.75,31.28,30.41,2.91
OR,    ,06693MSE,#10 Squat SERPENTINE,PRUNUS X SNOW FOUNTAIN TM,Snow Fountains®  Weeping Cherry,TRE,4,     ,22,     ,          ,125,112.5,109.38,15.71
OR,    ,06693MST,#10 Squat STAKED,PRUNUS X SNOW FOUNTAIN TM,Snow Fountains®  Weeping Cherry,TRE,4,     ,1,     ,          ,91.25,82.13,79.84,10.47
OR,    ,66985,#5,PRUNUS X YEDOENSIS AKEBONO,Akebono Yoshino Cherry                                      ,TRE,4,1,2,     ,          ,43,38.7,37.63,2.91
OR,    ,11061,#1,PULMONARIA RASP SPLASH PP12138,Raspberry Splash Lungwort                                   ,PRN,4,     ,     ,246,3/28/2016,6.75,6.08,5.91,0.58
OR,    ,35611,#1,PULMONARIA TREVI FOUNTN P13047,Trevi Fountain Lungwort                                     ,PRN,4,     ,165,     ,          ,6.75,6.08,5.91,0.58
OR,    ,69455,#5,QUERCUS PALUSTRIS,Pin Oak                                                     ,TRE,4,15,15,     ,          ,27,24.3,23.63,2.91
OR,    ,69255,#5,QUERCUS RUBRA,Northern Red Oak                                            ,TRE,4,     ,6,     ,          ,27,24.3,23.63,2.91
OR,    ,30461,#1,RHOD (H-1) ELVIIRA,Elviira Rhododendron                                        ,RHO,4,     ,19,,,9,8.1,7.88,0.58
OR,    ,30462,#2,RHOD (H-1) ELVIIRA,Elviira Rhododendron                                        ,RHO,4,     ,148,,,18.5,16.65,16.19,1.45
OR,    ,18015,#5,RHOD (H-1) HAAGA,Haaga Rhododendron                                          ,RHO,4,     ,204,     ,          ,27.5,24.75,24.06,2.91
OR,    ,16222,#2,RHOD (H-1) HELLIKKI,Hellikki Rhododendron                                       ,RHO,4,     ,37,     ,          ,18.5,16.65,16.19,1.45
OR,    ,16225,#5,RHOD (H-1) HELLIKKI,Hellikki Rhododendron                                       ,RHO,4,     ,79,     ,          ,27.5,24.75,24.06,2.91
OR,    ,9485,#5,RHOD (H-1) IGNATIUS SARGENT,Ignatius Sargent Rhododendron                               ,RHO,4,     ,29,     ,          ,27.5,24.75,24.06,2.91
OR,    ,9735,#5,RHOD (H-1) NORMANDY,Normandy Rhododendron                                       ,RHO,4,     ,331,     ,          ,27.5,24.75,24.06,2.91
OR,    ,9801,#1,RHOD (H-1) P.J.M.,P.J.M. Rhododendron                                         ,RHO,4,     ,205,     ,          ,9,8.1,7.88,0.58
OR,    ,9971,#1,RHOD (H-1) PURPLE GEM,Purple Gem Rhododendron                                     ,RHO,4,     ,518,     ,          ,9,8.1,7.88,0.58
OR,    ,9972,#2,RHOD (H-1) PURPLE GEM,Purple Gem Rhododendron                                     ,RHO,4,     ,182,     ,          ,18.5,16.65,16.19,1.45
OR,    ,10051,#1,RHOD (H-1) RAMAPO,Ramapo Rhododendron                                         ,RHO,4,     ,712,     ,          ,9,8.1,7.88,0.58
OR,    ,10055,#5,RHOD (H-1) RAMAPO,Ramapo Rhododendron                                         ,RHO,4,     ,215,     ,          ,27.5,24.75,24.06,2.91
OR,    ,19772,#2,RHOD (H-1) RTR HOOPLA,Hoopla Rhododendron                                         ,RHO,4,6,6,     ,          ,18.5,16.65,16.19,1.45
OR,,20195,#5,RHOD (H-1) RTR MARCH MADNESS,March Madness Rhododendron                                  ,RHO,4,     ,197,     ,          ,28.5,25.65,24.94,2.91
OR,    ,19742,#2,RHOD (H-1) RTR SLAM DUNK,Slam Dunk Rhododendron                                      ,RHO,4,4,4,     ,          ,18.5,16.65,16.19,1.45
OR,    ,36292,#2,ROSA FLWR CAR R AMBER PPAF,Flower Carpet®  Amber Groundcover Rose,ROS,4,     ,8,     ,          ,15,13.5,13.13,1.45
OR,    ,69292,#2,ROSA FLWR CAR R APLBLSM P10239,Flower Carpet®  Appleblossom Groundcover Rose,ROS,4,     ,53,     ,          ,15,13.5,13.13,#N/A
OR,    ,69782,#2,ROSA FLWR CAR R PINK,Flower Carpet®  Pink Groundcover Rose,ROS,4,     ,279,,,15,13.5,13.13,1.45
OR,    ,36382,#2,ROSA FLWR CAR R PNK SUP P16276,Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,4,     ,176,,,15,13.5,13.13,1.45
OR,    ,71602,#2,ROSA FLWR CAR R RED P11308,Flower Carpet®  Red Groundcover Rose,ROS,4,     ,28,,,15,13.5,13.13,1.45
OR,    ,18242,#2,ROSA FLWR CAR R YELLOW PP13869,Flower Carpet®  Yellow Rose,ROS,4,     ,459,,,15,13.5,13.13,1.45
OR,    ,090791ST,#1 STAKED,ROSA-CL-CECILE BRUNNER,Cecile Brunner Climbing Rose                                ,ROS,4,     ,72,     ,          ,7.5,6.75,6.56,0.58
OR,    ,090795ST,#5 STAKED,ROSA-CL-CECILE BRUNNER,Cecile Brunner Climbing Rose                                ,ROS,4,7,50,     ,          ,24,21.6,21,2.91
OR,    ,58912,#2,ROSA-CL-WILLIAM BAFFIN,William Baffin Climbing Rose                                ,ROS,3,9,9,     ,          ,17.5,15.75,15.31,1.45
OR,,79382,#2,RUBUS RSPBRY SHRTCKE TM P22141,BrazelBerries®  Raspberry Shortcake  Dwarf Thor,DCS,4,97,791,     ,          ,16.75,15.08,14.66,1.45
OR,,79389,#15,RUBUS RSPBRY SHRTCKE TM P22141,BrazelBerries®  Raspberry Shortcake  Dwarf Thor,DCS,4,     ,1,     ,          ,82,73.8,71.75,14.55
OR,,18631,#1,RUDBECKIA LTLE GOLDSTAR P22397,Little Goldstar Black Eyed Susan                            ,PRN,4,     ,     ,380,6/1/2016,5.25,4.73,4.59,0.58
OR,,39492,#2,SALIX INTEGRA FLAMINGO PP17490,Flamingo Dappled Willow                                     ,DCS,4,70,333,     ,          ,15.25,13.73,13.34,1.45
OR,,39495,#5,SALIX INTEGRA FLAMINGO PP17490,Flamingo Dappled Willow                                     ,DCS,4,110,     ,124,4/27/2016,22.25,20.03,19.47,2.91
OR,    ,70615,#5,SALIX INTEGRA HAKURO NISHIKI,Dappled Willow                                              ,DCS,4,32,32,     ,          ,23,20.7,20.13,2.91
OR,    ,86705,#5,SALIX PURPUREA CANYON BLUE,Canyon Blue Arctic Blue Leaf Willow                         ,DCS,4,     ,34,     ,          ,22.5,20.25,19.69,2.91
OR,X,412691,#1,SALVIA NEM BLUE MARVEL PPAF,Blue Marvel Salvia                                          ,PRN,4,     ,680,669,6/1/2016,6,5.4,5.25,0.58
OR,    ,19541,#1,SALVIA NEM MARCUS R PP13322,Marcus®  Meadow Sage,PRN,4,     ,356,172,3/28/2016,6,5.4,5.25,0.58
OR,    ,20411,#1,SALVIA NEMOROSA CARADONNA,Caradonna Meadow Sage                                       ,PRN,4,     ,442,,,5.75,5.18,5.03,0.58
OR,    ,70591,#1,SALVIA NEMOROSA EAST FRIESLAND,East Friesland Meadow Sage                                  ,PRN,4,     ,"1,171",,,5.75,5.18,5.03,0.58
OR,    ,407941,#1,SALVIA SNSATION R DEEP ROS PAF,Sensation Deep Rose Salvia                                  ,PRN,4,     ,283,218,6/1/2016,6,5.4,5.25,0.58
OR,    ,070264PTC,"4"" Pot POT-TERRA",SALVIA X SYL MAY NIGHT,May Night Sage                                              ,PRN,4,     ,48,     ,          ,3.5,3.15,3.06,0.33
OR,    ,30321,#1,SALVIA X SYL SNOW HILL,Snow Hill Meadow Sage                                       ,PRN,4,     ,580,,,5.25,4.73,4.59,0.58
OR,X,88961,#1,SCABIOSA COL GIGA TM BLUE,Giga  Blue Pincushion Flower,PRN,3,     ,     ,520,6/1/2016,5.25,4.73,4.59,0.58
OR,    ,06501UT,LittleOne,SEDUM ACRE,Goldmoss Sedum                                              ,PRN,3,     ,260,     ,          ,3.25,2.93,2.84,0.44
OR,    ,06500UT,LittleOne,SEDUM ALB C BABY TEARS,Baby Tears Stonecrop                                        ,PRN,4,     ,241,     ,          ,3.25,2.93,2.84,0.44
OR,    ,29141,#1,SEDUM BLUE SPRUCE,Blue Spruce Stonecrop                                       ,PRN,3,5,390,     ,          ,5.5,4.95,4.81,0.58
OR,    ,70941,#1,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                     ,PRN,3,     ,923,"1,101",3/1/2016,5.5,4.95,4.81,0.58
OR,    ,07094UT,LittleOne,SEDUM BRONZE CARPET,Bronze Carpet Stonecrop                                     ,PRN,3,14,395,     ,          ,3.25,2.93,2.84,0.44
OR,X,92351,#1,SEDUM ELSIE GOLD PP20368,Elsie's Gold Stonecrop                                      ,PRN,4,     ,204,     ,          ,5.5,4.95,4.81,0.58
OR,    ,01182UT,LittleOne,SEDUM JOHN CREECH,John Creech Stonecrop                                       ,PRN,3,     ,208,     ,          ,3.25,2.93,2.84,0.44
OR,    ,35171,#1,SEDUM SPURIUM VOODOO,Voodoo Stonecrop                                            ,PRN,3,     ,351,     ,          ,5.5,4.95,4.81,0.58
OR,    ,035174PTC,"4"" Pot POT-TERRA",SEDUM SPURIUM VOODOO,Voodoo Stonecrop                                            ,PRN,3,     ,55,     ,          ,3.2,2.88,2.8,0.33
OR,,87481,#1,SEDUM SSPKLR R CHERRY TART PAF,Sunsparkler®  Cherry Tart Stonecrop,PRN,4,20,167,     ,          ,5.75,5.18,5.03,0.58
OR,,7331,#1,SEDUM SSPRKLR R DZLBRY PP22457,Sunsparkler®  Dazzleberry Sedum,PRN,4,     ,216,     ,          ,5.75,5.18,5.03,0.58
OR,,00733UT,LittleOne,SEDUM SSPRKLR R DZLBRY PP22457,Sunsparkler®  Dazzleberry Sedum,PRN,4,     ,1,     ,          ,3.75,3.38,3.28,0.44
OR,    ,70911,#1,SEDUM VERA JAMESON,Vera Jameson Stonecrop                                      ,PRN,4,     ,     ,235,4/1/2016,5.5,4.95,4.81,0.58
OR,X,57161,#1,SEDUM X AUTUMN CHARM PP14421,Autumn Charm  Stonecrop,PRN,3,     ,     ,366,3/28/2016,5.5,4.95,4.81,0.58
OR,    ,25041,#1,SEDUM X AUTUMN FIRE,Autumn Fire Stonecrop                                       ,PRN,3,     ,     ,69,3/28/2016,5.5,4.95,4.81,0.58
OR,    ,70741,#1,SEDUM X AUTUMN JOY,Autumn Joy Stonecrop                                        ,PRN,4,     ,521,,,5.5,4.95,4.81,0.58
OR,    ,06560UT,LittleOne,SEMPERVIVUM GREEN WHEEL,Green Wheel Hens and Chicks                                 ,PRN,4,     ,31,     ,          ,3.25,2.93,2.84,0.44
OR,    ,04491UT,LittleOne,SEMPERVIVUM RUBIKON,Rubikon Hens & Chicks                                       ,PRN,4,     ,322,,,3.25,2.93,2.84,0.44
OR,    ,56961,#1,SEMPERVIVUM RUBY HEARTS,Ruby Hearts Hens and Chicks                                 ,PRN,4,     ,     ,271,3/28/2016,6.75,6.08,5.91,0.58
OR,    ,71031,#1,SOLIDAGO CROWN OF RAYS,Crown Of Rays Goldenrod                                     ,PRN,4,     ,127,,,5.25,4.73,4.59,0.58
OR,    ,71185,#5,SORBUS HUPEHEN CORAL FIRE TM,Coral Fire  Mountain Ash,TRE,2,11,30,     ,          ,37,33.3,32.38,2.91
OR,    ,075012S,SuperTwo,SPIRAEA DBLPLAY R ARTIST PPAF,Double Play®  Artist Spirea,DCS,4,     ,20,     ,          ,16.5,14.85,14.44,1.94
OR,X,408162S,SuperTwo,SPIRAEA DBLPLAY R BL KZO TMPAF,Double Play®  Blue Kazoo Spirea,DCS,4,10,10,     ,          ,16.5,14.85,14.44,1.94
OR,    ,075022S,SuperTwo,SPIRAEA DBLPLAY R GOLD PPAF,Double Play®  Gold Spirea,DCS,4,30,     ,30,3/28/2016,16.5,14.85,14.44,1.94
OR,    ,71252,#2,SPIRAEA JAP LITTLE PRINCESS,Little Princess Spirea                                      ,DCS,4,     ,2,     ,          ,10.75,9.68,9.41,1.45
OR,    ,71572,#2,SPIRAEA JAP MAGIC CARPET P9363,Magic Carpet Spirea                                         ,DCS,4,8,8,     ,          ,10.75,9.68,9.41,1.45
OR,    ,71585,#5,SPIRAEA JAP NEON FLASH,Neon Flash Spirea                                           ,DCS,4,     ,20,     ,          ,22,19.8,19.25,2.91
