Code,Item#,Item Description,Common,OR 2013,,,,,,
001891,189,AJUGA REPTANS BRONZE BEAUTY,Bronze Beauty Carpet Bugle,,,,,,,
00059UT,59,AJUGA REPTANS BURGUNDY GLOW,Burgundy Glow Carpet Bugle,3.00 ,,,,,,
000591,59,AJUGA REPTANS BURGUNDY GLOW,Burgundy Glow Carpet Bugle,,,,,,,
00193UT,193,AJUGA REPTANS CATLIN'S GIANT,Catlin's Giant Carpet Bugle,3.00 ,,,,,,
001931,193,AJUGA REPTANS CATLIN'S GIANT,Catlin's Giant Carpet Bugle,4.80 ,,,,,,
002591,259,AKEBIA QUINATA,Fiveleaf Akebia,7.25 ,,,,,,
002591S,259,AKEBIA QUINATA,Fiveleaf Akebia,8.25 ,,,,,,
002592,259,AKEBIA QUINATA,Fiveleaf Akebia,15.00 ,,,,,,
002595,259,AKEBIA QUINATA,Fiveleaf Akebia,24.75 ,,,,,,
002561,256,AKEBIA QUINATA SHIRO BANA,White Flowered Chocolate Vine,7.25 ,,,,,,
002561S,256,AKEBIA QUINATA SHIRO BANA,White Flowered Chocolate Vine,8.25 ,,,,,,
002562,256,AKEBIA QUINATA SHIRO BANA,White Flowered Chocolate Vine,15.00 ,,,,,,
002565,256,AKEBIA QUINATA SHIRO BANA,White Flowered Chocolate Vine,24.75 ,,,,,,
001995,199,ALBIZIA J SUMMER CHOC PP13822,Summer Chocolate Mimosa Tree,31.50 ,,,,,,
001999,199,ALBIZIA J SUMMER CHOC PP13822,Summer Chocolate Mimosa Tree,,,,,,,
001965,196,ALBIZIA JUL OMBRELLA TM,Ombrella ™ Mimosa Tree,31.50 ,,,,,,
001955,195,ALBIZIA JUL ROSEA,Mimosa Tree,24.75 ,,,,,,
04868UT,4868,ALCHEMILLA ALPINA,Mountain Lady's Mantle,3.00 ,,,,,,
002011,201,ALCHEMILLA MOLLIS AUSLESE,Auslese Lady's Mantle,,,,,,,
00067UT,67,ALCHEMILLA MOLLIS THRILLER,Thriller Lady's Mantle,,,,,,,
06408UT,6408,ALOE BLUE ELF,Blue Elf Aloe,,,,,,,
064081,6408,ALOE BLUE ELF,Blue Elf Aloe,,,,,,,
064081S,6408,ALOE BLUE ELF,Blue Elf Aloe,,,,,,,
064082,6408,ALOE BLUE ELF,Blue Elf Aloe,,,,,,,
069032,6903,ALOE BREVIFOLIA VARIEGATA,Variegated Short Leaf Aloe,,,,,,,
063801,6380,ALOE DOROTHEAE,Retro Succulents ® Sunset ™,,,,,,,
063802,6380,ALOE DOROTHEAE,Retro Succulents ® Sunset ™,,,,,,,
079102,7910,ALOE HYBRID ALWAYS RED TM,Always Red ™ hybrid Aloe,,,,,,,
077801,7780,ALOE HYBRID CARMINE TM,Retro Succulents ® Carmine ™,7.75 ,,,,,,
063791,6379,ALOE HYBRID CHRISTMAS CAROL,Christmas Carol Aloe,,,,,,,
077811,7781,ALOE HYBRID DONNIE TM,Retro Succulents ® Donnie ™,,,,,,,
077781,7778,ALOE HYBRID GUIDO TM,Retro Succulents ® Guido ™ A,7.75 ,,,,,,
077791,7779,ALOE HYBRID SAL TM,Retro Succulents ® Sal ™ Alo,7.75 ,,,,,,
079112,7911,ALOE HYBRID SUPER RED R,Super Red ® Hybrid Aloe,,,,,,,
079122,7912,ALOE MACULATA,Soap Aloe,,,,,,,
075171,7517,ALOE PINK BLUSH,Pink Blush Aloe,,,,,,,
047322,4732,ALOE POLYPHYLLA,Spiral Aloe,,,,,,,
064221,6422,ALOE RUDIKOPPE,Little Red Riding Hood Aloe,,,,,,,
064221S,6422,ALOE RUDIKOPPE,Little Red Riding Hood Aloe,,,,,,,
064222,6422,ALOE RUDIKOPPE,Little Red Riding Hood Aloe,,,,,,,
079132,7913,ALOE SAPONARIA,,,,,,,,
064232,6423,ALOE STRIATA,Coral Aloe,,,,,,,
064235,6423,ALOE STRIATA,Coral Aloe,,,,,,,
069051S,6905,ALOE VARIEGATA,Tiger Aloe,,,,,,,
069055,6905,ALOE VARIEGATA,Tiger Aloe,,,,,,,
069061,6906,ALOE X SPINOSISSIMA,Spider Aloe,,,,,,,
06389UT,6389,ALOYSIA TRIPHYLLA,Lemon Verbena,,,,,,,
002001S,200,ALPINIA ZERUMBET VARIEGATA,Variegated Shell Ginger,,,,,,,
002002,200,ALPINIA ZERUMBET VARIEGATA,Variegated Shell Ginger,,,,,,,
002005,200,ALPINIA ZERUMBET VARIEGATA,Variegated Shell Ginger,,,,,,,
087242,8724,ALST AMINA R PRNCSS LILIES R,Amina ® Princess Lilies ®,,,,,,,
021972,2197,ALST ANOUSKA R PS LLS R P15987,Anouska ® Princess Lilies ®,,,,,,,
087262,8726,ALST ELIANE R PRNCSS LILIES R,Eliane ® Princess Lilies ®,,,,,,,
055002,5500,ALST FABIANA R PS LLS R P19395,Fabiana ® Princess Lilies ®,,,,,,,
096532,9653,ALST INTICANCHA R BRYCE,,,,,,,,
096502,9650,ALST INTICANCHA R MACHU,,,,,,,,
096522,9652,ALST INTICANCHA R NAVAYO,,,,,,,,
096482,9648,ALST INTICANCHA R PURPLE,,,,,,,,
096492,9649,ALST INTICANCHA R SUNLIGHT,,,,,,,,
096542,9654,ALST INTICANCHA R WHITE,,,,,,,,
096512,9651,ALST INTICANCHA R WHT BLSH PNK,,,,,,,,
018092,1809,ALST IVANA R PS LLS R P14131,Ivana ® Princess Lilies ®,,,,,,,
028452,2845,ALST JULIETTA R PS LS R P16039,Julietta ® Princess Lilies ®,,,,,,,
003292,329,ALST LETIZIA R PS LLS R P19320,Letizia ® Princess Lilies ®,,,,,,,
087252,8725,ALST LOUISE R PRNCSS LILIES R,Louise ® Princess Lilies ®,,,,,,,
018082,1808,ALST OXANA R PS LLS R P14075,Oxana ® Princess Lilies ®,,,,,,,
018072,1807,ALST PAOLA R PS LLS R P11145,Paola ® Princess Lilies ®,,,,,,,
066382,6638,ALST ROCK AND ROLL R PP21001,Rock and Roll ® Peruvian Lily,,,,,,,
018252,1825,ALST SARA R PS LLS R P14080,Sara ® Princess Lilies ®,,,,,,,
055152,5515,ALST THRSA R PRNCS LS R P18055,Theresa ® Princess Lilies ®,,,,,,,
040311,4031,ALYOGYNE LEON'S PUR DELIGHT TM,Leon's Purple Delight ™ Lilac Hibi,,,,,,,
040315,4031,ALYOGYNE LEON'S PUR DELIGHT TM,Leon's Purple Delight ™ Lilac Hibi,,,,,,,
040315PT,4031,ALYOGYNE LEON'S PUR DELIGHT TM,Leon's Purple Delight ™ Lilac Hibi,,,,,,,
040315ST,4031,ALYOGYNE LEON'S PUR DELIGHT TM,Leon's Purple Delight ™ Lilac Hibi,,,,,,,
002381,238,ALYOGYNE PURPLE DELIGHT TM,Purple Delight ™ Lilac Hibiscus,,,,,,,
002385,238,ALYOGYNE PURPLE DELIGHT TM,Purple Delight ™ Lilac Hibiscus,,,,,,,
002385PT,238,ALYOGYNE PURPLE DELIGHT TM,Purple Delight ™ Lilac Hibiscus,,,,,,,
002421,242,ALYOGYNE SANTA CRUZ,Lilac Hibiscus,,,,,,,
002425,242,ALYOGYNE SANTA CRUZ,Lilac Hibiscus,,,,,,,
002425PT,242,ALYOGYNE SANTA CRUZ,Lilac Hibiscus,,,,,,,
002425ST,242,ALYOGYNE SANTA CRUZ,Lilac Hibiscus,,,,,,,
021421,2142,ALYSSUM SAX GOLDKUGEL,Goldkugel Basket Of Gold,4.80 ,,,,,,
002535,253,AMEL AUTUMN BRILLIANCE R,Autumn Brilliance ® Apple Serviceb,,,,,,,
070541,7054,AMSONIA BLUE ICE,Blue Star Flower,,,,,,,
035341,3534,AMSONIA HUBRICHTII,Arkansas Blue Star,5.75 ,,,,,,
01663UT,1663,ANDROMEDA POL BLUE ICE,Blue Ice Bog Rosemary,4.00 ,,,,,,
016631,1663,ANDROMEDA POL BLUE ICE,Blue Ice Bog Rosemary,8.25 ,,,,,,
016632,1663,ANDROMEDA POL BLUE ICE,Blue Ice Bog Rosemary,15.50 ,,,,,,
00257UT,257,ANDROSACE LANUGINOSA,Rock Jasmine,3.00 ,,,,,,
002571,257,ANDROSACE LANUGINOSA,Rock Jasmine,4.80 ,,,,,,
047861,4786,ANEMONE MULTIFIDA RUBRA,,5.30 ,,,,,,
00074UT,74,ANEMONE PULSATILLA,Pasque Flower,,,,,,,
065991,6599,ANEMONE SEPTEMBER CHARM,September Charm Japanese Anemone,,,,,,,
002741,274,ANEMONE SYLVESTRIS,Snowdrop Anemone,5.30 ,,,,,,
000761,76,ANEMONE VIT ROBUSTISSIMA,Grape Leaf Anemone,,,,,,,
026961,2696,ANEMONE X ANDREA ATKINSON,Andrea Atkinson Japanese Anemone,7.00 ,,,,,,
015931,1593,ANEMONE X HONORINE JOBERT,Honorine Jobert Japanese Anemone,,,,,,,
038561,3856,ANEMONE X SERENADE,Serenade Japanese Anemone,7.00 ,,,,,,
039021,3902,ANEMONE X WILD SWAN TM PP23132,Wild Swan ™ Hybrid Anemone,7.25 ,,,,,,
039022,3902,ANEMONE X WILD SWAN TM PP23132,Wild Swan ™ Hybrid Anemone,14.75 ,,,,,,
045461,4546,ANIGOZANTHOS BUSH PEARL,Bush Pearl Kangaroo Paws,,,,,,,
047341,4734,ANIGOZANTHOS BUSH SUNSET,Bush Sunset Kanaroo Paws,,,,,,,
077521,7752,ANISO SLIGHTLY STRAWBERRY PPAF,,,,,,,,
002651,265,ANTIGONON LEPTOPUS,Queen's Wreath,,,,,,,
05908UT,5908,AQUILEGIA C LITTLE LANTERNS,Little Lanterns Columbine,2.85 ,,,,,,
037331,3733,AQUILEGIA CAE ORIGAMI BLU & WT,Origami Blue & White Columbine,,,,,,,
029351,2935,AQUILEGIA CAE ORIGAMI MIX,Origami Mix Columbine,5.00 ,,,,,,
045921,4592,AQUILEGIA CAE ORIGAMI PNK & WT,Origami Pink & White Columbine,,,,,,,
036901,3690,AQUILEGIA CAE ORIGAMI RED & WT,Origami Red & White Columbine,,,,,,,
04593UT,4593,AQUILEGIA CAE ORIGAMI YELLOW,Origami Yellow Columbine,,,,,,,
045931,4593,AQUILEGIA CAE ORIGAMI YELLOW,Origami Yellow Columbine,,,,,,,
075831,7583,AQUILEGIA CANADENSIS,,,,,,,,
00272UT,272,AQUILEGIA FLA CAMEO BLUE & WT,Cameo Series Blue & White Columbine,3.00 ,,,,,,
020891,2089,AQUILEGIA TEXAS GOLD,Texas Gold Columbine,,,,,,,
05909UT,5909,AQUILEGIA WINKY DBL RED & WT,Winky Double Red & White Columbine,,,,,,,
055482,5548,ARALIA CORDATA GOTEMBA,Gotemba Golden Japanese Spikenard,14.00 ,,,,,,
055485,5548,ARALIA CORDATA GOTEMBA,Gotemba Golden Japanese Spikenard,20.50 ,,,,,,
044359,4435,ARAUCARIA ARAUCANA,,,,,,,,
002901,290,ARBUTUS UNEDO COMPACTA,Compact Strawberry Bush,6.00 ,,,,,,
002905,290,ARBUTUS UNEDO COMPACTA,Compact Strawberry Bush,19.50 ,,,,,,
00290M,290,ARBUTUS UNEDO COMPACTA,Compact Strawberry Bush,47.50 ,,,,,,
002921,292,ARBUTUS X MARINA,Marina Strawberry Tree,,,,,,,
002925MU,292,ARBUTUS X MARINA,Marina Strawberry Tree,31.50 ,,,,,,
069071,6907,ARCTO RAVERS R ARC OF FIRE TM,The RAVERS ® Arc of Fire ™ A,,,,,,,
077531,7753,ARCTO RAVERS R BUMBLE BEE,The Ravers ® Bumblebee ™,5.30 ,,,,,,
069091,6909,ARCTO RAVERS R CHERRY FROST TM,The RAVERS ® Cherry Frost ™,,,,,,,
069111,6911,ARCTO RAVERS R PEACHY MANGO TM,The RAVERS ® Peachy Mango ™,,,,,,,
069121,6912,ARCTO RAVERS R PUMPKIN PIE TM,The RAVERS ® Pumpkin Pie ™ A,,,,,,,
077541,7754,ARCTO RAVERS R STRAWBRY FIELDS,Ravers ® Strawberry Fields ™,,,,,,,
00295UT,295,ARCTOSTAPHYLOS MASSACHUSETTS,Massachusetts Kinnikinnick,3.75 ,,,,,,
002951,295,ARCTOSTAPHYLOS MASSACHUSETTS,Massachusetts Kinnikinnick,8.50 ,,,,,,
002911,291,ARDISIA J CHIRIMEN,Chirimen Marlberry,,,,,,,
002912,291,ARDISIA J CHIRIMEN,Chirimen Marlberry,,,,,,,
018291,1829,ARDISIA J MIDGEE R,Midgee ® Marlberry,5.15 ,,,,,,
018292,1829,ARDISIA J MIDGEE R,Midgee ® Marlberry,,,,,,,
051811,5181,ARISAEMA FORMOSANUM (7057),,7.50 ,,,,,,
051822,5182,ARISAEMA TAIWANENSIS (7091),,16.50 ,,,,,,
00304UT,304,ARMERIA MAR BLOODSTONE,Bloodstone Thrift,3.00 ,,,,,,
003041,304,ARMERIA MAR BLOODSTONE,Bloodstone Thrift,5.00 ,,,,,,
00269UT,269,ARMERIA MAR COTTON TAIL,Cotton Tail Thrift,3.00 ,,,,,,
002691,269,ARMERIA MAR COTTON TAIL,Cotton Tail Thrift,5.00 ,,,,,,
01946UT,1946,ARMERIA MAR RUBRIFOLIA,Red Leaf Thrift,3.00 ,,,,,,
019461,1946,ARMERIA MAR RUBRIFOLIA,Red Leaf Thrift,5.00 ,,,,,,
00089UT,89,ARMERIA MAR SPLENDENS,Splendens Common Thrift,,,,,,,
003071,307,ARONIA BRILLIANTISSIMA,Brilliant Red Chokeberry,7.25 ,,,,,,
003075,307,ARONIA BRILLIANTISSIMA,Brilliant Red Chokeberry,19.25 ,,,,,,
003075MU,307,ARONIA BRILLIANTISSIMA,Brilliant Red Chokeberry,19.25 ,,,,,,
07593UT,7593,ARTEMISIA DRACUNCULUS,French Tarragon,,,,,,,
00311UT,311,ARTEMISIA POWIS CASTLE,Powis Castle Artemisia,,,,,,,
003111,311,ARTEMISIA POWIS CASTLE,Powis Castle Artemisia,,,,,,,
00101UT,101,ARTEMISIA SCHM SILVER MOUND,Silvermound Artemisia,,,,,,,
001011,101,ARTEMISIA SCHM SILVER MOUND,Silvermound Artemisia,,,,,,,
033591,3359,ASARUM EUROPAEUM,European Wild Ginger,4.80 ,,,,,,
02912UT,2912,ASARUM SPL QUICKSILVER,Quicksilver Chinese Wild Ginger,3.00 ,,,,,,
029121,2912,ASARUM SPL QUICKSILVER,Quicksilver Chinese Wild Ginger,5.00 ,,,,,,
066341,6634,ASCLEPIAS CUR SILKY GOLD,Silky Gold Milkweed,,,,,,,
066342,6634,ASCLEPIAS CUR SILKY GOLD,Silky Gold Milkweed,,,,,,,
023592,2359,ASCLEPIAS INCARNATA CINDERELLA,Cinderella Butterfly Weed,,,,,,,
021911,2191,ASCLEPIAS RED BUTTERFLIES,Red Butterflies Milkweed,,,,,,,
021912,2191,ASCLEPIAS RED BUTTERFLIES,Red Butterflies Milkweed,,,,,,,
003161S,316,ASCLEPIAS TUBEROSA,Butterfly Weed,,,,,,,
00315UT,315,ASPARAGUS MYERS,Foxtail Fern,,,,,,,
003151,315,ASPARAGUS MYERS,Foxtail Fern,,,,,,,
003152,315,ASPARAGUS MYERS,Foxtail Fern,,,,,,,
003155,315,ASPARAGUS MYERS,Foxtail Fern,,,,,,,
003301,330,ASPARAGUS SPR COMPACTA,Compact Sprenger Asparagus Fern,,,,,,,
003451,345,ASPIDISTRA ELATIOR,Cast Iron Plant,,,,,,,
003452,345,ASPIDISTRA ELATIOR,Cast Iron Plant,,,,,,,
05185UT,5185,ASTELIA CHATHAMICA,,3.00 ,,,,,,
003401,340,ASTER ALMA POTSCHKE,Alma Potschke New England Aster,4.80 ,,,,,,
030091,3009,ASTER FARMINGTON PPAF,Farmington Michaelmas Daisy,4.80 ,,,,,,
030091S,3009,ASTER FARMINGTON PPAF,Farmington Michaelmas Daisy,5.80 ,,,,,,
003381,338,ASTER FRIKARTII MOENCH,Moench Frikartii Aster,4.80 ,,,,,,
021361,2136,ASTER LAT PRINCE,Prince Calico Aster,4.80 ,,,,,,
059141,5914,ASTER NA ENGLISH COUNTRYSIDE,English Countryside New England Aster,,,,,,,
003391,339,ASTER NOVI-BELGII ALERT,ALERT NEW YORK ASTER,,,,,,,
003471,347,ASTER PROF KIPPENBURG,Professor Kippenburg Dwarf Aster,4.80 ,,,,,,
003411,341,ASTER PURPLE DOME,Purple Dome New England Aster,,,,,,,
003611,361,ASTER TRIUMPH,Triumph Aster,4.80 ,,,,,,
023891,2389,ASTER WOOD'S BLUE,Wood's Blue New York Aster,4.80 ,,,,,,
001531,153,ASTER WOOD'S PINK,Woods Pink New York Aster,4.80 ,,,,,,
025581,2558,ASTER WOOD'S PURPLE,Woods Purple New York Aster,,,,,,,
00159UT,159,ASTILBE BRIDAL VEIL,Bridal Veil ® Astilbe,3.00 ,,,,,,
001591,159,ASTILBE BRIDAL VEIL,Bridal Veil ® Astilbe,4.80 ,,,,,,
003521,352,ASTILBE CHINENSIS PUMILA,Chinese Astilbe,4.80 ,,,,,,
003621,362,ASTILBE CHINENSIS VISIONS,Visions Astilbe,4.80 ,,,,,,
027551,2755,ASTILBE CLR FLSH R LIME P17816,Color Flash ® Lime Astilbe,6.75 ,,,,,,
027501,2750,ASTILBE COLOR FLASH R PP17343,Color Flash ® Astilbe,7.50 ,,,,,,
00351UT,351,ASTILBE DEUTSCHLAND,Deutschland Astilbe,3.00 ,,,,,,
003511,351,ASTILBE DEUTSCHLAND,Deutschland Astilbe,4.80 ,,,,,,
00350UT,350,ASTILBE FANAL,Fanal Astilbe,3.00 ,,,,,,
003501,350,ASTILBE FANAL,Fanal Astilbe,4.80 ,,,,,,
001621,162,ASTILBE GRANAT,Granat Astilbe,,,,,,,
00163UT,163,ASTILBE HENNIE GRAAFLAND,Hennie Graafland Star Astilbe,,,,,,,
001631,163,ASTILBE HENNIE GRAAFLAND,Hennie Graafland Star Astilbe,4.80 ,,,,,,
00348UT,348,ASTILBE INSHRIACH PINK,Inshriach Pink Astilbe,3.00 ,,,,,,
003481,348,ASTILBE INSHRIACH PINK,Inshriach Pink Astilbe,4.80 ,,,,,,
001641,164,ASTILBE JAPONICA EUROPA,Europa Japanese Astilbe,,,,,,,
001661,166,ASTILBE JAPONICA PEACH BLOSSOM,,,,,,,,
034331,3433,ASTILBE MAGGIE DALEY,Maggie Daley Astilbe,4.80 ,,,,,,
001671,167,ASTILBE MONTGOMERY,Montgomery Astilbe,,,,,,,
001681,168,ASTILBE RED SENTINEL,Red Sentinel Astilbe,4.80 ,,,,,,
00354UT,354,ASTILBE RHEINLAND,Rheinland Astilbe,3.00 ,,,,,,
003541,354,ASTILBE RHEINLAND,Rheinland Astilbe,4.80 ,,,,,,
00353UT,353,ASTILBE SPRITE,Sprite Dwarf Astilbe,,,,,,,
059151,5915,ASTILBE VISION IN PINK PP11860,Visions in Pink Astilbe,,,,,,,
016341,1634,ASTILBE VISION IN RED PP11965,Vision In Red Astilbe,,,,,,,
017601,1760,ASTILBE VISION IN WHITE P18965,,,,,,,,
037391,3739,ASTILBE WHT SENSATION PP18462,White Sensation Astilbe,4.80 ,,,,,,
003431,343,ASTILBE YOUNIQUE WHT TM P19845,Younique White ™ Astilbe,,,,,,,
023191,2319,ASTRANTIA ABBEY ROAD PP14961,Abbey Road Masterwort,7.50 ,,,,,,
003551,355,AUBRIETA ROKEY'S PURPLE,Rokey's Purple Aubrieta,4.80 ,,,,,,
063302,6330,AUCUBA J NA55288,,,,,,,,
003561,356,AUCUBA MR GOLDSTRIKE,Mr. Goldstrike Aucuba,6.85 ,,,,,,
003562,356,AUCUBA MR GOLDSTRIKE,Mr. Goldstrike Aucuba,14.25 ,,,,,,
003565,356,AUCUBA MR GOLDSTRIKE,Mr. Goldstrike Aucuba,21.00 ,,,,,,
003567,356,AUCUBA MR GOLDSTRIKE,Mr. Goldstrike Aucuba,,,,,,,
003601,360,AUCUBA PICTURATA,Picturata Aucuba,6.85 ,,,,,,
003602,360,AUCUBA PICTURATA,Picturata Aucuba,14.25 ,,,,,,
003605,360,AUCUBA PICTURATA,Picturata Aucuba,21.00 ,,,,,,
003607,360,AUCUBA PICTURATA,Picturata Aucuba,,,,,,,
003651,365,AUCUBA SERRATIFOLIA,Sawtoothed Japanese Aucuba,6.85 ,,,,,,
003655,365,AUCUBA SERRATIFOLIA,Sawtoothed Japanese Aucuba,21.00 ,,,,,,
078761S,7876,AZ BLM-A-THON TM DB PK PP21477,Bloom-A-Thon ® Pink Double Rebloom,8.75 ,,,,,,
078762S,7876,AZ BLM-A-THON TM DB PK PP21477,Bloom-A-Thon ® Pink Double Rebloom,15.50 ,,,,,,
078751S,7875,AZ BLM-A-THON TM LVNDR PP21476,Bloom-A-Thon ® Lavender Reblooming,8.75 ,,,,,,
078752S,7875,AZ BLM-A-THON TM LVNDR PP21476,Bloom-A-Thon ® Lavender Reblooming,15.50 ,,,,,,
078771S,7877,AZ BLM-A-THON TM RED PP21562,Bloom-A-Thon ® Red Reblooming Azal,8.75 ,,,,,,
078772S,7877,AZ BLM-A-THON TM RED PP21562,Bloom-A-Thon ® Red Reblooming Azal,15.50 ,,,,,,
078781S,7878,AZ BLM-A-THON TM WHITE PP21512,Bloom-A-Thon ® White Reblooming Az,8.75 ,,,,,,
078782S,7878,AZ BLM-A-THON TM WHITE PP21512,Bloom-A-Thon ® White Reblooming Az,15.50 ,,,,,,
004401,440,AZALEA B ALASKA,Alaska Azalea,,,,,,,
004402,440,AZALEA B ALASKA,Alaska Azalea,,,,,,,
004402PT,440,AZALEA B ALASKA,Alaska Azalea,,,,,,,
004405,440,AZALEA B ALASKA,Alaska Azalea,,,,,,,
004405PT,440,AZALEA B ALASKA,Alaska Azalea,,,,,,,
004751,475,AZALEA B HAPPY DAYS,Happy Days Azalea,,,,,,,
004752,475,AZALEA B HAPPY DAYS,Happy Days Azalea,,,,,,,
004752PT,475,AZALEA B HAPPY DAYS,Happy Days Azalea,,,,,,,
004755,475,AZALEA B HAPPY DAYS,Happy Days Azalea,,,,,,,
005251,525,AZALEA B ROSE GLOW,Rose Glow Azalea,,,,,,,
005252,525,AZALEA B ROSE GLOW,Rose Glow Azalea,,,,,,,
005252PT,525,AZALEA B ROSE GLOW,Rose Glow Azalea,,,,,,,
007072,707,AZALEA EX CANNON'S DOUBLE,Cannon's Double Azalea,14.25 ,,,,,,
007075,707,AZALEA EX CANNON'S DOUBLE,Cannon's Double Azalea,20.50 ,,,,,,
007242,724,AZALEA EX DAWN'S CHORUS,Dawn's Chorus Azalea,14.25 ,,,,,,
007245,724,AZALEA EX DAWN'S CHORUS,Dawn's Chorus Azalea,20.50 ,,,,,,
007772,777,AZALEA EX GOLDEN FLARE,Golden Flare Azalea,14.25 ,,,,,,
007775,777,AZALEA EX GOLDEN FLARE,Golden Flare Azalea,20.50 ,,,,,,
008302,830,AZALEA EX KLONDYKE,Klondyke Azalea,14.25 ,,,,,,
008305,830,AZALEA EX KLONDYKE,Klondyke Azalea,20.50 ,,,,,,
008542,854,AZALEA EX RED SUNSET,Red Sunset Azalea,14.25 ,,,,,,
008545,854,AZALEA EX RED SUNSET,Red Sunset Azalea,20.50 ,,,,,,
008552,855,AZALEA EX SUNSET PINK,Sunset Pink Azalea,14.25 ,,,,,,
008555,855,AZALEA EX SUNSET PINK,Sunset Pink Azalea,20.50 ,,,,,,
047652,4765,AZALEA FRAGRANT STAR,Fragrant Star Azalea,14.25 ,,,,,,
047655,4765,AZALEA FRAGRANT STAR,Fragrant Star Azalea,20.50 ,,,,,,
001811,181,AZALEA GA KAREN,Karen Azalea,5.50 ,,,,,,
001812,181,AZALEA GA KAREN,Karen Azalea,13.75 ,,,,,,
008451,845,AZALEA GA ROSEBUD,Rosebud Azalea,5.50 ,,,,,,
008452,845,AZALEA GA ROSEBUD,Rosebud Azalea,13.75 ,,,,,,
007232,723,AZALEA GD DELAWARE VALLEY WHT,Delaware Valley White Azalea,,,,,,,
001822,182,AZALEA GD FASHION,Fashion Azalea,,,,,,,
002031,203,AZALEA GD RENEE MICHELLE,Renee Michelle Azalea,5.50 ,,,,,,
002032,203,AZALEA GD RENEE MICHELLE,Renee Michelle Azalea,13.75 ,,,,,,
007401,740,AZALEA GR FUCHSIA,Girard's Fuchsia Azalea,5.50 ,,,,,,
007402,740,AZALEA GR FUCHSIA,Girard's Fuchsia Azalea,13.75 ,,,,,,
007402PT,740,AZALEA GR FUCHSIA,Girard's Fuchsia Azalea,,,,,,,
007451,745,AZALEA GR GIRARD HOT SHOT,Girard's Hot Shot Azalea,,,,,,,
007452,745,AZALEA GR GIRARD HOT SHOT,Girard's Hot Shot Azalea,,,,,,,
007551,755,AZALEA GR GIRARD ROBERTA,Girard's Roberta Azalea,,,,,,,
007552,755,AZALEA GR GIRARD ROBERTA,Girard's Roberta Azalea,,,,,,,
007601,760,AZALEA GR ROSE,Girard's Rose Azalea,,,,,,,
007602,760,AZALEA GR ROSE,Girard's Rose Azalea,13.75 ,,,,,,
007602PT,760,AZALEA GR ROSE,Girard's Rose Azalea,,,,,,,
002052,205,AZALEA GR SAYBROOK GLORY,Saybrook Glory Azalea,,,,,,,
002071,207,AZALEA GR SILVER SWORD,Silver Sword Azalea,,,,,,,
002072,207,AZALEA GR SILVER SWORD,Silver Sword Azalea,13.75 ,,,,,,
008001,800,AZALEA KF HERBERT,Herbert Azalea,,,,,,,
008002,800,AZALEA KF HERBERT,Herbert Azalea,,,,,,,
008202,820,AZALEA KF HOLLAND,Holland Azalea,,,,,,,
007191,719,AZALEA KR CORAL BELLS,Coral Bells Azalea,,,,,,,
008151,815,AZALEA KR HINO CRIMSON,Hino-Crimson Azalea,5.50 ,,,,,,
008152,815,AZALEA KR HINO CRIMSON,Hino-Crimson Azalea,13.75 ,,,,,,
002092,209,AZALEA KR TRADITION,Tradition Azalea,,,,,,,
007782,778,AZALEA NL GOLDEN LIGHTS,Golden Lights Azalea,13.75 ,,,,,,
008362,836,AZALEA NL MANDARIN LIGHTS,Mandarin Lights Azalea,13.75 ,,,,,,
008382,838,AZALEA NL ROSY LIGHTS,Rosy Lights Azalea,13.75 ,,,,,,
002132,213,AZALEA S AMAGASA,Amagasa Azalea,,,,,,,
005601,560,AZALEA S BRILLIANT,Brilliant Azalea,,,,,,,
005602,560,AZALEA S BRILLIANT,Brilliant Azalea,,,,,,,
005605,560,AZALEA S BRILLIANT,Brilliant Azalea,,,,,,,
005605PT,560,AZALEA S BRILLIANT,Brilliant Azalea,,,,,,,
005605PTS,560,AZALEA S BRILLIANT,Brilliant Azalea,,,,,,,
00560M,560,AZALEA S BRILLIANT,Brilliant Azalea,,,,,,,
005651,565,AZALEA S DUC DE ROHAN,Duc De Rohan Azalea,,,,,,,
005655,565,AZALEA S DUC DE ROHAN,Duc De Rohan Azalea,,,,,,,
002143,214,AZALEA S FORMOSA,Formosa Azalea,,,,,,,
005751,575,AZALEA S GEORGE L TABER,George L. Taber Azalea,,,,,,,
005753,575,AZALEA S GEORGE L TABER,George L. Taber Azalea,,,,,,,
005755,575,AZALEA S GEORGE L TABER,George L. Taber Azalea,,,,,,,
005755PT,575,AZALEA S GEORGE L TABER,George L. Taber Azalea,,,,,,,
005951,595,AZALEA S IMP PRINCESS TM,Imperial Princess ™ Azalea,,,,,,,
005955,595,AZALEA S IMP PRINCESS TM,Imperial Princess ™ Azalea,,,,,,,
006001,600,AZALEA S IMP QUEEN TM,Imperial Queen ™ Azalea,,,,,,,
006002,600,AZALEA S IMP QUEEN TM,Imperial Queen ™ Azalea,,,,,,,
006101,610,AZALEA S L J BOBBINK,L. J. Bobbink Azalea,,,,,,,
006102,610,AZALEA S L J BOBBINK,L. J. Bobbink Azalea,,,,,,,
006105,610,AZALEA S L J BOBBINK,L. J. Bobbink Azalea,,,,,,,
006051,605,AZALEA S LITTLE JOHN,Little John Azalea,,,,,,,
006055,605,AZALEA S LITTLE JOHN,Little John Azalea,,,,,,,
