Loc,Order#,PO#,Request Date,Item,Size,Description,Common Name,New Plant,2014 Catalog Price ,Price Code,2014 Net Price,Minimum Ord Qty,Confirmed Qty Remaining,Confirmed Amount Remaining,Date Ready,Condition,Current Specs,Unit Freight,Landed Price,Landed Price Palletized,SKU,Retail Price,UPC
OR,1354950,                              ,06/13/14  ,049472,#2,PIERIS J SHY (PPAF),Enchanted Forest™  Impish Elf™  Lily of the Vall                                                    ,New ,15.50 ,,12.87 , 5 , 5 , 64.35 ,Not Avl     ,,,2.01 , 14.88 , 15.89 ,, 29.99 ,014949357521 
OR,1354950,                              ,06/13/14  ,065082,#2,PIERIS X FOREST FLAME,Forest Flame Lily Of The Valley                                                                     ,    ,15.50 ,,12.87 , 5 , 10 , 128.70 ,Now         ,BUDS,12''H - 12''S,2.01 , 14.88 , 15.89 ,, 29.99 ,014949650820 
OR,1354950,                              ,06/13/14  ,065085,#5,PIERIS X FOREST FLAME,Forest Flame Lily Of The Valley                                                                     ,    ,23.75 ,,19.71 , 5 , 5 , 98.55 ,Now         ,BUDS,"16""H - 18""S",4.03 , 23.74 , 25.75 ,, 44.99 ,014949650851 
OR,1354950,                              ,06/13/14  ,065455,#5,PINUS MUGO PUMILIO,Dwarf Mugo Pine                                                                                     ,    ,21.75 ,,18.05 , 5 , 5 , 90.25 ,Now         ,WINTER COLOR,"18""S",4.03 , 22.08 , 24.09 ,, 39.99 ,014949654552 
OR,1354950,                              ,06/13/14  ,065455PT,#5 PATIO TREE,PINUS MUGO PUMILIO,Dwarf Mugo Pine                                                                                     ,    ,60.00 ,,49.80 , 2 , 3 , 149.40 ,Now         ,WINTER COLOR,"18""S",6.04 , 55.84 , 58.86 ,, 129.99 ,014949654057 
OR,1354950,                              ,06/13/14  ,065495PT,#5 PATIO TREE,PINUS STROBUS NANA,Dwarf Eastern White Pine                                                                            ,    ,60.00 ,,49.80 , 2 , 4 , 199.20 ,Now         ,WINTER COLOR,"22""S",6.04 , 55.84 , 58.86 ,, 109.99 ,014949655153 
OR,1354950,                              ,06/13/14  ,049605,#5,PINUS STROBUS TINY KURLS,Tiny Kurls Eastern White Pine                                                                       ,2013,39.00 ,,32.37 , 5 , 5 , 161.85 ,Now         ,WINTER COLOR,"15""S",4.03 , 36.40 , 38.41 ,, 79.99 ,014949342800 
OR,1354950,                              ,06/13/14  ,066782,#2,POTENTILLA FROSTY R P10987,Frosty®  Potentilla                                                                                 ,    ,12.50 ,,10.38 , 5 , 5 , 51.90 ,Now         ,BREAKING DORMANCY,10''H - 12''S,2.01 , 12.39 , 13.40 ,, 24.99 ,014949667828 
OR,1354950,                              ,06/13/14  ,067102,#2,PRUNUS LAUR MT VERNON,Mount Vernon English Laurel                                                                         ,    ,15.50 ,,12.87 , 5 , 5 , 64.35 ,Now         ,-,8''H - 12''S,2.01 , 14.88 , 15.89 ,, 29.99 ,014949671023 
OR,1354950,                              ,06/13/14  ,067152,#2,PRUNUS LAUR OTTO LUYKEN,Otto Luyken English Laurel                                                                          ,    ,13.25 ,,11.00 , 5 , 15 , 165.00 ,Now         ,SHOT HOLE,"22""H - 16""S",2.01 , 13.01 , 14.02 ,, 24.99 ,014949671528 
OR,1354950,                              ,06/13/14  ,067155,#5,PRUNUS LAUR OTTO LUYKEN,Otto Luyken English Laurel                                                                          ,    ,18.50 ,,15.36 , 5 , 30 , 460.80 ,Now         ,SHOT HOLE,"24""H - 18""S",4.03 , 19.39 , 21.40 ,, 39.99 ,014949671559 
OR,1354950,                              ,06/13/14  ,067175,#5,PRUNUS LAUR SCHIPKAENSIS,Schipka Cherry Laurel                                                                               ,    ,21.75 ,,18.05 , 5 , 12 , 216.60 ,Now         ,-,"27""H - 15""S",4.03 , 22.08 , 24.09 ,, 44.99 ,014949671757 
CA,1355316,                              ,06/15/14  ,07030MT,#10 Tall TREE,PRUNUS PER BONFIRE PEACH,Ornamental Dwarf Peach                                                                              ,2012,50.00 ,,41.50 ,     , 3 , 124.50 ,Now         ,BUDS,"36""H - 20""S",16.65 , 58.15 , 66.48 ,, 119.99 ,014949328880 
OR,1354950,                              ,06/13/14  ,043395,#5,PRUNUS WEEPING EXTRAORDNARE TM,Weeping Extraordinaire™  Double Flowering Cherry                                                    ,New ,38.00 ,,31.54 , 5 , 10 , 315.40 ,Now         ,DORMANT,"66""H",4.03 , 35.57 , 37.58 ,, 79.99 ,014949334348 
OR,1354950,                              ,06/13/14  ,011061,#1,PULMONARIA RASP SPLASH PP12138,Raspberry Splash Lungwort                                                                           ,    ,6.00 ,PRNADV,4.68 , 10 , 20 , 93.60 ,Now         ,BUDS,PA2*,0.81 , 5.49 , 5.89 ,, 14.99 ,014949002032 
CA,1355316,                              ,06/15/14  ,068501,#1,PYRACANTHA X MOHAVE,Mohave Pyracantha                                                                                   ,    ,6.25 ,,5.19 , 10 , 10 , 51.90 ,Now         ,WINTER COLOR,"12""H - 10""S *",0.84 , 6.03 , 6.45 ,, 14.99 ,014949685013 
OR,1354950,                              ,06/13/14  ,009402,#2,RHOD (H-1) ENGLISH ROSEUM,English Roseum Rhododendron                                                                         ,    ,16.50 ,,13.70 , 5 , 5 , 68.50 ,Now         ,BUDS,18''H - 12''S,2.01 , 15.71 , 16.72 ,, 29.99 ,014949094020 
OR,1354950,                              ,06/13/14  ,009405,#5,RHOD (H-1) ENGLISH ROSEUM,English Roseum Rhododendron                                                                         ,    ,24.75 ,,20.54 , 5 , 10 , 205.40 ,Now         ,BUDS,24''H - 18''S,4.03 , 24.57 , 26.58 ,, 39.99 ,014949094051 
OR,1354950,                              ,06/13/14  ,009442,#2,RHOD (H-1) HENRY'S RED,Henry's Red Rhododendron                                                                            ,    ,16.50 ,,13.70 , 5 , 5 , 68.50 ,Now         ,BUDS,12''H - 12''S,2.01 , 15.71 , 16.72 ,, 29.99 ,014949006931 
OR,1354950,                              ,06/13/14  ,019765,#5,RHOD (H-1) RTR FIRESTORM,Firestorm Rhododendron                                                                              ,    ,25.75 ,,21.37 , 5 , 8 , 170.96 ,Now         ,BUDS,14''H - 18''S,4.03 , 25.40 , 27.41 ,, 39.99 ,014949019870 
OR,1354950,                              ,06/13/14  ,009202,#2,RHOD (H-2) CUNNINGHAM'S WHITE,Cunningham's White Rhododendron                                                                     ,    ,16.50 ,,13.70 , 5 , 5 , 68.50 ,Now         ,BUDS,14''H - 12''S,2.01 , 15.71 , 16.72 ,, 29.99 ,014949092026 
OR,1354950,                              ,06/13/14  ,009555,#5,RHOD (H-2) LORD ROBERTS,Lord Roberts Rhododendron                                                                           ,    ,24.75 ,,20.54 , 5 , 7 , 143.78 ,Now         ,BUDS,18''H - 18''S,4.03 , 24.57 , 26.58 ,, 39.99 ,014949095553 
OR,1354950,                              ,06/13/14  ,010075,#5,RHOD (H-2) ROCKET,Rocket Rhododendron                                                                                 ,    ,24.75 ,,20.54 , 5 , 5 , 102.70 ,Now         ,BUDS,24''H - 18''S,4.03 , 24.57 , 26.58 ,, 39.99 ,014949100752 
OR,1354950,                              ,06/13/14  ,032232,#2,RODGERSIA X FIREWORKS PPAF,Fireworks Rodgersia                                                                                 ,    ,14.50 ,,12.04 , 5 , 10 , 120.40 ,Now         ,DORMANT,2-3 EYES,2.01 , 14.05 , 15.06 ,, 29.99 ,014949070765 
OR,1354950,                              ,06/13/14  ,024582,#2,ROSA CARAMBA TM PP13396,Caramba®  Shrub Rose                                                                                ,    ,14.75 ,,12.24 , 5 , 10 , 122.40 ,Now         ,DORMANT,10''H - 12''S,2.01 , 14.25 , 15.26 ,, 24.99 ,014949049075 
OR,1354950,                              ,06/13/14  ,036292,#2,ROSA FLWR CAR R AMBER PPAF,Flower Carpet®  Amber Groundcover Rose                                                              ,2009,14.75 ,,12.24 , 5 , 5 , 61.20 ,Now         ,-,"12""H - 14""S",2.01 , 14.25 , 15.26 ,, 24.99 ,014949211762 
CA,1355316,                              ,06/15/14  ,036292,#2,ROSA FLWR CAR R AMBER PPAF,Flower Carpet®  Amber Groundcover Rose                                                              ,2009,14.75 ,,12.24 , 5 , 5 , 61.20 ,Now         ,-,"10""H - 15""S",2.10 , 14.34 , 15.39 ,, 24.99 ,014949211762 
OR,1354950,                              ,06/13/14  ,078182,#2,ROSA FLWR CAR R CORAL PP14441,Flower Carpet®  Coral Groundcover Rose                                                              ,    ,14.75 ,,12.24 , 5 , 10 , 122.40 ,Now         ,DORMANT,12''H - 12''S,2.01 , 14.25 , 15.26 ,, 24.99 ,014949781814 
CA,1355316,                              ,06/15/14  ,078182,#2,ROSA FLWR CAR R CORAL PP14441,Flower Carpet®  Coral Groundcover Rose                                                              ,    ,14.75 ,,12.24 , 5 , 10 , 122.40 ,04/01/14    ,,,2.10 , 14.34 , 15.39 ,, 24.99 ,014949781814 
CA,1355316,                              ,06/15/14  ,036312,#2,ROSA FLWR CAR R SCARLET P17373,Flower Carpet®  Scarlet Groundcover Rose                                                            ,    ,14.75 ,,12.24 , 5 , 10 , 122.40 ,Now         ,-,7''H - 14''S,2.10 , 14.34 , 15.39 ,, 24.99 ,014949211779 
OR,1354950,                              ,06/13/14  ,018242,#2,ROSA FLWR CAR R YELLOW PP13869,Flower Carpet®  Yellow Rose                                                                         ,    ,14.75 ,,12.24 , 5 , 10 , 122.40 ,Now         ,-,"12""H - 12""S",2.01 , 14.25 , 15.26 ,, 24.99 ,014949011010 
CA,1355316,                              ,06/15/14  ,080721S,SuperOne TM,ROSA OSO EASY R MNGO SALSA PAF,Oso Easy®  Mango Salsa Rose                                                                         ,2013,9.75 ,,8.09 , 10 , 10 , 80.90 ,Now         ,-,"6""H - 10""S",1.40 , 9.49 , 10.19 ,, 19.99 ,014949359655 
CA,1355316,                              ,06/15/14  ,070331,#1 STAKED,RUBUS BLACK SATIN BLACKBERRY,Black Satin Blackberry                                                                              ,    ,9.00 ,,7.47 , 10 , 20 , 149.40 ,Now         ,BREAKING DORMANCY,"24""H",0.84 , 8.31 , 8.73 ,, 16.99 ,014949703311 
OR,1354950,                              ,06/13/14  ,070341S,SuperOne TM STAKED,RUBUS CANBY RED RASPBERRY,Canby Red Raspberry                                                                                 ,    ,10.00 ,,8.30 , 10 , 10 , 83.00 ,Now         ,DORMANT,FULL STK,1.34 , 9.64 , 10.31 ,, 19.99 ,014949264904 
OR,1354950,                              ,06/13/14  ,071011,#1,RUDBECKIA FULGIDA GOLDSTURM,Goldsturm Black Eyed Susan                                                                          ,    ,4.75 ,PRNADV,3.71 , 10 , 25 , 92.75 ,Now         ,CUT BACK,.,0.81 , 4.52 , 4.92 ,, 12.99 ,014949782118 
GA,1354973,                              ,06/15/14  ,011691,#1,RUDBECKIA HIR INDIAN SUMMER,Indian Summer Black-Eyed Susan                                                                      ,    ,4.75 ,PRNADV,3.71 , 10 , 20 , 74.20 ,04/01/14    ,,,0.47 , 4.18 , 4.41 ,, 12.99 ,014949023709 
OR,1354950,                              ,06/13/14  ,070611,#1,SALIX INTEGRA HAKURO NISHIKI,Dappled Willow                                                                                      ,    ,6.50 ,,5.40 , 10 , 10 , 54.00 ,Now         ,DORMANT,"12""H - 10""S",0.81 , 6.21 , 6.61 ,, 16.99 ,014949706114 
GA,1354973,                              ,06/15/14  ,099451,#1,SALVIA HTWV BLAZE TM PP24151,Heatwave™  Blaze Sage                                                                               ,    ,5.50 ,PRNADV,4.29 , 10 , 15 , 64.35 ,05/01/14    ,,,0.47 , 4.76 , 4.99 ,, 14.99 ,014949225479 
OR,1354950,                              ,06/13/14  ,070261,#1,SALVIA X SYL MAY NIGHT,May Night Sage                                                                                      ,    ,4.75 ,PRNADV,3.71 , 10 , 30 , 111.30 ,Now         ,CUT BACK,.,0.81 , 4.52 , 4.92 ,, 12.99 ,014949787014 
GA,1354973,                              ,06/15/14  ,07026UT,LittleOne,SALVIA X SYL MAY NIGHT,May Night Sage                                                                                      ,    ,2.95 ,,2.45 , 16 , 24 , 58.80 ,04/01/14    ,,,0.35 , 2.80 , 2.98 ,, 5.99 ,014949051108 
OR,1354950,                              ,06/13/14  ,035942S,SuperTwo,SAMBUCUS BLACK LACE TM PP15575,Black Lace™  Elderberry                                                                             ,    ,17.00 ,,14.11 , 5 , 10 , 141.10 ,04/01/14    ,-,,2.68 , 16.79 , 18.14 ,, 29.99 ,014949337486 
OR,1354950,                              ,06/13/14  ,019992S,SuperTwo,SAMBUCUS BLK BEAUTY TM PP12305,Black Beauty™  Elderberry                                                                           ,    ,17.00 ,,14.11 , 5 , 5 , 70.55 ,Now         ,DORMANT,"10""H - 12""S",2.68 , 16.79 , 18.14 ,, 29.99 ,014949337479 
OR,1354950,                              ,06/13/14  ,070501,#1,SARCOCOCCA HUMILIS,Himalayan Sweet Box                                                                                 ,    ,8.00 ,,6.64 , 10 , 10 , 66.40 ,Now         ,BUDS & BLOOMS,"5""H - 8""S",0.81 , 7.45 , 7.85 ,, 16.99 ,014949705018 
GA,1354973,                              ,06/15/14  ,070971,#1,SCABIOSA COL BUTTERFLY BLUE,Butterfly Blue Pincushion Flower                                                                    ,    ,4.75 ,PRNADV,3.71 , 10 , 10 , 37.10 ,04/01/14    ,,,0.47 , 4.18 , 4.41 ,, 12.99 ,014949785515 
GA,1354973,                              ,06/15/14  ,071661,#1,SCABIOSA COL PINK MIST,Pink Mist Pincushion Flower                                                                         ,    ,4.75 ,PRNADV,3.71 , 10 , 10 , 37.10 ,04/01/14    ,,,0.47 , 4.18 , 4.41 ,, 12.99 ,014949002704 
CA,1355316,                              ,06/15/14  ,011821,#1,SEDUM JOHN CREECH,John Creech Stonecrop                                                                               ,2010,5.00 ,PRNADV,3.90 , 10 , 25 , 97.50 ,Now         ,WINTER COLOR,CAN FULL,0.84 , 4.74 , 5.16 ,, 12.99 ,014949326206 
OR,1354950,                              ,06/13/14  ,03517UT,LittleOne,SEDUM SPURIUM VOODOO,Voodoo Stonecrop                                                                                    ,    ,2.95 ,,2.45 , 16 , 16 , 39.20 ,Now         ,-,CAN FULL,0.60 , 3.05 , 3.36 ,, 5.99 ,014949211892 
GA,1354973,                              ,06/15/14  ,07073UT,LittleOne,SEDUM TRICOLOR,Variegated Stonecrop                                                                                ,    ,2.95 ,,2.45 , 16 , 48 , 117.60 ,Now         ,,CAN FULL,0.35 , 2.80 , 2.98 ,, 5.99 ,014949046289 
GA,1354973,                              ,06/15/14  ,07091UT,LittleOne,SEDUM VERA JAMESON,Vera Jameson Stonecrop                                                                              ,    ,2.95 ,,2.45 , 16 , 16 , 39.20 ,03/20/14    ,,,0.35 , 2.80 , 2.98 ,, 5.99 ,014949046319 
GA,1354973,                              ,06/15/14  ,025041,#1,SEDUM X AUTUMN FIRE,Autumn Fire Stonecrop                                                                               ,    ,5.00 ,PRNADV,3.90 , 10 , 10 , 39.00 ,Now         ,DORMANT,CAN FULL,0.47 , 4.37 , 4.60 ,, 12.99 ,014949049969 
CA,1355316,                              ,06/15/14  ,070741,#1,SEDUM X AUTUMN JOY,Autumn Joy Stonecrop                                                                                ,    ,5.00 ,PRNADV,3.90 , 10 , 10 , 39.00 ,Now         ,-,CAN FULL,0.84 , 4.74 , 5.16 ,, 12.99 ,014949707418 
GA,1354973,                              ,02/15/14  ,070741,#1,SEDUM X AUTUMN JOY,Autumn Joy Stonecrop                                                                                ,    ,5.00 ,PRNADV,3.90 , 10 , 10 , 39.00 ,Now         ,DORMANT,CAN FULL,0.47 , 4.37 , 4.60 ,, 12.99 ,014949707418 
GA,1354973,                              ,06/15/14  ,06559UT,LittleOne,SEMPERVIVUM BLACK,Black Hens and Chicks                                                                               ,    ,2.95 ,,2.45 , 16 , 16 , 39.20 ,04/01/14    ,,,0.35 , 2.80 , 2.98 ,, 5.99 ,014949309292 
GA,1354973,                              ,06/15/14  ,011891,#1,SISYRINCHIUM ANG LUCERNE,Lucerne Blue Eyed Grass                                                                             ,    ,4.75 ,PRNADV,3.71 , 10 , 10 , 37.10 ,Now         ,,CAN FULL,0.47 , 4.18 , 4.41 ,, 16.99 ,014949023945 
OR,1354950,                              ,06/13/14  ,071172,#2,SPIRAEA X GOLDFLAME,Goldflame Spirea                                                                                    ,    ,12.25 ,,10.17 , 5 , 5 , 50.85 ,Now         ,DORMANT,10''H - 12''S,2.01 , 12.18 , 13.19 ,, 24.99 ,014949711729 
OR,1354950,                              ,06/13/14  ,071232,#2,SPIRAEA X LIMEMOUND R,Limemound®  Spirea                                                                                  ,    ,12.25 ,,10.17 , 5 , 5 , 50.85 ,Now         ,BREAKING DORMANCY,6''H - 12''S,2.01 , 12.18 , 13.19 ,, 24.99 ,014949712320 
OR,1354950,                              ,06/13/14  ,071975PT,#5 PATIO TREE,SYRINGA PATULA,Korean Lilac                                                                                        ,    ,55.00 ,,45.65 , 2 , 5 , 228.25 ,Now         ,DORMANT,16''s,6.04 , 51.69 , 54.71 ,, 121.99 ,014949719855 
OR,1354950,                              ,06/13/14  ,071901S,SuperOne TM,SYRINGA V LUDWIG SPAETH,Ludwig Spaeth Lilac                                                                                 ,    ,9.75 ,,8.09 , 10 , 5 , 40.45 ,Now         ,BREAKING DORMANCY,14''H - 8''S,1.34 , 9.43 , 10.10 ,, 19.99 ,014949059869 
OR,1354950,                              ,06/13/14  ,072165,#5,SYRINGA V SENSATION,Sensation Lilac                                                                                     ,    ,22.50 ,,18.68 , 5 , 5 , 93.40 ,Now         ,DORMANT,24''H - 16''S,4.03 , 22.71 , 24.72 ,, 39.99 ,014949721650 
OR,1354950,                              ,06/13/14  ,071895,#5,SYRINGA X PRE MISS CANADA,Miss Canada Lilac                                                                                   ,    ,22.50 ,,18.68 , 5 , 5 , 93.40 ,Now         ,DORMANT,24''H - 14''S,4.03 , 22.71 , 24.72 ,, 39.99 ,014949718957 
OR,1354950,                              ,06/13/14  ,072342,#2,TAXUS EMERALD SPREADR R P10335,Emerald Spreader®  Japanese Yew                                                                     ,    ,14.50 ,,12.04 , 5 , 5 , 60.20 ,Now         ,WINTER COLOR,"18""S",2.01 , 14.05 , 15.06 ,, 24.99 ,014949723425 
OR,1354950,                              ,06/13/14  ,072382,#2,TAXUS X MEYERI,Meyer's Yew                                                                                         ,    ,15.50 ,,12.87 , 5 , 10 , 128.70 ,Now         ,WINTER COLOR,"21""H-9""S",2.01 , 14.88 , 15.89 ,, 24.99 ,014949071939 
GA,1354973,                              ,01/15/14  ,012595,#5,THUJA GREEN GIANT,Green Giant Western Arborvitae                                                                      ,    ,20.50 ,,17.02 , 5 , 10 , 170.20 ,Now         ,,"28""H",2.35 , 19.37 , 20.54 ,, 49.99 ,014949025161 
GA,1354973,                              ,06/15/14  ,012597,#7,THUJA GREEN GIANT,Green Giant Western Arborvitae                                                                      ,    ,45.00 ,,37.35 , 2 , 10 , 373.50 ,03/01/14    ,,,6.65 , 44.00 , 47.33 ,, 89.99 ,014949025178 
OR,1354950,                              ,06/13/14  ,073015,#5,THUJA OC EMERALD,Emerald Arborvitae                                                                                  ,    ,20.50 ,,17.02 , 5 , 25 , 425.50 ,Now         ,WINTER COLOR,"36""H-14""S",4.03 , 21.05 , 23.06 ,, 49.99 ,014949730157 
OR,1354950,                              ,06/13/14  ,072835PT,#5 PATIO TREE,THUJA OC FILIFORMIS,Weeping Threadleaf Arborvitae                                                                       ,    ,55.00 ,,45.65 , 2 , 10 , 456.50 ,05/15/14    ,WINTER COLOR,,6.04 , 51.69 , 54.71 ,, 129.99 ,014949728352 
OR,1354950,                              ,06/13/14  ,072922,#2,THUJA OC HETZ MIDGET,Hetz Midget Arborvitae                                                                              ,    ,13.50 ,,11.21 , 5 , 10 , 112.10 ,Now         ,WINTER COLOR,"14""S",2.01 , 13.22 , 14.23 ,, 24.99 ,014949729229 
OR,1354950,                              ,06/13/14  ,031185,#5,THUJA OC MALONYANA,Malonyana Arborvitae                                                                                ,New ,20.50 ,,17.02 , 5 , 5 , 85.10 ,Now         ,-,"36""H-14""S",4.03 , 21.05 , 23.06 ,, 69.99 ,014949072899 
OR,1354950,                              ,06/13/14  ,022172,#2,THUJA OC MR BOWLING BALL R,Mr. Bowling Ball™  Arborvitae                                                                       ,2010,14.50 ,,12.04 , 5 , 10 , 120.40 ,Now         ,WINTER COLOR,12'S,2.01 , 14.05 , 15.06 ,, 24.99 ,014949234624 
OR,1354950,                              ,04/13/14  ,022175,#5,THUJA OC MR BOWLING BALL R,Mr. Bowling Ball™  Arborvitae                                                                       ,2010,21.75 ,,18.05 , 5 , 5 , 90.25 ,Now         ,WINTER COLOR,"18""S",4.03 , 22.08 , 24.09 ,, 39.99 ,014949250419 
OR,1354950,                              ,06/13/14  ,019442,#2,THUJA PL GRN GLOBE (GRNE KGEL),Grune Kugel Western Red Cedar                                                                       ,    ,13.50 ,,11.21 , 5 , 10 , 112.10 ,Now         ,WINTER COLOR,"12""S",2.01 , 13.22 , 14.23 ,, 24.99 ,014949017470 
OR,1354950,                              ,06/13/14  ,031195,#5,THUJA PLICATA GREEN SPORT,Green Sport Western Red Cedar                                                                       ,2009,20.50 ,,17.02 , 5 , 5 , 85.10 ,Now         ,WINTER COLOR,"46""H-18""S",4.03 , 21.05 , 23.06 ,, 39.99 ,014949071991 
GA,1354973,                              ,06/15/14  ,06574UT,LittleOne,THYMUS COCCINEUS RED CREEPING,Red Creeping Thyme                                                                                  ,    ,2.95 ,,2.45 , 16 , 36 , 88.20 ,04/01/14    ,,,0.35 , 2.80 , 2.98 ,, 5.99 ,014949309667 
GA,1354973,                              ,06/15/14  ,070051ST,#1 STAKED,TRACH JASMINOIDES,Star Jasmine                                                                                        ,    ,6.75 ,,5.60 , 10 , 15 , 84.00 ,Now         ,,"21""H",0.47 , 6.07 , 6.30 ,, 14.99 ,014949700419 
OR,1354950,                              ,06/13/14  ,072611,#1,TRADESCANTIA BLU&GLD(SWT KATE),Blue & Gold Spiderwort                                                                              ,    ,4.75 ,PRNADV,3.71 , 10 , 15 , 55.65 ,Now         ,CUT BACK,.,0.81 , 4.52 , 4.92 ,, 12.99 ,014949726112 
GA,1354973,                              ,06/15/14  ,056232,#2,VACC BOUNTIFUL BLUE R PP19381,Bountiful Blue®  Blueberry                                                                          ,2010,15.00 ,,12.45 , 5 , 25 , 311.25 ,Now         ,WINTER LOOK,"12""H - 10""S",1.17 , 13.62 , 14.21 ,, 29.99 ,014949287781 
OR,1354950,                              ,06/13/14  ,080362,#2,VACCINIUM CORYMBOSUM CHANDLER,Chandler Midseason Blueberry                                                                        ,2010,14.50 ,,12.04 , 5 , 15 , 180.60 ,Now         ,BUDS,18''H - 14''S,2.01 , 14.05 , 15.06 ,, 29.99 ,014949208007 
OR,1354950,                              ,06/13/14  ,073402,#2,VACCINIUM CORYMBOSUM NORTHLAND,Northland Midseason Blueberry                                                                       ,    ,14.50 ,,12.04 , 5 , 10 , 120.40 ,Now         ,BUDS,18''H - 15''S,2.01 , 14.05 , 15.06 ,, 29.99 ,014949734025 
CA,1355316,                              ,06/15/14  ,081712,#2,VACCINIUM PEACH SORBET TM PPAF,Peach Sorbet™  Blueberry                                                                            ,2013,15.00 ,,12.45 , 5 , 15 , 186.75 ,Now         ,BUDS,"10""H - 10""S",2.10 , 14.55 , 15.60 ,, 24.99 ,014949361313 
OR,1354950,                              ,06/13/14  ,081702,#2,VACCINIUM X JELLY BEAN TM PPAF,Jelly Bean™  Blueberry                                                                              ,2013,15.00 ,,12.45 , 5 , 10 , 124.50 ,Now         ,DORMANT,"6""H - 10""S",2.01 , 14.46 , 15.47 ,, 29.99 ,014949361306 
GA,1354973,                              ,06/15/14  ,012911,#1,VERONICA PED GEORGIA BLUE,Georgia Blue Speedwell                                                                              ,    ,4.75 ,PRNADV,3.71 , 10 , 10 , 37.10 ,04/01/14    ,,,0.47 , 4.18 , 4.41 ,, 12.99 ,014949025635 
OR,1354950,                              ,06/13/14  ,073621,#1,VERONICA SPICATA RED FOX,Red Fox Spike Speedwell                                                                             ,    ,4.75 ,PRNADV,3.71 , 10 , 10 , 37.10 ,Now         ,CUT BACK,.,0.81 , 4.52 , 4.92 ,, 12.99 ,014949736210 
OR,1354950,                              ,06/13/14  ,075101,#1,VIB OPULUS STERILE,Eastern Snowball                                                                                    ,    ,6.50 ,,5.40 , 10 , 10 , 54.00 ,Now         ,BREAKING DORMANCY,"10""H - 8""S",0.81 , 6.21 , 6.61 ,, 14.99 ,014949751015 
OR,1354950,                              ,06/13/14  ,073972,#2,VIB PLI T SUMMER SNOWFLAKE,Summer Snowflake Viburnum                                                                           ,    ,15.25 ,,12.66 , 5 , 5 , 63.30 ,Now         ,DORMANT,14''H - 14''S,2.01 , 14.67 , 15.68 ,, 29.99 ,014949037591 
OR,1354950,                              ,06/13/14  ,073975,#5,VIB PLI T SUMMER SNOWFLAKE,Summer Snowflake Viburnum                                                                           ,    ,20.25 ,,16.81 , 5 , 5 , 84.05 ,Now         ,DORMANT,"18""H - 18""S",4.03 , 20.84 , 22.85 ,, 39.99 ,014949739754 
OR,1354950,                              ,06/13/14  ,073605,#5,VIB X BURKWOODII,Burkwood Viburnum                                                                                   ,    ,20.50 ,,17.02 , 5 , 5 , 85.10 ,Now         ,-,24''H - 18''S,4.03 , 21.05 , 23.06 ,, 39.99 ,014949736050 
OR,1354950,                              ,06/13/14  ,076562S,SuperTwo,WEIGELA FL WINE&ROSES R P10772,Wine & Roses®  Weigela                                                                              ,    ,16.00 ,,13.28 , 5 , 5 , 66.40 ,Now         ,DORMANT,12''H - 12''S,2.68 , 15.96 , 17.31 ,, 29.99 ,014949337493 
OR,1354950,                              ,06/13/14  ,017572,#2,WEIGELA MAGICAL R FNTSY P13567,Magical®  Fantasy Weigela                                                                           ,2009,13.75 ,,11.41 , 5 , 10 , 114.10 ,Now         ,DORMANT,"12""H - 12""S",2.01 , 13.42 , 14.43 ,, 29.99 ,014949214190 
GA,1354973,                              ,06/15/14  ,076775,#5 STAKED,WISTERIA FL TEXAS PURPLE,Texas Purple Japanese Wisteria                                                                      ,    ,21.00 ,,17.43 , 5 , 5 , 87.15 ,Now         ,DORMANT,"48""H",2.35 , 19.78 , 20.95 ,, 49.99 ,014949767757 
CA,1355316,                              ,06/15/14  ,017345,#5 STAKED,WISTERIA MAC BLUE MOON,Blue Moon Kentucky Wisteria                                                                         ,    ,22.00 ,,18.26 , 5 , 9 , 164.34 ,Now         ,DORMANT,48''H,4.20 , 22.46 , 24.56 ,, 49.99 ,014949013908 
CA,1355316,                              ,06/15/14  ,076851,#1 STAKED,WISTERIA SINENSIS,Chinese Wisteria                                                                                    ,    ,7.00 ,,5.81 , 10 , 10 , 58.10 ,Now         ,DORMANT,21''H,0.84 , 6.65 , 7.07 ,, 16.99 ,014949768518 
,,,,,Totals:,,,,,,,," 5,780 "," 57,938.35 ",,,,,,,,,
