Loc,New Plant,Item,Size,Plant Name,Common Name,CAT,Zone,Qty Cfm,YOUR BOOKED QTY REMAIN,Condition,Current Specs,"QTY 
AVAIL NOW","2ND 
QTY 
AVAIL","2ND 
QTY 
READY DATE",2014 List Price,"YOUR 
20%
DISC PRICE",Freight,Landed Price,YOUR RETAIL PRICE,SKU,UPC#
CA,    ,041975,#5,HYD MAC PINK N PRETTY R,Pink 'N Pretty®  Hydrangea,DCS,05,     ,,-,"12""H - 15""S", 140 ,     ,          , 19.25 , 15.40 , 2.47 , 17.87 ,     ,,014949419755
CA,    ,041981,#1,HYD MAC RED N PRETTY R,Red 'N Pretty®  Hydrangea,DCS,05,     ,,-,"6""H - 8""S"," 2,465 ",     ,          , 6.50 , 5.20 , 0.49 , 5.69 ,     ,,014949419816
CA,2014,089951S,SuperOne TM,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire™  Hardy Hydrangea,DCS,03,     ,,,,     , 150 ,05/07/14  , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949372807
CA,2014,089952S,SuperTwo,HYD P LITTLE QUICK FIRE R PPAF,Little Quick Fire™  Hardy Hydrangea,DCS,03,     ,,,,     , 65 ,05/01/14  , 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949372821
OR,    ,042021,#1,HYD PAN ANGEL'S BLUSH R P10751,Angel's Blush®  Hydrangea,DCS,04,     ,,DORMANT,"10''H - 8""S", 480 ,     ,          , 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949420218
OR,    ,042022,#2,HYD PAN ANGEL'S BLUSH R P10751,Angel's Blush®  Hydrangea,DCS,04,     ,,DORMANT,"12""H - 12""S"," 1,390 ",     ,          , 15.25 , 12.20 , 1.15 , 13.35 ,     ,,014949420225
OR,    ,042025,#5,HYD PAN ANGEL'S BLUSH R P10751,Angel's Blush®  Hydrangea,DCS,04,     ,,DORMANT,"24""H - 18""S"," 1,228 ",     ,          , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949420256
CA,2012,080951S,SuperOne TM,HYD PAN BOBO R PP22782,Bobo®  Hardy Hydrangea,DCS,03,     ,,-,"12""H - 10""S",     , 5 ,04/01/14  , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949114940
OR,2012,080952S,SuperTwo,HYD PAN BOBO R PP22782,Bobo®  Hardy Hydrangea,DCS,03,     ,,-,"10""H - 10""S", 5 ,     ,          , 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949360675
CA,2014,089941S,SuperOne TM,HYD PAN FIRE LIGHT TM PPAF,Fire Light™  Hardy Hydrangea,DCS,03,     ,,,"12""H - 10""S",     , 90 ,04/01/14  , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949372777
CA,2014,089945,#5,HYD PAN FIRE LIGHT TM PPAF,Fire Light™  Hardy Hydrangea,DCS,03,     ,,DORMANT,"12""H - 12""S", 58 ,     ,          , 22.00 , 17.60 , 2.47 , 20.07 ,     ,,014949372791
OR,    ,024371S,SuperOne TM,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,     ,,DORMANT,"18""H - 10""S", 10 ,     ,          , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949336861
CA,    ,024371S,SuperOne TM,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,     ,,BREAKING DORMANCY,"8""H - 10""S", 888 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949336861
OR,    ,024372S,SuperTwo,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,     ,,DORMANT,"16""H - 12""S", 32 ,     ,          , 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949337936
CA,    ,024372S,SuperTwo,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,     ,,BREAKING DORMANCY,"10""H - 12""S"," 1,425 ",     ,          , 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949337936
CA,    ,024375,#5,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,     ,,BREAKING DORMANCY,"12""H - 13""S"," 3,824 ",     ,          , 22.00 , 17.60 , 2.47 , 20.07 ,     ,,014949057391
CA,    ,024375PT,#5 PATIO TREE,HYD PAN LIMELIGHT PP12874,Limelight Hardy Hydrangea                                   ,DCS,03,     ,,BREAKING DORMANCY,"15""S", 17 ,     ,          , 36.50 , 29.20 , 3.71 , 32.91 ,     ,,014949350317
OR,    ,029921S,SuperOne TM,HYD PAN LITTLE LIME PPAF,Little Lime™  Hardy Hydrangea,DCS,03,     ,,DORMANT,12''H - 10''S, 25 ,     ,          , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949337974
OR,    ,029922S,SuperTwo,HYD PAN LITTLE LIME PPAF,Little Lime™  Hardy Hydrangea,DCS,03,     ,,DORMANT,12''H - 12''S, 45 ,     ,          , 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949335543
CA,    ,029922S,SuperTwo,HYD PAN LITTLE LIME PPAF,Little Lime™  Hardy Hydrangea,DCS,03,     ,,BREAKING DORMANCY,"8""H - 12""S", 345 ,     ,          , 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949335543
OR,2011,074611S,SuperOne TM,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea,DCS,03,     ,,DORMANT,"12""H - 8""S", 97 ,     ,          , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949337929
CA,2011,074611S,SuperOne TM,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea,DCS,03,     ,,BREAKING DORMANCY,"6""H - 12""S", 251 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949337929
OR,2011,074612S,SuperTwo,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea,DCS,03,     ,,DORMANT,"14""H - 12""S", 85 ,     ,          , 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949336267
CA,2011,074612S,SuperTwo,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea,DCS,03,     ,,BREAKING DORMANCY,"18""H - 12""S", 5 ,,, 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949336267
OR,2011,074615,#5,HYD PAN PINKY WINKY TM PP16166,Pinky Winky™  Hardy Hydrangea,DCS,03,     ,,DORMANT,"16""H - 14""S", 35 ,     ,          , 22.00 , 17.60 , 2.30 , 19.90 ,     ,,014949336274
CA,2011,074601S,SuperOne TM,HYD PAN QUICK FIRE R PP16812,Quick Fire®  Hardy Hydrangea,DCS,03,     ,,BREAKING DORMANCY,"10""H - 10""S", 263 ,     ,          , 9.75 , 7.80 , 0.82 , 8.62 ,     ,,014949337943
OR,2011,074605,#5,HYD PAN QUICK FIRE R PP16812,Quick Fire®  Hardy Hydrangea,DCS,03,     ,,-,"16""H - 14""S",     , 5 ,04/01/14  , 22.00 , 17.60 , 2.30 , 19.90 ,     ,,014949350300
OR,    ,041941,#1,HYD PAN TARDIVA,Tardiva Hydrangea                                           ,DCS,03,     ,,DORMANT,"10""H - 8""S", 357 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949785010
OR,    ,041942,#2,HYD PAN TARDIVA,Tardiva Hydrangea                                           ,DCS,03,     ,,DORMANT,"14""H - 12""S", 6 ,     ,          , 14.00 , 11.20 , 1.15 , 12.35 ,     ,,014949038055
OR,    ,035012,#2 STAKED,HYD PET MIRANDA,Miranda Climbing Hydrangea                                  ,VIN,04,     ,,-,FULL STK,     , 6 ,05/01/14  , 18.25 , 14.60 , 1.15 , 15.75 ,     ,,014949212943
OR,    ,035015,#5 STAKED,HYD PET MIRANDA,Miranda Climbing Hydrangea                                  ,VIN,04,     ,,BREAKING DORMANCY,36'' FULL STK, 5 ,     ,          , 27.50 , 22.00 , 2.30 , 24.30 ,     ,,014949072882
OR,    ,041702,#2 STAKED,HYD PETIOLARIS,Climbing Hydrangea                                          ,VIN,05,     ,,BREAKING DORMANCY,FULL STK, 51 ,,, 18.25 , 14.60 , 1.15 , 15.75 ,     ,,014949417027
OR,    ,041709,#15 STAKED,HYD PETIOLARIS,Climbing Hydrangea                                          ,VIN,05,     ,,BREAKING DORMANCY,48'' FULL STK, 11 ,     ,          , 120.00 , 96.00 , 11.50 , 107.50 ,     ,,014949141922
CA,    ,042061,#1,HYD QUER SNOW QUEEN,Snow Queen Oakleaf Hydrangea                                ,DCS,05,     ,,-,"10""H - 8""S",     , 30 ,04/30/14  , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949143315
OR,    ,042065,#5,HYD QUER SNOW QUEEN,Snow Queen Oakleaf Hydrangea                                ,DCS,05,     ,,-,21''H - 18''S, 3 ,     ,          , 21.00 , 16.80 , 2.30 , 19.10 ,     ,,014949420652
CA,    ,042065,#5,HYD QUER SNOW QUEEN,Snow Queen Oakleaf Hydrangea                                ,DCS,05, 40 ,40,-,"18""H - 15""S",     ,     ,          , 21.00 , 16.80 , 2.47 , 19.27 ,     ,,014949420652
CA,2013,080962S,SuperTwo,HYD SER TUFF STUFF TM PPAF,Tuff Stuff™  Reblooming Mountain Hydrangea,DCS,05,     ,,-,"12""H - 12""S", 53 ,,, 16.00 , 12.80 , 1.65 , 14.45 ,     ,,014949360699
CA,2013,065381,#1,HYPERICUM AN IGNITE RED P19468,Ignite Red St John's Wort                                   ,DCS,05,     ,,BUDS,"10""H - 8""S", 26 ,     ,          , 8.00 , 6.40 , 0.49 , 6.89 ,     ,,014949332917
CA,2013,065385,#5,HYPERICUM AN IGNITE RED P19468,Ignite Red St John's Wort                                   ,DCS,05,     ,,BUDS,"15""H - 15""S", 6 ,     ,          , 21.75 , 17.40 , 2.47 , 19.87 ,     ,,014949357101
OR,    ,042131,#1,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort                                    ,DCS,04,     ,,-,6''H - 8''S, 15 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949421314
CA,    ,042131,#1,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort                                    ,DCS,04,     ,,BREAKING DORMANCY,"10""H - 8""S", 126 ,,, 7.00 , 5.60 , 0.49 , 6.09 ,     ,,014949421314
CA,    ,042135,#5,HYPERICUM FRONDOSUM SUNBURST,Sunburst St. John's Wort                                    ,DCS,04,     ,,BREAKING DORMANCY,"15""H - 15""S *",     , 15 ,04/15/14  , 19.25 , 15.40 , 2.47 , 17.87 ,     ,,014949421352
OR,    ,042221,#1,IBERIS SEMP LITTLE GEM,Little Gem Candytuft                                        ,PRN,05,     ,,BUDS & BLOOMS,PS-1*, 20 ,     ,          , 4.75 , 3.80 , 0.46 , 4.26 ,     ,,014949422212
OR,    ,042605,#5,ILEX AQ ARGENTEOMARGINATA,Variegated English Holly                                    ,EVS,06,     ,,-,27''H - 15''S, 22 ,,, 20.50 , 16.40 , 2.30 , 18.70 ,     ,,014949426050
OR,    ,043052,#2,ILEX AQ GOLD COAST R,Gold Coast®  English Holly,EVS,06,     ,,-,14''H - 12''S, 167 ,     ,          , 14.75 , 11.80 , 1.15 , 12.95 ,     ,,014949430521
OR,    ,045085,#5,ILEX X BLUE BOY,Blue Boy Holly                                              ,EVS,05,     ,,-,"16""H - 18""S", 330 ,     ,          , 20.50 , 16.40 , 2.30 , 18.70 ,     ,,014949450857
OR,    ,045165,#5,ILEX X BLUE PRINCE,Blue Prince Holly                                           ,EVS,05,     ,,-,"24""H - 18""S", 6 ,     ,          , 20.50 , 16.40 , 2.30 , 18.70 ,     ,,014949451656
OR,    ,045352,#2,ILEX X LITTLE RASCAL R P9999,Little Rascal®  Holly,EVS,05,     ,,-,14''H - 12''S, 8 ,     ,          , 15.50 , 12.40 , 1.15 , 13.55 ,     ,,014949453520
OR,    ,019651S,SuperOne TM,ILEX X RED BEAUTY R PP14750,Red Beauty®  Holly,EVS,06,     ,,,"12""H - 8""S",     , 332 ,06/01/14  , 7.75 , 6.20 , 0.77 , 6.97 ,     ,,014949104293
OR,    ,019652,#2,ILEX X RED BEAUTY R PP14750,Red Beauty®  Holly,EVS,06,     ,,,"15""H - 10""S",     , 42 ,06/01/14  , 15.50 , 12.40 , 1.15 , 13.55 ,     ,,014949104316
OR,    ,023965,#5,ILEX X SANTA'S DELIGHT R,Santa's Delight®  English Holly,EVS,06,     ,,-,27''H - 15''S, 415 ," 1,675 ",04/15/14  , 21.75 , 17.40 , 2.30 , 19.70 ,     ,,014949113813
OR,2011,021091,#1,ILEX X SCALLYWAG TM PP21941,Scallywag™  Holly,EVS,05,     ,,-,10''H - 8''S, 20 ,     ,          , 7.50 , 6.00 , 0.46 , 6.46 ,     ,,014949351987
OR,2011,021092,#2,ILEX X SCALLYWAG TM PP21941,Scallywag™  Holly,EVS,05,     ,,-,14''H - 12''S, 14 ,,, 15.75 , 12.60 , 1.15 , 13.75 ,     ,,014949339565
OR,2011,021093,#3,ILEX X SCALLYWAG TM PP21941,Scallywag™  Holly,EVS,05,     ,,-,16''H - 16''S, 9 ,     ,          , 23.50 , 18.80 , 1.84 , 20.64 ,     ,,014949271087
OR,2011,045955,#5,INDIGOFERA KIRILOWII,Chinese Indigo                                              ,EVS,05,     ,,BREAKING DORMANCY,"12""H - 16""S",     , 12 ,06/01/14  , 20.25 , 16.20 , 2.30 , 18.50 ,     ,,014949459553
OR,    ,016471,#1,IRIS EN CASCADE SPICE,Cascade Spice Japanese Iris                                 ,PRN,04,     ,,EMERGING,., 609 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949004920
OR,    ,044011,#1,IRIS EN VARIEGATA,Variegated Japanese Water Iris                              ,PRN,04,     ,,EMERGING,., 241 ,     ,          , 6.75 , 5.40 , 0.46 , 5.86 ,     ,,014949440117
OR,    ,045981,#1,IRIS PALLIDA VARIEGATA,Variegated Sweet Iris                                       ,PRN,04,     ,,EMERGING,., 43 ,,, 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949459812
OR,    ,046361,#1,IRIS SIB BENNERUP BLUE,Bennerup Blue Siberian Iris                                 ,PRN,04,     ,,EMERGING,.," 1,104 ",     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949463611
OR,    ,046441,#1,IRIS SIB CAESAR'S BROTHER,Caesar's Brother Siberian Iris                              ,PRN,04,     ,,EMERGING,., 547 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949464410
OR,    ,046445,#5,IRIS SIB CAESAR'S BROTHER,Caesar's Brother Siberian Iris                              ,PRN,04,     ,,CUT BACK,., 115 ,     ,          , 16.50 , 13.20 , 2.30 , 15.50 ,     ,,014949464458
OR,    ,046105,#5,IRIS SIB CHILLED WINE,Chilled Wine Siberian Iris                                  ,PRN,04,     ,,CUT BACK,., 12 ,     ,          , 16.50 , 13.20 , 2.30 , 15.50 ,     ,,014949461037
OR,    ,046471,#1,IRIS SIB ERIC THE RED,Eric The Red Siberian Iris                                  ,PRN,04,     ,,EMERGING,., 386 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949464724
OR,    ,046011,#1,IRIS SIB RUFFLED VELVET,Ruffled Velvet Siberian Iris                                ,PRN,04,     ,,EMERGING,.," 2,649 ",     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949460115
OR,    ,046015,#5,IRIS SIB RUFFLED VELVET,Ruffled Velvet Siberian Iris                                ,PRN,04,     ,,CUT BACK,., 254 ,     ,          , 16.50 , 13.20 , 2.30 , 15.50 ,     ,,014949460153
OR,    ,046501,#1,ITEA VIR HENRYS GARNET,Henry's Garnet Sweetspire                                   ,DCS,05,     ,,-,"10""H - 8""S", 463 ,     ,          , 6.50 , 5.20 , 0.46 , 5.66 ,     ,,014949465011
OR,    ,046502,#2,ITEA VIR HENRYS GARNET,Henry's Garnet Sweetspire                                   ,DCS,05,     ,,-,"12""H - 12""S", 919 ,     ,          , 14.50 , 11.60 , 1.15 , 12.75 ,     ,,014949465028
OR,    ,046505,#5,ITEA VIR HENRYS GARNET,Henry's Garnet Sweetspire                                   ,DCS,05,     ,,-,24''H - 18''S, 116 ,     ,          , 19.25 , 15.40 , 2.30 , 17.70 ,     ,,014949465059
OR,    ,046492S,SuperTwo,ITEA VIR LITTLE HENRY R P10988,Little Henry®  Dwarf Virginia Sweetspire,DCS,05,     ,,-,10''H - 10''S,     , 10 ,05/15/14  , 15.00 , 12.00 , 1.53 , 13.53 ,     ,,014949354278
OR,    ,046495,#5,ITEA VIR LITTLE HENRY R P10988,Little Henry®  Dwarf Virginia Sweetspire,DCS,05,     ,,-,14''H - 16''S,     , 66 ,05/15/14  , 22.00 , 17.60 , 2.30 , 19.90 ,     ,,014949785157
OR,    ,046901,#1,JUN C GOLD COAST R,Gold Coast®  Juniper,CON,03,     ,,WINTER COLOR,"10""S", 420 , 952 ,05/15/14  , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949469019
CA,    ,047605PP,#5 POMPON,JUN C HETZII GLAUCA,Hetz Blue Juniper                                           ,CON,04,     ,,-,5-7 ARMS, 2 ,     ,          , 60.00 , 48.00 , 3.71 , 51.71 ,     ,,014949476352
CA,    ,047609PP,#15 POMPON,JUN C HETZII GLAUCA,Hetz Blue Juniper                                           ,CON,04,     ,,-,"32""H - 32""S", 1 ,     ,          , 105.00 , 84.00 , 18.54 , 102.54 ,     ,,014949476390
OR,    ,048002,#2,JUN C MINT JULEP R,Mint Julep®  Juniper,CON,03,     ,,-,"16""S", 41 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949480021
OR,    ,048005,#5,JUN C MINT JULEP R,Mint Julep®  Juniper,CON,03,     ,,-,"21""S", 33 ,,, 17.00 , 13.60 , 2.30 , 15.90 ,     ,,014949480052
CA,    ,048305OP,#5 ORIENTAL POMPON,JUN C PFITZERIANA GLAUCA,Blue Pfitzer Juniper                                        ,CON,03,     ,,-,"60""H", 4 ,     ,          , 70.00 , 56.00 , 3.71 , 59.71 ,     ,,014949483657
CA,    ,048451,#1,JUN C SAN JOSE,San Jose Juniper                                            ,CON,04,     ,,-,"12""S",     , 282 ,05/28/14  , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949484517
CA,    ,048451BO,#1 BONSAI,JUN C SAN JOSE,San Jose Juniper                                            ,CON,04,     ,,-,5-7 BALLS, 6 ,     ,          , 15.00 , 12.00 , 0.74 , 12.74 ,     ,,014949484616
CA,    ,048452OP,#2 ORIENTAL POMPON,JUN C SAN JOSE,San Jose Juniper                                            ,CON,04,     ,,-,"32""H", 5 ,     ,          , 42.50 , 34.00 , 1.85 , 35.85 ,     ,,014949485026
CA,    ,048131,#1,JUN C SEA OF GOLD R PP17622,Sea Of Gold®  Juniper,CON,03,     ,,-,"8""S", 66 ,     ,          , 6.00 , 4.80 , 0.49 , 5.29 ,     ,,014949481318
OR,    ,048135,#5,JUN C SEA OF GOLD R PP17622,Sea Of Gold®  Juniper,CON,03,     ,,WINTER COLOR,"14""S",     , 20 ,06/01/14  , 17.50 , 14.00 , 2.30 , 16.30 ,     ,,014949481356
CA,    ,048135,#5,JUN C SEA OF GOLD R PP17622,Sea Of Gold®  Juniper,CON,03,     ,,-,"20""S", 34 ,     ,          , 17.50 , 14.00 , 2.47 , 16.47 ,     ,,014949481356
OR,    ,047301,#1,JUN C SPARTAN,Spartan Juniper                                             ,CON,05,     ,,WINTER COLOR,"21""H - 8""S", 7 ,     ,          , 7.00 , 5.60 , 0.46 , 6.06 ,     ,,014949473016
OR,    ,049032,#2,JUN COM ALPINE CARPET R,Alpine Carpet®  Juniper,CON,03,     ,,-,"12""S", 170 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949490327
OR,    ,049035,#5,JUN COM ALPINE CARPET R,Alpine Carpet®  Juniper,CON,03,     ,,-,"18""S", 104 ,,, 16.75 , 13.40 , 2.30 , 15.70 ,     ,,014949490358
OR,    ,084901,#1,JUN COMMUNIS VAR MONTANA,Mountain Juniper                                            ,CON,03,     ,,-,"10""S"," 1,105 ",     ,          , 6.00 , 4.80 , 0.46 , 5.26 ,     ,,014949051306
OR,    ,084905,#5,JUN COMMUNIS VAR MONTANA,Mountain Juniper                                            ,CON,03,     ,,-,"20""S", 56 ,,, 16.75 , 13.40 , 2.30 , 15.70 ,     ,,014949051313
CA,    ,049905,#5,JUN H ICEE BLUE R P9639,Icee Blue®  Juniper,CON,03,     ,,-,"16""S",     , 5 ,05/07/14  , 16.75 , 13.40 , 2.47 , 15.87 ,     ,,014949499054
CA,    ,049905PT,#5 PATIO TREE,JUN H ICEE BLUE R P9639,Icee Blue®  Juniper,CON,03,     ,,-,"12""S", 2 ,,, 55.00 , 44.00 , 3.71 , 47.71 ,     ,,014949499252
CA,    ,050302,#2,JUN H PRINCE OF WALES,Prince Of Wales Juniper                                     ,CON,03,     ,,-,"12""S", 51 ,     ,          , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949503027
CA,    ,050305,#5,JUN H PRINCE OF WALES,Prince Of Wales Juniper                                     ,CON,03,     ,,-,"22""S", 100 ,     ,          , 16.75 , 13.40 , 2.47 , 15.87 ,     ,,014949503058
OR,    ,050701,#1,JUN H WILTONII,Blue Rug Juniper                                            ,CON,03,     ,,-,"8""S", 774 ,,, 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949507018
OR,    ,050702,#2,JUN H WILTONII,Blue Rug Juniper                                            ,CON,03,     ,,-,"14""S", 69 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949507025
OR,    ,050202,#2,JUN H YOUNGSTOWN,Youngstown Andorra Juniper                                  ,CON,03,     ,,WINTER COLOR,"16""S", 8 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949502020
OR,    ,051601,#1,JUN SA BROADMOOR,Broadmoor Juniper                                           ,CON,03,     ,,WINTER COLOR,"10""S", 10 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949516010
OR,    ,051605,#5,JUN SA BROADMOOR,Broadmoor Juniper                                           ,CON,03,     ,,-,"18""S", 22 ,,, 17.00 , 13.60 , 2.30 , 15.90 ,     ,,014949516058
OR,    ,051701,#1,JUN SA BUFFALO,Buffalo Juniper                                             ,CON,03,     ,,-,"8""S",     , 70 ,05/15/14  , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949517017
CA,    ,051701,#1,JUN SA BUFFALO,Buffalo Juniper                                             ,CON,03,     ,,-,"10""S", 10 ,     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949517017
OR,    ,051705,#5,JUN SA BUFFALO,Buffalo Juniper                                             ,CON,03,     ,,-,"20""S", 145 ,,, 17.00 , 13.60 , 2.30 , 15.90 ,     ,,014949517055
CA,    ,051705,#5,JUN SA BUFFALO,Buffalo Juniper                                             ,CON,03,     ,,-,"18""S", 48 ,     ,          , 17.00 , 13.60 , 2.47 , 16.07 ,     ,,014949517055
CA,    ,052001,#1,JUN SA TAMARISCIFOLIA NEW BLUE,New Blue Tamarix Juniper                                    ,CON,03,     ,,-,"8""S", 20 ,     ,          , 5.75 , 4.60 , 0.49 , 5.09 ,     ,,014949520017
CA,    ,052155,#5,JUN SC BLUE CREEPER R,Blue Creeper®  Juniper,CON,03,     ,,-,"20""S", 23 ,     ,          , 16.75 , 13.40 , 2.47 , 15.87 ,     ,,014949521557
CA,    ,052305,#5,JUN SC COLOGREEN,Cologreen Juniper                                           ,CON,03,     ,,-,"36""H - 12""S", 101 , 160 ,05/31/14  , 24.00 , 19.20 , 2.47 , 21.67 ,     ,,014949523056
CA,    ,052507,#7,JUN SC GRAY GLEAM,Gray Gleam Juniper                                          ,CON,04,     ,,-,"40""H - 18""S", 5 ,     ,          , 55.00 , 44.00 , 6.18 , 50.18 ,     ,,014949525074
CA,    ,052705,#5,JUN SC MEDORA,Medora Juniper                                              ,CON,03,     ,,-,"40""H - 12""S",     , 30 ,05/31/14  , 24.00 , 19.20 , 2.47 , 21.67 ,     ,,014949527054
CA,    ,052707,#7,JUN SC MEDORA,Medora Juniper                                              ,CON,03,     ,,-,"48""H - 18""S", 5 ,     ,          , 55.00 , 44.00 , 6.18 , 50.18 ,     ,,014949527078
CA,    ,054001,#1,JUN SC SKYROCKET,Skyrocket Juniper                                           ,CON,04,     ,,-,"18""H - 6""S", 15 ,     ,          , 7.50 , 6.00 , 0.49 , 6.49 ,     ,,014949540015
CA,    ,054005,#5,JUN SC SKYROCKET,Skyrocket Juniper                                           ,CON,04,     ,,-,"36""H - 10""S",     , 292 ,05/31/14  , 24.00 , 19.20 , 2.47 , 21.67 ,     ,,014949540053
CA,    ,053105PT,#5 PATIO TREE,JUN SC TOLL BLU WEEPING,Tolleson's Blue Weeping Juniper                             ,CON,03,     ,,-,"60H  - 24""S", 5 ,     ,          , 55.00 , 44.00 , 3.71 , 47.71 ,     ,,014949531051
OR,    ,053391,#1,JUN SQUA BLUE STAR,Blue Star Juniper                                           ,CON,04,     ,,-,"18""S", 10 ,     ,          , 5.75 , 4.60 , 0.46 , 5.06 ,     ,,014949533918
OR,    ,053392,#2,JUN SQUA BLUE STAR,Blue Star Juniper                                           ,CON,04,     ,,-,"12""S", 25 ,     ,          , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949533925
OR,    ,053395,#5,JUN SQUA BLUE STAR,Blue Star Juniper                                           ,CON,04,     ,,-,"16""S", 17 , 314 ,05/15/14  , 17.00 , 13.60 , 2.30 , 15.90 ,     ,,014949533956
CA,    ,053655,#5,JUN V BLUE ARROW,Blue Arrow Juniper                                          ,CON,04,     ,,-,"40""H",     , 343 ,05/31/14  , 24.00 , 19.20 , 2.47 , 21.67 ,     ,,014949536551
OR,2012,080252,#2,KNIPH MANGO POPSICLE TM PPAF,Mango Popsicle™  Dwarf Poker,PRN,05,     ,,,,     , 20 ,06/01/14  , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949380055
OR,2012,080261,#1,KNIPH PINEAPPL POPSICLE TM PAF,Pineapple Popsicle Dwarf Poker                              ,PRN,05,     ,,CUT BACK,., 20 ,     ,          , 5.50 , 4.40 , 0.46 , 4.86 ,     ,,014949358894
OR,2012,080262,#2,KNIPH PINEAPPL POPSICLE TM PAF,Pineapple Popsicle Dwarf Poker                              ,PRN,05,     ,,,,     , 20 ,06/01/14  , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949380062
OR,2012,080272,#2,KNIPH REDHOT POPSICLE TM PPAF,Redhot Popsicle™  Poker,PRN,05,     ,,,,     , 20 ,06/01/14  , 12.50 , 10.00 , 1.15 , 11.15 ,     ,,014949380079
CA,    ,054222,#2,KNIPHOFIA UV FLAMENCO,Flamenco Red Hot Poker                                      ,PRN,05,     ,,-,"13""H",     , 192 ,04/01/14  , 12.50 , 10.00 , 1.24 , 11.24 ,     ,,014949276297
OR,2011,074661S,SuperOne TM,KOLKWITZIA AMA DREAM CATCHR TM,Dream Catcher™  Beauty Bush,DCS,04,     ,,BREAKING DORMANCY,"8""H - 8""S", 389 ,     ,          , 9.75 , 7.80 , 0.77 , 8.57 ,     ,,014949336397
OR,2011,074662S,SuperTwo,KOLKWITZIA AMA DREAM CATCHR TM,Dream Catcher™  Beauty Bush,DCS,04,     ,,BREAKING DORMANCY,"10""H - 12""S", 15 ,     ,          , 16.00 , 12.80 , 1.53 , 14.33 ,     ,,014949354247
CA,    ,028431,#1,LAG ARAPAHO,Arapaho Crape Myrtle                                        ,DCS,06,     ,,DORMANT,"9""H - 6""S", 14 ,     ,          , 6.75 , 5.40 , 0.49 , 5.89 ,     ,,014949063392
