Loc,Item,Plant Name,Botanical Name,Common Name,Chosen Items,Royalty Code,UPC#,
OR,00095M,ACER PAL CRIMSON QUEEN,Acer palmatum var. dissectum 'Crimson Queen'                ,Crimson Queen Japanese Maple                                ,,,014949005842,
CT,000843,ACER PAL EMPEROR I R,Acer palmatum 'Wolff'                                       ,Emperor I®  Japanese Maple,,AJO,014949400197,
OR,000845,ACER PAL EMPEROR I R,Acer palmatum 'Wolff'                                       ,Emperor I®  Japanese Maple,,AJO,014949008454,
OR,000849,ACER PAL EMPEROR I R,Acer palmatum 'Wolff'                                       ,Emperor I®  Japanese Maple,,AJO,014949008485,
OR,00084M,ACER PAL EMPEROR I R,Acer palmatum 'Wolff'                                       ,Emperor I®  Japanese Maple,,AJO,014949008577,
CT,400363,ACER PAL FIREGLOW,                                                            ,                                                            ,,,014949387887,
CT,000993,ACER PAL GARNET,                                                            ,                                                            ,,,014949400210,
CT,400373ST,ACER PAL INABA SHIDARE,                                                            ,                                                            ,,,014949387924,
CT,400375ST,ACER PAL INABA SHIDARE,                                                            ,                                                            ,,,014949387948,
CT,40037MST,ACER PAL INABA SHIDARE,                                                            ,                                                            ,,,014949387962,
OR,033215,ACER PAL KAGIRI NISHIKI,Acer palmatum 'Kagiri Nishiki'                              ,Kagiri Nishiki Japanese Maple                               ,,,014949071212,
CT,029083,ACER PAL ORANGEOLA,                                                            ,                                                            ,,,014949386699,
OR,018345,ACER PAL OSAKAZUKI,Acer palmatum 'Osakazuki'                                   ,Osakazuki Japanese Maple                                    ,,,014949007761,
OR,001052,ACER PAL OSHIO BENI,Acer palmatum 'Oshio-Beni'                                  ,Oshio-Beni Japanese Maple                                   ,,,014949010525,
OR,010395ST,ACER PAL RED DRAGON R,Acer palmatum dissectum 'Red Dragon'                        ,Red Dragon®  Japanese Maple,,,014949273999,
OR,01039MST,ACER PAL RED DRAGON R,Acer palmatum dissectum 'Red Dragon'                        ,Red Dragon®  Japanese Maple,,,014949274002,
CT,400393,ACER PAL RED SELECT,                                                            ,                                                            ,,,014949387993,
CT,400393ST,ACER PAL RED SELECT,                                                            ,                                                            ,,,014949388013,
CT,40039MST,ACER PAL RED SELECT,                                                            ,                                                            ,,,014949388075,
CT,400443,ACER PAL RYUSEN,                                                            ,                                                            ,,,014949388099,
CT,400445,ACER PAL RYUSEN,                                                            ,                                                            ,,,014949388112,
CT,40044M,ACER PAL RYUSEN,                                                            ,                                                            ,,,014949388143,
OR,001025,ACER PAL SANGOKAKU,Acer palmatum 'Sangokaku'                                   ,Coral Bark Japanese Maple                                   ,,,014949010259,
OR,001029,ACER PAL SANGOKAKU,Acer palmatum 'Sangokaku'                                   ,Coral Bark Japanese Maple                                   ,,,014949010297,
OR,00102M,ACER PAL SANGOKAKU,Acer palmatum 'Sangokaku'                                   ,Coral Bark Japanese Maple                                   ,,,014949010372,
OR,000912,ACER PAL SEIRYU,Acer palmatum 'Seiryu'                                      ,Seiryu Japanese Maple                                       ,,,014949009123,
OR,000915,ACER PAL SEIRYU,Acer palmatum 'Seiryu'                                      ,Seiryu Japanese Maple                                       ,,,014949009154,
OR,001212,ACER PAL SHAINA,Acer palmatum 'Shaina'                                      ,Shaina Japanese Maple                                       ,,,014949012123,
OR,001215,ACER PAL SHAINA,Acer palmatum 'Shaina'                                      ,Shaina Japanese Maple                                       ,,,014949012154,
160000,018332,ACER PAL SHISHIGASHIRA,Acer palmatum 'Shishigashira'                               ,Shishigashira Japanese Maple                                ,1,,014949305652,
OR,018335,ACER PAL SHISHIGASHIRA,Acer palmatum 'Shishigashira'                               ,Shishigashira Japanese Maple                                ,,,014949007730,
CT,029093,ACER PAL TAMUKEYAMA,Acer palmatum var. dissectum 'Tamukeyama'                   ,Tamukeyama Japanese Maple                                   ,,,014949400265,
CT,029093ST,ACER PAL TAMUKEYAMA,Acer palmatum var. dissectum 'Tamukeyama'                   ,Tamukeyama Japanese Maple                                   ,,,014949412831,
CT,02909M,ACER PAL TAMUKEYAMA,Acer palmatum var. dissectum 'Tamukeyama'                   ,Tamukeyama Japanese Maple                                   ,,,014949400296,
CT,033963,ACER PAL TROMPENBURG,Acer palmatum 'Trompenburg'                                 ,Trompenburg Japanese Maple                                  ,,,014949400302,
CT,40043MST,ACER PAL VIRIDIS,                                                            ,                                                            ,,,014949388228,
OR,000902ST,ACER PAL WATERFALL,Acer palmatum 'Waterfall'                                   ,Waterfall Japanese Maple                                    ,,,014949009024,
CT,000903,ACER PAL WATERFALL,Acer palmatum 'Waterfall'                                   ,Waterfall Japanese Maple                                    ,,,014949400333,
160000,000905,ACER PAL WATERFALL,Acer palmatum 'Waterfall'                                   ,Waterfall Japanese Maple                                    ,1,,014949005293,
OR,000905ST,ACER PAL WATERFALL,Acer palmatum 'Waterfall'                                   ,Waterfall Japanese Maple                                    ,,,014949009055,
OR,00090M,ACER PAL WATERFALL,Acer palmatum 'Waterfall'                                   ,Waterfall Japanese Maple                                    ,,,014949062326,
OR,00090MST,ACER PAL WATERFALL,Acer palmatum 'Waterfall'                                   ,Waterfall Japanese Maple                                    ,,,014949009062,
OR,000655,ACER PALMATUM,Acer palmatum                                               ,Japanese Maple                                              ,,,014949006559,
OR,000655MU,ACER PALMATUM,Acer palmatum                                               ,Japanese Maple                                              ,,,014949006757,
OR,049585,ACER PSEUDO ESKIMO SUNSET,Acer pseudoplatanus 'Esk Sunset'                            ,Eskimo Sunset Sycamore Maple                                ,,,014949317662,
CT,400467,ACER RUB REDPOINTE R P16769,                                                            ,                                                            ,,,014949388242,
OR,030335,ACER SHIR AUTUMN MOON,Acer shirasawanum 'Autumn Moon'                             ,Autumn Moon Fullmoon Maple                                  ,,,014949193495,
OR,03033M,ACER SHIR AUTUMN MOON,Acer shirasawanum 'Autumn Moon'                             ,Autumn Moon Fullmoon Maple                                  ,,,014949193501,
OR,058241,ACHILLEA APRICOT DLGHT PP18738,"Achillea millefolium 'Apricot Delight' P.P.# 18,738         ",Tutti Frutti Apricot Delight Yarrow                         ,,,014949357941,
CA,058241,ACHILLEA APRICOT DLGHT PP18738,"Achillea millefolium 'Apricot Delight' P.P.# 18,738         ",Tutti Frutti Apricot Delight Yarrow                         ,,,014949357941,
GA,058241,ACHILLEA APRICOT DLGHT PP18738,"Achillea millefolium 'Apricot Delight' P.P.# 18,738         ",Tutti Frutti Apricot Delight Yarrow                         ,,,014949357941,
GA,001341,ACHILLEA MILL PAPRIKA,Achillea millefolium 'Paprika'                              ,Paprika Common Yarrow                                       ,,,014949013410,
GA,00134UT,ACHILLEA MILL PAPRIKA,Achillea millefolium 'Paprika'                              ,Paprika Common Yarrow                                       ,,,014949307717,
OR,029061,ACHILLEA MILL RED VELVET,Achillea millefolium 'Red Velvet'                           ,Red Velvet Yarrow                                           ,,,014949065426,
CA,029061,ACHILLEA MILL RED VELVET,Achillea millefolium 'Red Velvet'                           ,Red Velvet Yarrow                                           ,,,014949065426,
GA,006241,ACHILLEA MILL SUMMER BERRIES,Achillea millefolium 'Summer Berries'                       ,Summer Berries Yarrow                                       ,,,014949370322,
GA,024961,ACHILLEA MILL SUMMERWINE,Achillea millefolium 'Summerwine'                           ,Summerwine Common Yarrow                                    ,,,014949049891,
GA,000471,ACHILLEA MILL TERRA COTTA,Achillea millefolium 'Terra Cotta'                          ,Terra Cotta Common Yarrow                                   ,,,014949002100,
OR,000511,ACHILLEA OERTEL'S ROSE,Achillea millefolium 'Oertel's Rose'                        ,Oertel's Rose Yarrow                                        ,,,014949002506,
CT,000511,ACHILLEA OERTEL'S ROSE,Achillea millefolium 'Oertel's Rose'                        ,Oertel's Rose Yarrow                                        ,,,014949002506,
GA,000511,ACHILLEA OERTEL'S ROSE,Achillea millefolium 'Oertel's Rose'                        ,Oertel's Rose Yarrow                                        ,,,014949002506,
CT,400481,ACHILLEA SAUCY SDCTN PP20782,                                                            ,                                                            ,,,014949388266,
OR,058251,ACHILLEA STRWBRY SDCTN P18401,"Achillea millefolium 'Strawberry Seduction' P.P.# 18,401    ",Strawberry Seduction Yarrow                                 ,,,014949357965,
CT,058251,ACHILLEA STRWBRY SDCTN P18401,"Achillea millefolium 'Strawberry Seduction' P.P.# 18,401    ",Strawberry Seduction Yarrow                                 ,,,014949357965,
GA,058251,ACHILLEA STRWBRY SDCTN P18401,"Achillea millefolium 'Strawberry Seduction' P.P.# 18,401    ",Strawberry Seduction Yarrow                                 ,,,014949357965,
GA,000561,ACHILLEA X CORONATION GOLD,Achillea x 'Coronation Gold'                                ,Coronation Gold Yarrow                                      ,,,014949002841,
GA,00056UT,ACHILLEA X CORONATION GOLD,Achillea x 'Coronation Gold'                                ,Coronation Gold Yarrow                                      ,,,014949307274,
OR,001391,ACTINIDIA ARG ISSAI (FEMALE),Actinidia arguta 'Issai' (Self-fertile female)              ,Hardy Kiwi Vine                                             ,,,014949013915,
OR,001395,ACTINIDIA ARG ISSAI (FEMALE),Actinidia arguta 'Issai' (Self-fertile female)              ,Hardy Kiwi Vine                                             ,,,014949013953,
CA,001395,ACTINIDIA ARG ISSAI (FEMALE),Actinidia arguta 'Issai' (Self-fertile female)              ,Hardy Kiwi Vine                                             ,,,014949013953,
CA,001461,ACTINIDIA CH TOMURI (MALE),Actinidia chinensis 'Tomuri' (Male)                         ,Tomuri Kiwi Vine                                            ,,,014949014615,
CA,001465,ACTINIDIA CH TOMURI (MALE),Actinidia chinensis 'Tomuri' (Male)                         ,Tomuri Kiwi Vine                                            ,,,014949014653,
CA,001411,ACTINIDIA CH VINCENT (FEMALE),Actinidia chinensis 'Vincent' (Female)                      ,Vincent Kiwi Vine                                           ,,,014949014110,
CA,001415,ACTINIDIA CH VINCENT (FEMALE),Actinidia chinensis 'Vincent' (Female)                      ,Vincent Kiwi Vine                                           ,,,014949014158,
OR,001491,ACTINIDIA KOLOMIKTA,Actinidia kolomikta (Female)                                ,Ornamental Kiwi (Female)                                    ,,,014949014912,
CA,079092,AEONIUM CANARIENSE,Aeonium canariense                                          ,Giant Velvet Rose                                           ,,,014949357163,
CA,063581,AEONIUM KIWI,Aeonium 'Kiwi'                                              ,Kiwi Aeonium                                                ,,,014949314883,
OR,001565,AESCULUS PARVIFLORA,Aesculus parviflora                                         ,Bottlebrush Buckeye                                         ,,,014949015650,
OR,001585,AESCULUS PAVIA,Aesculus pavia                                              ,Red Buckeye                                                 ,,,014949015858,
OR,028895,AESCULUS X ARN AUTUMN SPLENDOR,Aesculus x arnoldiana 'Autumn Splendor'                     ,Autumn Splendor Horse Chestnut                              ,,,014949065174,
OR,000575,AESCULUS X CARNEA FORT MCNAIR,Aesculus x carnea 'Fort McNair'                             ,Fort McNair Horse Chestnut                                  ,,,014949052990,
CA,035282,AGAPANTHUS AFR SUN STRIPE R,Agapanthus africanus 'MonKageyama'                          ,Sun Stripe®  Agapanthus,,,014949252895,
CA,001651,AGAPANTHUS AFRICANUS,Agapanthus africanus                                        ,Lily Of The Nile                                            ,,,014949016510,
GA,001651,AGAPANTHUS AFRICANUS,Agapanthus africanus                                        ,Lily Of The Nile                                            ,,,014949016510,
GA,001655,AGAPANTHUS AFRICANUS,Agapanthus africanus                                        ,Lily Of The Nile                                            ,,,014949016558,
GA,001701,AGAPANTHUS ALBUS,Agapanthus africanus 'Albus'                                ,White Lily Of The Nile                                      ,,,014949017012,
170000,099571,AGAPANTHUS BABY PETE TMPP21705,"Agapanthus orientalis 'Benfran' P.P. #21,705                ",Baby Pete™  Lily Of The Nile,1,PPP,014949265208,
GA,099571,AGAPANTHUS BABY PETE TMPP21705,"Agapanthus orientalis 'Benfran' P.P. #21,705                ",Baby Pete™  Lily Of The Nile,,PPP,014949265208,
GA,09957UT,AGAPANTHUS BABY PETE TMPP21705,"Agapanthus orientalis 'Benfran' P.P. #21,705                ",Baby Pete™  Lily Of The Nile,,PPP,014949360774,
OR,050012,AGAPANTHUS BLUE LEAP,Agapanthus 'Blue Leap'                                      ,Blue Leap Lily of the Nile                                  ,,HIN,014949274392,
CA,001732,AGAPANTHUS BLUE STORM PP14332,"Agapanthus praecox orientalis 'ATIBlu' P.P.# 14,332         ",Blue Storm™  Lily Of The Nile,,ATI,014949007990,
GA,001732,AGAPANTHUS BLUE STORM PP14332,"Agapanthus praecox orientalis 'ATIBlu' P.P.# 14,332         ",Blue Storm™  Lily Of The Nile,,ATI,014949007990,
CT,400511S,AGAPANTHUS HYB BLUE YONDER,                                                            ,                                                            ,,,014949388297,
OR,097222,AGAPANTHUS HYBRID BLUE,                                                            ,                                                            ,,,014949383780,
160000,050002,AGAPANTHUS INAPTERUS GRASKOP,Agapanthus inapertus 'Graskop'                              ,Graskop Lily of the Nile                                    ,1,HIN,014949274385,
CA,001751,AGAPANTHUS PETER PAN,Agapanthus africanus 'Peter Pan'                            ,Dwarf Lily Of The Nile                                      ,,,014949017517,
CA,001752,AGAPANTHUS PETER PAN,Agapanthus africanus 'Peter Pan'                            ,Dwarf Lily Of The Nile                                      ,,,014949017524,
CA,001801,AGAPANTHUS QUEEN ANNE-DIVISION,Agapanthus africanus 'Queen Anne'                           ,Queen Anne Lily Of The Nile                                 ,,,014949018019,
170000,001881,AGAPANTHUS X MIDKNIGHT BLUE R,Agapanthus x 'Monmid'                                       ,Midknight Blue®  Agapanthus,1,,014949018811,
GA,001881,AGAPANTHUS X MIDKNIGHT BLUE R,Agapanthus x 'Monmid'                                       ,Midknight Blue®  Agapanthus,,,014949018811,
OR,001882,AGAPANTHUS X MIDKNIGHT BLUE R,Agapanthus x 'Monmid'                                       ,Midknight Blue®  Agapanthus,,,014949018828,
CA,001882,AGAPANTHUS X MIDKNIGHT BLUE R,Agapanthus x 'Monmid'                                       ,Midknight Blue®  Agapanthus,,,014949018828,
GA,001882,AGAPANTHUS X MIDKNIGHT BLUE R,Agapanthus x 'Monmid'                                       ,Midknight Blue®  Agapanthus,,,014949018828,
CA,001885,AGAPANTHUS X MIDKNIGHT BLUE R,Agapanthus x 'Monmid'                                       ,Midknight Blue®  Agapanthus,,,014949018859,
GA,001885,AGAPANTHUS X MIDKNIGHT BLUE R,Agapanthus x 'Monmid'                                       ,Midknight Blue®  Agapanthus,,,014949018859,
CA,058471,AGASTACHE AUR APRICOT SPRITE,Agastache aurantiaca 'Apricot Sprite'                       ,Apricot Sprite Hyssop                                       ,,,014949332320,
CT,018561S,AGASTACHE AUR-HYB TANGO,Agastache aurantiaca 'Tango'                                ,Tango Hummingbird Mint                                      ,,,014949378984,
GA,006251,AGASTACHE GRAPE NECTAR TM PPAF,Agastache 'Grape Nectar' P.P.A.F.                           ,Nectar™  Grape Hummingbird Mint,,,014949370346,
OR,059041,AGASTACHE HEATWAVE PP19662,"Agastache 'Heatwave' P.P.#19,662                            ",Heatwave Hyssop                                             ,,,014949309599,
CT,400521S,AGASTACHE HYB BLUE BOA,                                                            ,                                                            ,,,014949388310,
GA,006341,AGASTACHE ORANGE NECTAR TM PAF,Agastache 'Orange Nectar' P.P.A.F.                          ,Nectar™  Orange Hummingbird Mint,,,014949370353,
GA,080081,AGASTACHE SUMMER LOVE PP20510,"Agastache 'Summer Love' P.P.#20,510                         ",Summer Love Hyssop                                          ,,TNN,014949322727,
OR,021251,AGASTACHE X BLUE FORTUNE,Agastache 'Blue Fortune'                                    ,Blue Fortune Hyssop                                         ,,,014949053829,
CT,021251,AGASTACHE X BLUE FORTUNE,Agastache 'Blue Fortune'                                    ,Blue Fortune Hyssop                                         ,,,014949053829,
GA,021251,AGASTACHE X BLUE FORTUNE,Agastache 'Blue Fortune'                                    ,Blue Fortune Hyssop                                         ,,,014949053829,
CT,084921S,AGASTACHE X BOLERO,Agastache 'Bolero'                                          ,Bolero Hyssop                                               ,,,014949400081,
CA,074722,AGAVE ATTENUATA RAY OF LIGHT,Agave attenuata 'Ray of Light'                              ,Variegated Fox Tail Agave                                   ,,,014949335321,
CA,074725,AGAVE ATTENUATA RAY OF LIGHT,Agave attenuata 'Ray of Light'                              ,Variegated Fox Tail Agave                                   ,,,014949335338,
CA,074122,AGAVE BRACTEOSA CALAMAR,Agave bracteosa 'Calamar'                                   ,Calamar Squid Agave                                         ,,,014949335505,
CA,021595,AGAVE DESMETTIANA VARIEGATA,Agave desmettiana 'Variegata'                               ,Variegated Dwarf Agave                                      ,,,014949040850,
CA,021599,AGAVE DESMETTIANA VARIEGATA,Agave desmettiana 'Variegata'                               ,Variegated Dwarf Agave                                      ,,,014949070574,
CA,074132,AGAVE DURANGO,Agave schidigera 'Durango'                                  ,Thread-leaf Agave                                           ,,,014949335512,
CA,092822,AGAVE OCA X ATT BLUE GLOW,Agave 'Blue Glow'                                           ,Blue Glow Agave                                             ,,,014949270240,
GA,092822,AGAVE OCA X ATT BLUE GLOW,Agave 'Blue Glow'                                           ,Blue Glow Agave                                             ,,,014949270240,
CA,025222,AGAVE PARRYI VAR TRUNCATA,Agave parryi var. truncata                                  ,Artichoke Agave                                             ,,,014949051238,
CA,068812,AGAVE POTATORUM KISSHO KAN,Agave potatorum 'Kissho Kan'                                ,Lucky Crown Century Plant                                   ,,,014949327623,
CA,074172,AGAVE UTAHENSIS SSP UTAHENSIS,Agave utahensis ssp. utahensis                              ,Utah Agave                                                  ,,,014949352229,
CA,025242,AGAVE VICTORIA-REGINAE,Agave victoriae-reginae                                     ,Queen Victoria Agave                                        ,,,014949051337,
CT,40054UT,AJUGA BLACK SCALLOP PP15815,                                                            ,                                                            ,,,014949385159,
OR,080301,AJUGA CHOCOLATE CHIP,Ajuga x 'Chocolate Chip'                                    ,Chocolate Chip Carpet Bugle                                 ,,,014949803011,
CT,08030FLT,AJUGA CHOCOLATE CHIP,Ajuga x 'Chocolate Chip'                                    ,Chocolate Chip Carpet Bugle                                 ,,,014949400418,
160000,08030UT,AJUGA CHOCOLATE CHIP,Ajuga x 'Chocolate Chip'                                    ,Chocolate Chip Carpet Bugle                                 ,1,,014949010792,
CT,08030UT,AJUGA CHOCOLATE CHIP,Ajuga x 'Chocolate Chip'                                    ,Chocolate Chip Carpet Bugle                                 ,,,014949010792,
GA,08030UT,AJUGA CHOCOLATE CHIP,Ajuga x 'Chocolate Chip'                                    ,Chocolate Chip Carpet Bugle                                 ,,,014949010792,
OR,00189UT,AJUGA REPTANS BRONZE BEAUTY,Ajuga reptans 'Bronze Beauty'                               ,Bronze Beauty Carpet Bugle                                  ,,,014949010839,
OR,000594PTC,AJUGA REPTANS BURGUNDY GLOW,Ajuga reptans 'Burgundy Glow'                               ,Burgundy Glow Carpet Bugle                                  ,,,014949339008,
OR,00059UT,AJUGA REPTANS BURGUNDY GLOW,Ajuga reptans 'Burgundy Glow'                               ,Burgundy Glow Carpet Bugle                                  ,,,014949003275,
GA,00059UT,AJUGA REPTANS BURGUNDY GLOW,Ajuga reptans 'Burgundy Glow'                               ,Burgundy Glow Carpet Bugle                                  ,,,014949003275,
OR,001931,AJUGA REPTANS CATLIN'S GIANT,Ajuga reptans 'Catlin's Giant'                              ,Catlin's Giant Carpet Bugle                                 ,,,014949019313,
CA,001931,AJUGA REPTANS CATLIN'S GIANT,Ajuga reptans 'Catlin's Giant'                              ,Catlin's Giant Carpet Bugle                                 ,,,014949019313,
GA,001931,AJUGA REPTANS CATLIN'S GIANT,Ajuga reptans 'Catlin's Giant'                              ,Catlin's Giant Carpet Bugle                                 ,,,014949019313,
GA,00193UT,AJUGA REPTANS CATLIN'S GIANT,Ajuga reptans 'Catlin's Giant'                              ,Catlin's Giant Carpet Bugle                                 ,,,014949010433,
CT,40055RND,AJUGA REPTANS METALLICA CRISPA,                                                            ,                                                            ,,,014949385166,
OR,002591,AKEBIA QUINATA,Akebia quinata                                              ,Fiveleaf Akebia                                             ,,,014949025918,
OR,002595,AKEBIA QUINATA,Akebia quinata                                              ,Fiveleaf Akebia                                             ,,,014949025956,
160000,002561,AKEBIA QUINATA SHIRO BANA,Akebia quinata 'Shirobana'                                  ,White Flowered Chocolate Vine                               ,1,,014949025611,
OR,002565,AKEBIA QUINATA SHIRO BANA,Akebia quinata 'Shirobana'                                  ,White Flowered Chocolate Vine                               ,,,014949025659,
GA,002565,AKEBIA QUINATA SHIRO BANA,Akebia quinata 'Shirobana'                                  ,White Flowered Chocolate Vine                               ,,,014949025659,
CA,001995,ALBIZIA J SUMMER CHOC PP13822,"Albizia julibrissin 'Summer Chocolate' P.P.# 13,822         ",Summer Chocolate Mimosa Tree                                ,,,014949312193,
170000,001999,ALBIZIA J SUMMER CHOC PP13822,"Albizia julibrissin 'Summer Chocolate' P.P.# 13,822         ",Summer Chocolate Mimosa Tree                                ,1,,014949346808,
CA,001955,ALBIZIA JUL ROSEA,Albizia julibrissin 'Rosea'                                 ,Mimosa Tree                                                 ,,,014949019559,
OR,04868UT,ALCHEMILLA ALPINA,Alchemilla alpina                                           ,Mountain Lady's Mantle                                      ,,,014949265536,
OR,000674PTC,ALCHEMILLA MOLLIS THRILLER,Alchemilla mollis 'Thriller'                                ,Thriller Lady's Mantle                                      ,,,014949339046,
CT,400561S,ALLIUM HYB MILLENNIUM,                                                            ,                                                            ,,,014949388341,
CT,400001,ALLIUM SHOENOPRASUM,Allium schoenoprasum                                        ,Chives                                                      ,,,014949382172,
CT,40000RND,ALLIUM SHOENOPRASUM,Allium schoenoprasum                                        ,Chives                                                      ,,,014949382189,
CT,400011,ALLIUM TUBEROSUM,Allium tuberosum                                            ,Garlic Chives                                               ,,,014949382196,
CT,40001RND,ALLIUM TUBEROSUM,Allium tuberosum                                            ,Garlic Chives                                               ,,,014949382202,
CA,064081,ALOE BLUE ELF,Aloe 'Blue Elf'                                             ,Blue Elf Aloe                                               ,,,014949315569,
GA,064082,ALOE BLUE ELF,Aloe 'Blue Elf'                                             ,Blue Elf Aloe                                               ,,,014949353912,
CA,063801,ALOE DOROTHEAE,Aloe dorotheae                                              ,Retro Succulents®  Sunset™  Aloe,,EAP,014949314951,
CA,063802,ALOE DOROTHEAE,Aloe dorotheae                                              ,Retro Succulents®  Sunset™  Aloe,,EAP,014949358191,
CA,077801,ALOE HYBRID CARMINE TM,Aloe hybrid                                                 ,Retro Succulents®  Carmine™  Aloe,,EAP,014949356623,
CA,063791,ALOE HYBRID CHRISTMAS CAROL,Aloe hybrid 'Christmas Carol' P.P.A.F.                      ,Christmas Carol Aloe                                        ,,,014949314944,
CA,077811,ALOE HYBRID DONNIE TM,Aloe hybrid Donnie™ ,Retro Succulents®  Donnie™  hybrid Aloe,,EAP,014949356630,
CA,077781,ALOE HYBRID GUIDO TM,Aloe hybrid                                                 ,Retro Succulents®  Guido™  Aloe,,EAP,014949356593,
CA,077791,ALOE HYBRID SAL TM,Aloe hybid                                                  ,Retro Succulents®  Sal™  Aloe,,EAP,014949356609,
CA,069042,ALOE JOHNSON'S HYBRID,                                                            ,                                                            ,,,014949358207,
CA,064222,ALOE RUDIKOPPE,Aloe Rudikoppe                                              ,Little Red Riding Hood Aloe                                 ,,,014949353929,
CT,40002RND,ALOYSIA CITRIODORA,                                                            ,                                                            ,,,014949382240,
GA,002005,ALPINIA ZERUMBET VARIEGATA,Alpinia zerumbet 'Variegata'                                ,Variegated Shell Ginger                                     ,,,014949020050,
CA,096502,ALST INTICANCHA R MACHU,Alstroemeria x 'Tesmach'                                    ,Inticancha®  Machu Peruvian Lily,,,014949380161,
CA,096522,ALST INTICANCHA R NAVAYO,Alstroemeria x 'Tesnavayo'                                  ,Inticancha®  Navayo Peruvian Lily,,,014949380185,
CA,096482,ALST INTICANCHA R PURPLE,Alstroemeria x 'Tesdarklin'                                 ,Inticancha®  Dark Purple Peruvian Lily,,,014949380352,
CA,096492,ALST INTICANCHA R SUNLIGHT,Alstroemeria x 'Tessunlight'                                ,Inticancha®  Sunlight Peruvian Lily,,,014949380369,
CA,096512,ALST INTICANCHA R WHT BLSH PNK,Alstroemeria x 'Tesblushin'                                 ,Inticancha®  White Pink Blush Peruvian Lily,,,014949380178,
CA,066382,ALST ROCK & ROLL R PP21001,"Alstroemeria 'AlsDun01' PP21,001                            ",Rock & Roll®  Peruvian Lily,,ATI,014949357637,
CA,040311,ALYOGYNE LEON'S PUR DELIGHT TM,Alyogyne huegelii 'MonLeon'                                 ,Leon's Purple Delight™  Lilac Hibiscus,,,014949202845,
CA,040315,ALYOGYNE LEON'S PUR DELIGHT TM,Alyogyne huegelii 'MonLeon'                                 ,Leon's Purple Delight™  Lilac Hibiscus,,,014949202869,
CA,040315PT,ALYOGYNE LEON'S PUR DELIGHT TM,Alyogyne huegelii 'MonLeon'                                 ,Leon's Purple Delight™  Lilac Hibiscus,,,014949241387,
CA,040315ST,ALYOGYNE LEON'S PUR DELIGHT TM,Alyogyne huegelii 'MonLeon'                                 ,Leon's Purple Delight™  Lilac Hibiscus,,,014949375679,
CA,002385PT,ALYOGYNE PURPLE DELIGHT TM,Alyogyne huegelii 'Monle'                                   ,Purple Delight™  Lilac Hibiscus,,,014949023754,
CA,002421,ALYOGYNE SANTA CRUZ,Alyogyne huegelii 'Santa Cruz'                              ,Lilac Hibiscus                                              ,,,014949024218,
CA,002425,ALYOGYNE SANTA CRUZ,Alyogyne huegelii 'Santa Cruz'                              ,Lilac Hibiscus                                              ,,,014949024256,
CA,002425PT,ALYOGYNE SANTA CRUZ,Alyogyne huegelii 'Santa Cruz'                              ,Lilac Hibiscus                                              ,,,014949023952,
CA,002425ST,ALYOGYNE SANTA CRUZ,Alyogyne huegelii 'Santa Cruz'                              ,Lilac Hibiscus                                              ,,,014949375198,
CT,002535MU,AMEL AUTUMN BRILLIANCE R,Amelanchier x grandiflora 'Autumn Brilliance'               ,Autumn Brilliance®  Apple Serviceberry,,,014949025352,
CT,400575,AMEL CAN RAINBOW PILLAR R,                                                            ,                                                            ,,,014949388358,
CA,070541,AMSONIA BLUE ICE,Amsonia x 'Blue Ice'                                        ,Blue Star Flower                                            ,,,014949329108,
OR,035341,AMSONIA HUBRICHTII,Amsonia hubrichtii                                          ,Arkansas Blue Star                                          ,,,014949357972,
CT,06696RND,ANACYCLUS PYR DEP SILBERKISSEN,                                                            ,                                                            ,,,014949319949,
OR,016631,ANDROMEDA POL BLUE ICE,Andromeda polifolia 'Blue Ice'                              ,Blue Ice Bog Rosemary                                       ,,,014949000212,
OR,016632,ANDROMEDA POL BLUE ICE,Andromeda polifolia 'Blue Ice'                              ,Blue Ice Bog Rosemary                                       ,,,014949000311,
CT,400592,ANEM PRETTY LADY DIANA P22332,                                                            ,                                                            ,,,014949388372,
CT,400602,ANEM PRETTY LADY EMILY P22303,                                                            ,                                                            ,,,014949388389,
CT,400612,ANEM PRETTY LADY SUSAN P22331,                                                            ,                                                            ,,,014949388396,
GA,065991,ANEMONE SEPTEMBER CHARM,Anemone x hybrida 'September Charm'                         ,September Charm Japanese Anemone                            ,,,014949308639,
CT,065992,ANEMONE SEPTEMBER CHARM,Anemone x hybrida 'September Charm'                         ,September Charm Japanese Anemone                            ,,,014949400487,
OR,002741,ANEMONE SYLVESTRIS,Anemone sylvestris                                          ,Snowdrop Anemone                                            ,,,014949027417,
GA,015931,ANEMONE X HONORINE JOBERT,Anemone x hybrida 'Honorine Jobert'                         ,Honorine Jobert Japanese Anemone                            ,,,014949053393,
CT,015932,ANEMONE X HONORINE JOBERT,Anemone x hybrida 'Honorine Jobert'                         ,Honorine Jobert Japanese Anemone                            ,,,014949400500,
OR,038561,ANEMONE X SERENADE,Anemone x hybrida 'Serenade'                                ,Serenade Japanese Anemone                                   ,,,014949222393,
CA,039021,ANEMONE X WILD SWAN TM PP23132,"Anemone x 'Macane001' Wild Swan™  P.P.# 23,132",Wild Swan™  Hybrid Anemone,,PPP,014949226315,
CT,400031,ANETHUM GRAVEOLENS,Anethum graveolens                                          ,Fernleaf Dill                                               ,,,014949382257,
