Item,,Mid-Ship,Late Ship,Size,Loc,Minimum Quantity,Botanical Name,Common Name,Category,,Zone,Introduced, Oregon   , California  , Georgia   , Connecticut  ,UPC#,Available         ,Available Later,,On,Available Later,On,Available Later,On,, 2015 Price , Freight 
07216,5,,,5,OR,5,Syringa vulgaris 'Sensation'                                ,Sensation Lilac                                             ,DCS,D Shrubs,03,    , $29.23 ,,,,014949721650,80,0,0,          ,0,          ,0,          ,, $24.00 , $5.46 
40681,5,,,5,CT,5,Syringa vulgaris Sugar Plum Fairy®,Sugar Plum Fairy®  Lilac,DCS,D Shrubs,03,    ,,,, $26.55 ,014949398852,322,384,384,09/01/14  ,0,          ,0,          ,, $32.50 , $4.04 
40692,3,,,3,CT,5,Syringa vulgaris 'Tiny Dancer',Tiny Dancer Lilac,DCS,D Shrubs,03,    ,,,, $19.29 ,014949399057,1525,0,0,          ,0,          ,0,          ,, $17.75 , $1.54 
03403,3,,,3,CT,5,Syringa vulgaris 'Wedgewood Blue'                           ,Wedgewood Blue Lilac                                        ,DCS,D Shrubs,03,2014,,,, $17.54 ,014949409626,0,120,53,01/01/15  ,67,05/01/15  ,0,          ,, $10.50 , $1.82 
40693,3,,,3,CT,5,Syringa vulgaris 'Wonderblue'                               ,Wonderblue Lilac                                            ,DCS,D Shrubs,03,    ,,,, * ,014949399064,0,9,9,05/01/15  ,0,          ,0,          ,, $17.00 , $3.64 
40694,3,,,3,CT,5,Syringa vulgaris 'Yankee Doodle'                            ,Yankee Doodle Lilac                                         ,DCS,D Shrubs,02,    ,,,, $17.54 ,014949399088,1648,209,209,05/01/15  ,0,          ,0,          ,, $38.50 , $8.19 
07468,5,,,5,OR,5,Syringa x Bloomerang®  Purple,Bloomerang®  Purple Lilac,DCS,D Shrubs,03,2011, $31.23 ,,,,014949338384,0,15,15,10/01/14  ,0,          ,0,          ,, $54.00 , $6.06 
01733,5,,,5,OR,5,Syringa x chinensis 'Lilac Sunday'                          ,Lilac Sunday Lilac                                          ,DCS,D Shrubs,03,    , $29.23 ,,,,014949211434,5,0,0,          ,0,          ,0,          ,, $17.75 , $1.54 
02842,5,,,5,OR,5,Syringa x 'Declaration'                                     ,Declaration Lilac                                           ,DCS,D Shrubs,05,    , $29.23 ,,,,014949063514,72,0,0,          ,0,          ,0,          ,, $17.75 , $1.54 
40678,3,,,3,CT,5,Syringa x hyacinthiflora 'Excel'                            ,Excel Lilac                                                 ,DCS,D Shrubs,03,    ,,,, * ,014949399163,0,8,8,05/01/15  ,0,          ,0,          ,, $54.00 , $6.06 
07219,5,,,5,OR,5,Syringa x hyacinthiflora 'Pocahontas'                       ,Pocahontas Canadian Lilac                                   ,DCS,D Shrubs,02,    , $29.23 ,,,,014949721957,30,0,0,          ,0,          ,0,          ,, $54.00 , $6.06 
40683,3,,,3,CT,5,Syringa x hycinthiflora 'Maiden's Blush'                    ,Maiden's Blush Lilac                                        ,DCS,D Shrubs,04,    ,,,, * ,014949398739,0,12,12,05/01/15  ,0,          ,0,          ,, $24.00 , $5.46 
04219,5,,,5,OR,5,Syringa X Old Glory ,Old Glory Lilac                                             ,DCS,D Shrubs,05,2014, $29.23 ,,,,014949205020,19,0,0,          ,0,          ,0,          ,, $32.50 , $4.04 
01604,5,,,5,OR,5,Syringa x prestoniae 'Donald Wyman'                         ,Donald Wyman Lilac                                          ,DCS,D Shrubs,02,    , $29.23 ,,,,014949028940,1,0,0,          ,0,          ,0,          ,, $17.75 , $1.54 
07189,5,,,5,OR,5,Syringa x prestoniae 'Miss Canada'                          ,Miss Canada Lilac                                           ,DCS,D Shrubs,02,    , $29.23 ,,,,014949718957,27,0,0,          ,0,          ,0,          ,, $10.50 , $1.82 
02895,5,,,5,OR,5,Syringa x prestoniae 'Redwine'                              ,Redwine Lilac                                               ,DCS,D Shrubs,02,    , $29.23 ,,,,014949279571,25,25,25,10/01/14  ,0,          ,0,          ,, $17.00 , $3.64 
01216,5,,,5,CT,5,Syringa x Tinkerbelle®,Tinkerbelle®  Lilac,DCS,D Shrubs,03,    ,,,, * ,014949024409,145,0,0,          ,0,          ,0,          ,, $32.50 , $4.04 
40716,3,,,3,CT,5,Viburnum bur American Spice,American Spice Viburnum,DCS,D Shrubs,05,    ,,,, * ,014949399538,0,110,110,09/01/14  ,0,          ,0,          ,, $54.00 , $6.06 
40717,2,,,2,CT,5,Viburnum car 'Nancy',Nancy Viburnum,DCS,D Shrubs,04,    ,,,, * ,014949399590,0,10,10,01/01/15  ,0,          ,0,          ,, $17.75 , $1.54 
07425,5,,,5,OR,5,Viburnum dentatum Blue Muffin®,Blue Muffin®  Arrowwood Viburnum,DCS,D Shrubs,03,    , $29.23 ,,, $27.05 ,014949742556,6,0,0,          ,0,          ,0,          ,, $10.50 , $1.82 
01296,5,,,5,CT,5,Viburnum dentatum 'Chicago Luster',Chicago Luster Arrowood Viburnum,DCS,D Shrubs,03,    ,,,, $26.55 ,014949002285,213,213,213,09/01/14  ,0,          ,0,          ,, * , $1.54 
07430,5,,,5,CT,5,Viburnum dilatatum Cardinal Candy,Cardinal Candy Viburnum                                     ,DCS,D Shrubs,05,    ,,,, $26.55 ,014949743058,0,18,5,09/01/14  ,13,06/01/15  ,0,          ,, $14.25 , $1.11 
08092,5,,,5,OR,5,Viburnum Handsome Devil™,Handsome Devil™  Viburnum,DCS,D Shrubs,07,2013, $29.23 ,,,,014949374931,0,283,283,10/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
07368,5,,,5,OR,5,Viburnum lantana 'Mohican'                                  ,Mohican Viburnum                                            ,DCS,D Shrubs,04,    , $27.23 ,,,,014949736852,0,2,2,09/15/14  ,0,          ,0,          ,, $19.25 , $5.23 
40718,3,,,3,CT,5,Viburnum Lentago,Nannyberry Viburnum,DCS,D Shrubs,03,    ,,,, $17.54 ,014949399606,109,399,399,09/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
07465,2,,,2,OR,5,Viburnum opulus 'Nanum'                                     ,Dwarf Cranberry Bush                                        ,DCS,D Shrubs,04,    , $16.62 ,,,,014949746523,243,0,0,          ,0,          ,0,          ,, $17.75 , $1.54 
07510,2,,,2,OR,5,Viburnum opulus 'Sterile'                                   ,Eastern Snowball                                            ,DCS,D Shrubs,03,    , $18.12 ,,,,014949751022,0,14,14,09/15/14  ,0,          ,0,          ,, * , $4.04 
07406,5,,,5,OR,5,Viburnum plicatum tomentosum 'Mariesii'                     ,Mariesii Doublefile Viburnum                                         ,DCS,D Shrubs,05,    , $27.23 ,,, $25.05 ,014949740651,28,28,28,09/01/14  ,0,          ,0,          ,, $15.50 , $1.11 
40720,5,,,5,CT,5,Viburnum plicatum tomentosum 'Popcorn'                      ,Popcorn Viburnum                                            ,DCS,D Shrubs,05,    ,,,, $26.55 ,014949399620,585,585,585,09/01/14  ,0,          ,0,          ,, $14.50 , $2.62 
07399,5,,,5,CT,5,Viburnum plicatum tomentosum 'Shoshoni'                     ,Shoshoni Doublefile Viburnum                         ,DCS,D Shrubs,06,    ,,,, $26.55 ,014949739952,500,521,521,09/01/14  ,0,          ,0,          ,, $23.50 , $3.05 
07397,2,,,2,OR,5,Viburnum plicatum tomentosum 'Summer Snowflake'             ,Summer Snowflake Viburnum                                   ,DCS,D Shrubs,05,    , $18.62 ,,,,014949037591,11,0,0,          ,0,          ,0,          ,, $22.50 , $5.23 
40719,5,,,5,CT,5,Viburnum Prunifolium,Blackhaw Viburnum,DCS,D Shrubs,03,    ,,,, * ,014949416594,0,491,491,09/01/14  ,0,          ,0,          ,, $23.50 , $5.46 
07530,5,,,5,OR,5,Viburnum rhytidophylloides 'Allegheny'                      ,Allegheny Viburnum                                          ,DCS,D Shrubs,05,    , $27.23 ,,,,014949753057,0,5,5,08/15/14  ,0,          ,0,          ,, * , $1.09 
40721,3,,,3,CT,5,Viburnum Trilobum,American Cranberry Bush Viburnum,DCS,D Shrubs,02,    ,,,, $16.54 ,014949411391,0,235,235,09/01/14  ,0,          ,0,          ,, $23.50 , $5.46 
07358,1,,,1,OR,10,Viburnum x bodnantense 'Pink Dawn'                          ,Pink Dawn Viburnum                                          ,DCS,D Shrubs,05,    , $8.05 ,,,,014949735817,3,3,3,09/15/14  ,0,          ,0,          ,, $15.75 , $2.73 
07575,7,,,7,GA,2,Viburnum x pragense                                         ,Prague Viburnum                                             ,DCS,D Shrubs,05,    ,,, $40.80 ,,014949049679,0,61,38,10/01/14  ,23,05/15/15  ,0,          ,, $23.50 , $5.46 
07618,1,,,1,CA,10,Vitex agnus-castus                                          ,Chaste Tree                                                 ,DCS,D Shrubs,05,    ,, $7.59 ,,,014949761816,46,46,46,04/15/15  ,0,          ,0,          ,, $17.00 , $1.54 
07639,1,,,1,OR,10,Weigela florida 'Dark Horse'   ,Dark Horse Weigela                                          ,DCS,D Shrubs,04,    , $8.55 ,,,,014949763919,0,829,829,10/01/14  ,0,          ,0,          ,, $17.75 , $1.54 
07469,5,,,5,OR,5,Weigela florida Fine Wine®,Fine Wine®  Weigela,DCS,D Shrubs,04,2011, $28.23 ,, $26.32 ,,014949354261,19,0,0,          ,0,          ,0,          ,, $14.50 , $2.73 
40735,3,,,3,CT,5,Weigela florida First Editions®  Shining Sensation,First Editions®  Shining Sensation Weigela,DCS,D Shrubs,04,    ,,,, $18.54 ,014949399965,1905,5078,5078,09/01/14  ,0,          ,0,          ,, $17.00 , $3.64 
07641,2,,,2,OR,5,Weigela florida French Lace™ ,French Lace™  Weigela,DCS,D Shrubs,04,    , $16.87 ,,,,014949764121,0,120,60,09/15/14  ,60,10/01/14  ,0,          ,, $14.50 , $2.73 
01757,2,,,2,OR,5,Weigela florida Magical®  Fantasy,Magical®  Fantasy Weigela,DCS,D Shrubs,04,    , $16.87 ,,,,014949214190,0,26,26,10/01/14  ,0,          ,0,          ,, $10.50 , $1.11 
01331,2S,,,SuperTwo,CT,5,Weigela florida Midnight Wine®,Midnight Wine®  Weigela,DCS,D Shrubs,05,    ,,,, $18.11 ,014949002360,0,8,8,08/15/14  ,0,          ,0,          ,, $17.00 , $2.21 
40747,3,,,3,CT,5,Weigela florida 'Minor Black'                               ,Minor Black Weigela                                         ,DCS,D Shrubs,04,    ,,,, $18.54 ,014949399873,0,704,704,08/15/14  ,0,          ,0,          ,, $22.00 , $3.05 
07643,2,,,2,OR,5,Weigela florida 'Minuet'                                    ,Minuet Weigela                                              ,DCS,D Shrubs,04,    , $17.12 ,,,,014949764329,63,63,63,10/01/14  ,0,          ,0,          ,, $22.00 , $3.05 
07471,1S,,,SuperOne TM,OR,10,Weigela florida My Monet®,My Monet®  Weigela,DCS,D Shrubs,04,2011, $12.24 ,,,,014949336748,18,18,18,10/01/14  ,0,          ,0,          ,, $22.00 , $3.05 
07750,2S,,,SuperTwo,OR,5,Weigela florida My Monet®  Sunset,My Monet®  Sunset Weigela,DCS,D Shrubs,05,2012, $20.99 ,,,,014949361047,0,24,24,10/01/14  ,0,          ,0,          ,, $14.75 , $1.54 
07654,1,,,1,OR,10,Weigela florida Pink Poppet      ,Pink Poppet Weigela                                         ,DCS,D Shrubs,03,    , $8.55 ,,,,014949765432,115,115,115,10/01/14  ,0,          ,0,          ,, $14.75 , $1.54 
07652,5,,,5,OR,5,Weigela florida 'Red Prince'                                ,Red Prince Weigela                                          ,DCS,D Shrubs,04,    , $26.23 ,,,,014949765258,20,0,0,          ,0,          ,0,          ,, $22.00 , $3.05 
08094,3S,,,Super 3,CT,5,Weigela florida Sonic Bloom™  Pink      ,Sonic Bloom™  Pink Reblooming Weigela,DCS,D Shrubs,04,2013,,,, $19.29 ,014949412404,0,1539,14,08/15/14  ,1525,09/01/14  ,0,          ,, $14.75 , $1.54 
08093,3S,,,Super 3,CT,5,Weigela florida Sonic Bloom™  Red,Sonic Bloom™  Red Reblooming Weigela,DCS,D Shrubs,04,2013,,,, $19.29 ,014949412428,0,1207,1207,09/01/14  ,0,          ,0,          ,, * , $1.54 
07751,3S,,,Super 3,CT,5,Weigela florida Spilled Wine™  ,Spilled Wine™  Weigela,DCS,D Shrubs,04,2011,,,, $19.29 ,014949412381,309,0,0,          ,0,          ,0,          ,, $22.00 , $3.05 
07656,5,,,5,OR,5,Weigela florida Wine & Roses®,Wine & Roses®  Weigela,DCS,D Shrubs,04,    , $28.23 ,, $26.32 ,,014949785959,25,0,0,          ,0,          ,0,          ,, $20.50 , $5.23 
08479,3,,,3,CT,5,Weigela florida 'Wings of Fire' ,Wings of Fire Weigela                                       ,DCS,D Shrubs,05,2014,,,, $18.54 ,014949387795,33,409,409,09/01/14  ,0,          ,0,          ,, $9.50 , $1.74 
40733,2,,,2,CT,5,Weigela Rainbow Sensation™                           ,Rainbow Sensation™  Weigela,DCS,D Shrubs,04,    ,,,, * ,014949399927,0,427,427,08/15/14  ,0,          ,0,          ,, $17.00 , $2.21 
40736,1S,,,SuperOne TM,OR,10,Weigela Sonic Bloom,Sonic Bloom Weigela ,DCS,D Shrubs,04,    , $12.24 ,,,,014949420621,0,255,255,05/01/15  ,0,          ,0,          ,, * , $1.54 
00707,5,,,5,OR,5,Azalea x 'Cannon's Double' (Exbury hybrid)                  ,Cannon's Double Azalea                                      ,RHO,E Shrub,05,    , $28.73 ,,,,014949070758,0,120,60,09/15/14  ,60,10/01/14  ,0,          ,, $6.25 , $0.66 
00724,2,,,2,OR,5,Azalea x 'Dawn's Chorus' (Exbury hybrid)                    ,Dawn's Chorus Azalea                                        ,RHO,E Shrub,05,    , $17.87 ,,,,014949072424,0,5,5,10/01/14  ,0,          ,0,          ,, $16.00 , $2.66 
00777,2,,,2,OR,5,Azalea x 'Golden Flare' (Exbury hybrid)                     ,Golden Flare Azalea                                         ,RHO,E Shrub,05,    , $17.87 ,,,,014949077726,0,9,9,10/01/14  ,0,          ,0,          ,, $7.00 , $1.05 
00830,5,,,5,OR,5,Azalea x 'Klondyke' (Exbury hybrid)                         ,Klondyke Azalea                                             ,RHO,E Shrub,05,    , $28.73 ,,,,014949083055,0,75,75,10/01/14  ,0,          ,0,          ,, $15.50 , $1.66 
40087,3,,,3,CT,5,Azalea x 'Candy Lights' ,Candy Lights Azalea,RHO,E Shrub,04,    ,,,, * ,014949388730,0,162,81,09/01/14  ,81,06/01/15  ,0,          ,, $21.50 , $5.23 
00836,2,,,2,OR,5,Azalea x 'Mandarin Lights',Mandarin Lights Azalea                                      ,RHO,E Shrub,03,    , $17.87 ,,,,014949083628,0,15,15,10/01/14  ,0,          ,0,          ,, $10.50 , $1.74 
00845,2,,,2,OR,5,Azalea x 'Rosebud' (Gable Hybrid)                           ,Rosebud Azalea                                              ,RHO,E Shrub,05,    , $17.87 ,,,,014949084526,8,8,8,10/01/14  ,0,          ,0,          ,, $17.00 , $3.49 
40090,3,,,3,CT,5,Azalea x Tri-Lights' ,Tri-lights Azalea,RHO,E Shrub,04,    ,,,, * ,014949388754,0,78,78,06/01/15  ,0,          ,0,          ,, $20.50 , $5.46 
07015,1,,,1,CA,10,Rosa banksiae 'Alba Plena'   (Climbing)                              ,White Lady Banks Rose                                       ,ROS,Rose,06,    ,, $8.34 , $7.91 ,,014949701515,30,30,30,11/25/14  ,0,          ,0,          ,, $71.00 , $19.26 
07020,1,,,1,GA,10,Rosa banksiae 'Lutea'  (Climbing)                                                                   ,Yellow Lady Banks Rose                                      ,ROS,Rose,06,    ,,, $7.91 ,,014949702017,0,2,2,01/01/15  ,0,          ,0,          ,, $71.00 , $19.26 
40615,3,,,3,CT,5,Rosa x Brite Eyes™ (Climbing),Brite Eyes™  Climbing Rose,ROS,Rose,05,    ,,,, $16.54 ,014949397992,110,835,835,04/15/15  ,0,          ,0,          ,, $20.50 , $5.46 
40616,3,,,3,CT,5,Rosa x Cancan™  (Climbing),Cancan™  Climbing Rose,ROS,Rose,05,    ,,,, $16.54 ,014949398005,3,343,343,04/15/15  ,0,          ,0,          ,, $44.50 , $9.41 
08227,5ST,,, 5 STAKED,CA,5,Rosa x Candy Land (Climbing),Candy Land Climbing Rose                                    ,ROS,Rose,05,2012,, $32.96 ,,,014949362235,8,0,0,          ,0,          ,0,          ,, $73.00 , $27.31 
09079,1ST,,, 1 STAKED,CA,10,Rosa x 'Cecile Brunner' (Climbing)                     ,Cecile Brunner Climbing Rose                                ,ROS,Rose,04,    , $8.30 , $8.34 ,,,014949907917,147,0,0,          ,0,          ,0,          ,, $20.50 , $5.46 
40617,3,,,3,CT,5,Rosa x Cloud Ten™ (Climbing),Cloud Ten™  Climbing Rose,ROS,Rose,05,    ,,,, $16.54 ,014949398012,22,532,532,04/15/15  ,0,          ,0,          ,, $71.00 , $19.26 
40619,3,,,3,CT,5,Rosa x The Charlatan®  (Climbing),The Charlatan®  Climbing Rose,ROS,rose,06,    ,,,, $16.54 ,014949398043,0,770,770,04/15/15  ,0,          ,0,          ,, $23.50 , $3.32 
03712,5ST,,, 5 STAKED,CA,5,Rosa x Crimson Sky™  (Climbing),Crimson Sky™  Climbing Rose,ROS,Rose,05,    ,, $32.96 ,,,014949216835,48,48,48,05/01/15  ,0,          ,0,          ,, $43.50 , $9.41 
05110,5ST,,, 5 STAKED,CA,5,Rosa x Eden® (Climbing),Eden Climber®  Rose,ROS,Rose,05,    ,, $32.96 ,,,014949269985,33,33,33,05/01/15  ,0,          ,0,          ,, * , $1.11 
05109,5ST,,, 5 STAKED,CA,5,Rosa x Garden Sun™  (Climbing),Garden Sun™  Climbing Rose,ROS,Rose,05,    ,, $32.96 ,,,014949269978,70,70,70,05/01/15  ,0,          ,0,          ,, $71.00 , $19.26 
40618,3,,,3,CT,5,Rosa x 'Golden Showers'  (Climbing)                                     ,Golden Showers Climbing Rose                                ,ROS,Rose,05,    ,,,, $16.54 ,014949398029,256,995,995,04/15/15  ,0,          ,0,          ,, $152.00 , $38.74 
06944,5ST,,, 5 STAKED,CA,5,Rosa x 'Joseph's Coat'  (Climbing)                                   ,Joseph's Coat Climbing Rose                                 ,ROS,Rose,06,    ,, $32.96 ,,,014949314029,19,19,19,05/01/15  ,0,          ,0,          ,, $20.50 , $3.32 
07541,5ST,,, 5 STAKED,CA,5,Rosa Sky's The Limit™  (Climbing),Sky's The Limit™  Climbing Rose,ROS,Rose,04,2011,, $32.96 ,,,014949361627,12,0,0,          ,0,          ,0,          ,, $43.50 , $9.41 
05891,2,,,2,OR,5,Rosa x 'William Baffin' (Climbing)                                    ,William Baffin Climbing Rose                                ,ROS,Rose,03,2010, $19.37 ,,,,014949327272,132,150,150,05/01/15  ,0,          ,0,          ,, $71.00 , $19.26 
40620,3,,,3,CT,5,Rosa Winners Circle™  (Climbing),Winners Circle™  Climbing Rose,ROS,Rose,05,    ,,,, $16.54 ,014949398067,258,448,448,04/15/15  ,0,          ,0,          ,, $90.00 , $19.26 
07748,1S,,,SuperOne TM,CA,10,Rosa Home Run®  Pink,Home Run®  Pink Rose,ROS,Rose,04,2012,, $11.82 ,,,014949356005,1626,0,0,          ,0,          ,0,          ,, $152.00 , $38.74 
07749,3S,,,Super 3,CT,5,Rosa Home Run®  Red,Home Run®  Red Rose,ROS,Rose,04,2012,,,, $16.79 ,014949412206,11,0,0,          ,0,          ,0,          ,, $20.50 , $3.32 
09854,2S,,,SuperTwo,CT,5,Rosa Apricot Drift®,Apricot Drift®  Groundcover Rose,ROS,Rose,04,2014,,,, $15.61 ,014949416495,118,118,118,04/15/15  ,0,          ,0,          ,, $43.50 , $9.41 
09855,3SPT,,,Super 3 PATIO TREE,CT,0,Rosa Coral Drift®                        ,Coral Drift®  Groundcover Rose,ROS,Rose,04,2014,,,, $31.81 ,014949420119,0,130,130,05/01/15  ,0,          ,0,          ,, $20.50 , $5.46 
09856,3SPT,,,Super 3 PATIO TREE,CT,0,Rosa Peach Drift®,Peach Drift®  Rose,ROS,Rose,04,2014,,,, $31.81 ,014949420096,0,148,148,05/01/15  ,0,          ,0,          ,, $20.50 , $5.46 
02263,3SPT,,,Super 3 PATIO TREE,CT,0,Rosa Pink Drift®,Pink Drift®  Groundcover Rose,ROS,Rose,04,2014,,,, $31.81 ,014949416532,0,150,150,05/01/15  ,0,          ,0,          ,, $7.25 , $1.09 
40631,3SPT,,,Super 3 PATIO TREE,CT,0,Rosa Popcorn Drift®,Popcorn Drift®  Rose,ROS,Rose,05,2014,,,, $31.81 ,014949412978,7,27,27,05/01/15  ,0,          ,0,          ,, $20.50 , $5.46 
02264,3SPT,,,Super 3 PATIO TREE,CT,0,Rosa Red Drift®,Red Drift®  Groundcover Rose,ROS,Rose,04,2014,,,, $31.81 ,014949387597,0,230,230,05/01/15  ,0,          ,0,          ,, $34.50 , $8.19 
09857,2S,,,SuperTwo,CT,5,Rosa Sweet Drift®,Sweet Drift®  Groundcover Rose,ROS,Rose,03,2014,,,, $15.61 ,014949416501,119,295,295,04/15/15  ,0,          ,0,          ,, $20.50 , $5.46 
07192,3,,,3,CT,5,Rosa rugosa                                                 ,Japanese Rugosa Rose                                        ,ROS,rose,03,    ,,,, $16.29 ,014949047408,13,0,0,          ,0,          ,0,          ,, $23.50 , $5.46 
06993,3,,,3,CT,5,Rosa rugosa 'Alba'                                          ,White Rugosa Rose                                           ,ROS,rose,02,    ,,,, $16.29 ,014949045800,7,0,0,          ,0,          ,0,          ,, $15.00 , $1.66 
03602,3,,,3,CT,5,Rosa rugosa Rugostar®  Raspberry,Rugostar®  Raspberry Groundcover Rose,ROS,Rose,04,2014,,,, $16.29 ,014949209820,416,0,0,          ,0,          ,0,          ,, * , $1.11 
03629,2,,,2,CA,5,Rosa x Flower Carpet®  Amber,Flower Carpet®  Amber Groundcover Rose,ROS,Rose,04,    , $18.12 , $18.23 , $17.16 , $16.61 ,014949211762,16749,36896,18448,11/25/14  ,18448,04/01/15  ,0,          ,, $15.75 , $1.11 
06929,2,,,2,CA,5,Rosa x Flower Carpet®  Appleblossom,Flower Carpet®  Appleblossom Groundcover Rose,ROS,Rose,04,    , $18.12 , $18.23 ,,,014949692929,2209,3140,3140,11/25/14  ,0,          ,0,          ,, $71.00 , $19.26 
07818,2,,,2,CA,5,Rosa x Flower Carpet®  Coral,Flower Carpet®  Coral Groundcover Rose,ROS,Rose,05,    , $18.12 , $18.23 ,,,014949781814,3346,6316,6316,11/25/14  ,0,          ,0,          ,, $71.00 , $27.31 
06978,2,,,2,CA,5,Rosa x Flower Carpet®  Pink,Flower Carpet®  Pink Groundcover Rose,ROS,Rose,04,    , $18.12 , $18.23 ,,,014949697825,6004,12008,6004,12/31/14  ,6004,04/01/15  ,0,          ,, $20.50 , $3.32 
07957,2,,,2,CA,5,Rosa xFlower Carpet®  Pink Splash,Flower Carpet®  Pink Splash Groundcover Rose,ROS,Rose,05,2013,, $18.23 ,,,014949357361,5099,8720,8720,12/31/14  ,0,          ,0,          ,, $71.00 , $19.26 
03638,2,,,2,CA,5,Rosa x Flower Carpet®  Pink Supreme,Flower Carpet®  Pink Supreme Ground Cover Rose,ROS,Rose,04,    ,, $18.23 , $17.16 ,,014949212547,6780,39510,10730,11/25/14  ,14390,12/31/14  ,14390,04/01/15  ,, $71.00 , $19.26 
07160,2,,,2,CA,5,Rosa x Flower Carpet®  Red,Flower Carpet®  Red Groundcover Rose,ROS,Rose,04,    , $18.12 , $18.23 , $17.16 ,,014949716021,12117,63969,21323,10/01/14  ,21323,11/25/14  ,21323,04/01/15  ,, $152.00 , $38.74 
03631,2,,,2,CA,5,Rosa x Flower Carpet®  Scarlet,Flower Carpet®  Scarlet Groundcover Rose,ROS,Rose,05,    , $18.12 , $18.23 , $17.16 , $16.61 ,014949211779,11982,30374,15187,11/25/14  ,15187,04/01/15  ,0,          ,, $20.50 , $3.32 
07021,2,,,2,CA,5,Rosa x Flower Carpet®  White,Flower Carpet®  White Groundcover Rose,ROS,Rose,05,    , $18.12 , $18.23 ,,,014949702123,24211,58124,29062,12/31/14  ,29062,04/01/15  ,0,          ,, $43.50 , $9.41 
01824,2,,,2,CA,5,Rosa x Flower Carpet®  Yellow,Flower Carpet®  Yellow Rose,ROS,Rose,04,    , $18.12 , $18.23 ,,,014949011010,839,839,839,11/25/14  ,0,          ,0,          ,, $20.50 , $3.32 
06933,2PT,,, 2 PATIO TREE,CA,5,Rosa x Autumn Sunblaze®    ,Autumn Sunblaze®  Miniature Rose,ROS,Rose,05,    ,, $28.10 ,,,014949693322,1,0,0,          ,0,          ,0,          ,, $15.75 , $1.33 
07165,2PT,,, 2 PATIO TREE,CA,5,Rosa x Bridal Sunblaze®,Bridal Sunblaze®  Miniature Rose,ROS,Rose,05,    ,, $28.10 ,,,014949716526,5,0,0,          ,0,          ,0,          ,, $20.50 , $5.46 
06938,2PT,,, 2 PATIO TREE,CA,5,Rosa x Golden Sunblaze®,Golden Sunblaze®  Miniature Rose,ROS,Rose,05,    ,, $28.10 ,,,014949693827,16,0,0,          ,0,          ,0,          ,, $71.00 , $19.26 
02876,2PT,,, 2 PATIO TREE,CA,5,Rosa x Lavender Sunblaze®,Lavender Sunblaze®  Miniature Rose,ROS,Rose,05,    ,, $28.10 ,,,014949199541,12,0,0,          ,0,          ,0,          ,, $20.50 , $5.46 
07989,2PT,,, 2 PATIO TREE,CA,5,Rosa x Salmon Sunblaze®,Salmon Sunblaze®  Miniature Rose,ROS,Rose,05,    ,, $28.10 ,,,014949798928,3,0,0,          ,0,          ,0,          ,, $43.50 , $9.41 
07496,3S,,,Super 3,CT,5,Rosa x Oso Easy®  Cherry Pie,Oso Easy®  Cherry Pie Rose,ROS,Rose,04,2011,,,, $16.79 ,014949412237,72,0,0,          ,0,          ,0,          ,, $15.00 , $2.73 
07498,1S,,,SuperOne TM,OR,10,Rosa x Oso Easy®  Paprika,Oso Easy®  Paprika Rose,ROS,Rose,04,2011, $11.74 ,,,,014949336489,143,0,0,          ,0,          ,0,          ,, $20.50 , $5.23 
08073,2S,,,SuperTwo,CA,5,Rosa x Oso Easy®  Strawberry Crush,Oso Easy®  Strawberry Crush Rose,ROS,Rose,04,2013, $19.99 , $20.14 ,,,014949359648,67,0,0,          ,0,          ,0,          ,, $13.75 , $2.73 
07497,1S,,,SuperOne TM,OR,10,Rosa x Oso Happy™  Candy Oh!,Oso Happy™  Candy Oh! Landscape Rose,ROS,Rose,04,2011, $11.74 ,,,,014949336465,1010,0,0,          ,0,          ,0,          ,, * , $3.05 
02378,3S,,,Super 3,CT,5,Rosa x Blushing Knock Out®,Blushing Knock Out®  Rose,ROS,Rose,05,    ,,,, $16.79 ,014949419380,812,827,827,04/15/15  ,0,          ,0,          ,, $59.00 , $19.66 
04282,5,,,5,CA,5,Rosa x Pink Double Knock Out®,Pink Double Knock Out®  Rose,ROS,Rose,04,    ,, $23.21 , $21.07 ,,014949257593,20,0,0,          ,0,          ,0,          ,, $35.00 , $5.46 
02215,3S,,,Super 3,GA,5,Rosa x Pink Knock Out®,Pink Knock Out®  Rose,ROS,rose,04,    ,,, $17.91 , $16.79 ,014949416471,1071,1617,1617,10/01/14  ,0,          ,0,          ,, $7.25 , $1.09 
03090,5,,,5,CA,5,Rosa x Red Double Knock Out®                         ,Double Red Knock Out®  Rose,ROS,Rose,04,    ,, $23.21 , $21.07 ,,014949236758,24,24,24,03/01/15  ,0,          ,0,          ,, $7.25 , $1.09 
01162,5,,,5,CA,5,Rosa x Red Knock Out®     ,Red Knock Out® Rose,ROS,Rose,04,    ,, $23.21 , $21.07 ,,014949116258,0,42,21,03/01/15  ,21,04/01/15  ,0,          ,, $59.00 , $18.84 
03786,3S,,,Super 3,GA,5,Rosa x Sunny Knock Out®,Sunny Knock Out®  Rose,ROS,Rose,05,    ,,, $17.91 , $16.79 ,014949419533,0,148,148,09/01/14  ,0,          ,0,          ,, $25.50 , $5.23 
