Loc,Item,Size,Plant Name,Botanical Name,Common Name,Chosen Items,Royalty Code,UPC#
CA,94272,#2,SALVIA HTWV GLITTER TM PP24152,"Salvia (microphylla x greggii) 'EGGBEN001' P.P.#24,152      ",Heatwave™  Glitter Sage,,PPP,14949359426
CA,94281,#1,SALVIA HTWV SPARKLE TM PP24154,"Salvia (microphylla x greggii) 'EGGBEN004' P.P.#24,154      ",Heatwave™  Sparkle Sage,1,PPP,14949288764
CA,94282,#2,SALVIA HTWV SPARKLE TM PP24154,"Salvia (microphylla x greggii) 'EGGBEN004' P.P.#24,154      ",Heatwave™  Sparkle Sage,,PPP,14949359433
CA,91401,#1,SALVIA L SANTA BARBARA PP12949,Salvia leucantha 'Santa Barbara' P.P.# 12949                ,Santa Barbara Mexican Bush Sage                             ,,PHI,14949914014
GA,91401,#1,SALVIA L SANTA BARBARA PP12949,Salvia leucantha 'Santa Barbara' P.P.# 12949                ,Santa Barbara Mexican Bush Sage                             ,,PHI,14949914014
CA,91405,#5,SALVIA L SANTA BARBARA PP12949,Salvia leucantha 'Santa Barbara' P.P.# 12949                ,Santa Barbara Mexican Bush Sage                             ,,PHI,14949914052
CA,23111,#1,SALVIA NAVAJO TM BRIGHT RED,Salvia greggii 'Navajo Bright Red'                          ,Navajo™  Bright Red Autumn Sage,,,14949043066
OR,19541,#1,SALVIA NEM MARCUS R PP13322,Salvia nemorosa 'Haeumanarc' P.P.# 13322                    ,Marcus®  Meadow Sage,,REZ,14949052136
CT,19541,#1,SALVIA NEM MARCUS R PP13322,Salvia nemorosa 'Haeumanarc' P.P.# 13322                    ,Marcus®  Meadow Sage,,REZ,14949052136
GA,19541,#1,SALVIA NEM MARCUS R PP13322,Salvia nemorosa 'Haeumanarc' P.P.# 13322                    ,Marcus®  Meadow Sage,,REZ,14949052136
GA,01954UT,LittleOne,SALVIA NEM MARCUS R PP13322,Salvia nemorosa 'Haeumanarc' P.P.# 13322                    ,Marcus®  Meadow Sage,,REZ,14949228029
CT,20411,#1,SALVIA NEMOROSA CARADONNA,Salvia nemorosa 'Caradonna'                                 ,Caradonna Meadow Sage                                       ,,,14949021996
CA,20412,#2,SALVIA NEMOROSA CARADONNA,Salvia nemorosa 'Caradonna'                                 ,Caradonna Meadow Sage                                       ,,,14949212011
CT,20412,#2,SALVIA NEMOROSA CARADONNA,Salvia nemorosa 'Caradonna'                                 ,Caradonna Meadow Sage                                       ,,,14949212011
OR,70591,#1,SALVIA NEMOROSA EAST FRIESLAND,Salvia nemorosa 'East Friesland'                            ,East Friesland Meadow Sage                                  ,,,14949705919
CA,70591,#1,SALVIA NEMOROSA EAST FRIESLAND,Salvia nemorosa 'East Friesland'                            ,East Friesland Meadow Sage                                  ,,,14949705919
CA,70592,#2,SALVIA NEMOROSA EAST FRIESLAND,Salvia nemorosa 'East Friesland'                            ,East Friesland Meadow Sage                                  ,,,14949046173
CT,75951,#1,SALVIA OFF TRICOLOR,Salvia officinalis 'Tricolor'                               ,Tricolor Sage                                               ,,,14949360279
CT,07595RND,Pint ROUND,SALVIA OFF TRICOLOR,Salvia officinalis 'Tricolor'                               ,Tricolor Sage                                               ,,,14949385081
CT,400281,#1,SALVIA OFFICINALIS AUREA,Salvia officinalis 'Aurea'                                  ,Golden Sage                                                 ,,,14949382653
CT,40028RND,Pint ROUND,SALVIA OFFICINALIS AUREA,Salvia officinalis 'Aurea'                                  ,Golden Sage                                                 ,,,14949382660
CT,400291,#1,SALVIA OFFICINALIS BERGGARTEN,Salvia officinalis 'Berggarten'                             ,Berggarten Sage                                             ,,,14949382677
CT,40029RND,Pint ROUND,SALVIA OFFICINALIS BERGGARTEN,Salvia officinalis 'Berggarten'                             ,Berggarten Sage                                             ,,,14949382684
OR,44341,#1,SALVIA SENSATION RSE TM P18230,Salvia nemorosa 'Sensation Rose' P.P.# 18230                ,Sensation Rose Meadow Sage                                  ,,REZ,14949233443
CA,44341,#1,SALVIA SENSATION RSE TM P18230,Salvia nemorosa 'Sensation Rose' P.P.# 18230                ,Sensation Rose Meadow Sage                                  ,,REZ,14949233443
OR,044344PTC,"4"" Pot POT-TERRA",SALVIA SENSATION RSE TM P18230,Salvia nemorosa 'Sensation Rose' P.P.# 18230                ,Sensation Rose Meadow Sage                                  ,,REZ,14949269824
CT,400271,#1,SALVIA SNSATION R SKY BLUE PAF,Salvia nemerosa 'Sky Blue' P.P.A.F.                         ,Sensation®  Sky Blue Sage,,,14949382608
GA,68421,#1,SALVIA WENDY'S WISH PP21889,"Salvia hybrida 'Wendy's Wish' P.P.#21,889                   ",Wendy's Wish Sage                                           ,,PHI,14949330401
GA,11761,#1,SALVIA X SYL BLUE HILL,Salvia x sylvestris 'Blue Hill'                             ,Blue Hill Meadow Sage                                       ,,,14949023822
CT,70261,#1,SALVIA X SYL MAY NIGHT,Salvia 'May Night'                                          ,May Night Sage                                              ,,,14949787014
GA,70261,#1,SALVIA X SYL MAY NIGHT,Salvia 'May Night'                                          ,May Night Sage                                              ,,,14949787014
CT,70262,#2,SALVIA X SYL MAY NIGHT,Salvia 'May Night'                                          ,May Night Sage                                              ,,,14949035498
OR,070264PTC,"4"" Pot POT-TERRA",SALVIA X SYL MAY NIGHT,Salvia 'May Night'                                          ,May Night Sage                                              ,,,14949051108
GA,07026UT,LittleOne,SALVIA X SYL MAY NIGHT,Salvia 'May Night'                                          ,May Night Sage                                              ,,,14949051108
CT,30321,#1,SALVIA X SYL SNOW HILL,Salvia x sylvestris 'Snow Hill'                             ,Snow Hill Meadow Sage                                       ,,,14949067635
GA,30321,#1,SALVIA X SYL SNOW HILL,Salvia x sylvestris 'Snow Hill'                             ,Snow Hill Meadow Sage                                       ,,,14949067635
CT,30322,#2,SALVIA X SYL SNOW HILL,Salvia x sylvestris 'Snow Hill'                             ,Snow Hill Meadow Sage                                       ,,,14949409022
OR,035942S,SuperTwo,SAMBUCUS BLACK LACE TM PP15575,"Sambucus nigra 'Eva' P.P. #15,575, C.B.R. #2,633            ",Black Lace™  Elderberry,,PW,14949337486
CT,406543,#3,SAMBUCUS RAC SUTHERLAND GOLD,                                                            ,                                                            ,,PW,14949398388
OR,70502,#2,SARCOCOCCA HUMILIS,Sarcococca hookeriana var. humilis                          ,Himalayan Sweet Box                                         ,,,14949705025
OR,70511,#1,SARCOCOCCA RUSCIFOLIA,Sarcococca ruscifolia                                       ,Fragrant Sweet Box                                          ,,,14949705117
OR,70512,#2,SARCOCOCCA RUSCIFOLIA,Sarcococca ruscifolia                                       ,Fragrant Sweet Box                                          ,,,14949006184
OR,70515,#5,SARCOCOCCA RUSCIFOLIA,Sarcococca ruscifolia                                       ,Fragrant Sweet Box                                          ,,,14949705155
OR,76641,#1,SAXIFRAGA FORTUNEI - MAGENTA,Saxifraga fortunei 'Magenta'                                ,Magenta Saxifrage                                           ,,HIN,14949364772
OR,76731,#1,SAXIFRAGA FORTUNEI PINK ELF R,Saxifraga fortunei                                          ,Pink Elf®  Saxifrage,,HIN,14949364789
CT,40161RND,Round,SAXIFRAGA X PETER PAN,                                                            ,                                                            ,,,14949385371
OR,70971,#1,SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,,,14949785515
CT,70971,#1,SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,,,14949785515
GA,70971,#1,SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,,,14949785515
CT,70972,#2,SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,,,14949053584
OR,070974PTC,"4"" Pot POT-TERRA",SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,,,14949046333
GA,07097UT,LittleOne,SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,,,14949046333
OR,71661,#1,SCABIOSA COL PINK MIST,Scabiosa columbaria 'Pink Mist'                             ,Pink Mist Pincushion Flower                                 ,,,14949002704
GA,71661,#1,SCABIOSA COL PINK MIST,Scabiosa columbaria 'Pink Mist'                             ,Pink Mist Pincushion Flower                                 ,,,14949002704
GA,07166UT,LittleOne,SCABIOSA COL PINK MIST,Scabiosa columbaria 'Pink Mist'                             ,Pink Mist Pincushion Flower                                 ,,,14949046869
OR,52935,#5,SCHEF A BREVIPEDUNCULATA(12224,Schefflera brevipedunculata                                 ,Hardy Schefflera                                            ,,HIN,14949348628
OR,49952,#2,SCHEFFLERA TAIW YUAN SHAN,Schefflera taiwaniana 'Yuan Shan'                           ,Yuan Shan Hardy Schefflera                                  ,1,HIN,14949312582
CA,70705,#5,SCHINUS MOLLE,Schinus molle                                               ,California Pepper Tree                                      ,,,14949707050
OR,71021,#1 STAKED,SCHIZOPHRAGMA HYD MOONLIGHT,Schizophragma hydrangeoides 'Moonlight'                     ,Moonlight Chinese Hydrangea Vine                            ,1,,14949782613
OR,71025,#5 STAKED,SCHIZOPHRAGMA HYD MOONLIGHT,Schizophragma hydrangeoides 'Moonlight'                     ,Moonlight Chinese Hydrangea Vine                            ,,,14949782651
GA,58691,#1,SCUTELLARIA SUFF TEXAS ROSE,Scutellaria suffrutescens 'Texas Rose'                      ,Texas Rose Skullcap                                         ,,,14949311783
CA,79251,#1,SEDEVERIA HYBRID JET BEADS,x Sedeveria 'Jet Beads'                                     ,Jet Beads Stonecrop                                         ,,,14949357347
GA,06501UT,LittleOne,SEDUM ACRE,Sedum acre                                                  ,Goldmoss Sedum                                              ,,,14949309759
GA,06500UT,LittleOne,SEDUM ALB C BABY TEARS,Sedum album chloroticum 'Baby Tears'                        ,Baby Tears Stonecrop                                        ,,,14949309742
CA,30261,#1,SEDUM ALB CORAL CARPET,Sedum album 'Coral Carpet'                                  ,Coral Carpet Stonecrop                                      ,,,14949067390
CT,03026RND,Round,SEDUM ALB CORAL CARPET,Sedum album 'Coral Carpet'                                  ,Coral Carpet Stonecrop                                      ,,,14949281932
GA,03026UT,LittleOne,SEDUM ALB CORAL CARPET,Sedum album 'Coral Carpet'                                  ,Coral Carpet Stonecrop                                      ,,,14949281932
OR,29141,#1,SEDUM BLUE SPRUCE,Sedum reflexum 'Blue Spruce'                                ,Blue Spruce Stonecrop                                       ,,,14949276334
CA,29141,#1,SEDUM BLUE SPRUCE,Sedum reflexum 'Blue Spruce'                                ,Blue Spruce Stonecrop                                       ,,,14949276334
CT,29141,#1,SEDUM BLUE SPRUCE,Sedum reflexum 'Blue Spruce'                                ,Blue Spruce Stonecrop                                       ,,,14949276334
GA,29141,#1,SEDUM BLUE SPRUCE,Sedum reflexum 'Blue Spruce'                                ,Blue Spruce Stonecrop                                       ,,,14949276334
CT,02914RND,Round,SEDUM BLUE SPRUCE,Sedum reflexum 'Blue Spruce'                                ,Blue Spruce Stonecrop                                       ,,,14949309766
CT,02914UT,LittleOne,SEDUM BLUE SPRUCE,Sedum reflexum 'Blue Spruce'                                ,Blue Spruce Stonecrop                                       ,,,14949309766
GA,02914UT,LittleOne,SEDUM BLUE SPRUCE,Sedum reflexum 'Blue Spruce'                                ,Blue Spruce Stonecrop                                       ,,,14949309766
OR,70941,#1,SEDUM BRONZE CARPET,Sedum spurium 'Bronze Carpet'                               ,Bronze Carpet Stonecrop                                     ,,,14949709412
CA,70941,#1,SEDUM BRONZE CARPET,Sedum spurium 'Bronze Carpet'                               ,Bronze Carpet Stonecrop                                     ,,,14949709412
GA,07094UT,LittleOne,SEDUM BRONZE CARPET,Sedum spurium 'Bronze Carpet'                               ,Bronze Carpet Stonecrop                                     ,,,14949007952
OR,54641,#1,SEDUM CRYSTAL PINK PPAF,"Sedum spectabile 'Crystal Pink' P.P.#22,094                 ",Crystal Pink Stonecrop                                      ,,TNN,14949333921
CA,54641,#1,SEDUM CRYSTAL PINK PPAF,"Sedum spectabile 'Crystal Pink' P.P.#22,094                 ",Crystal Pink Stonecrop                                      ,,TNN,14949333921
GA,06502UT,LittleOne,SEDUM DASYPHYLLUM MAJOR,Sedum dasyphyllum 'Major'                                   ,Corsican Stonecrop                                          ,,,14949309773
GA,03028UT,LittleOne,SEDUM DRAGON'S BLOOD,Sedum spurium 'Dragon's Blood'                              ,Dragon's Blood Stonecrop                                    ,,,14949067574
CT,092351S,SuperOne TM,SEDUM ELSIE GOLD,                                                            ,                                                            ,,,14949409107
CA,11811,#1,SEDUM FROSTY MORN,Sedum x 'Frosty Morn'                                       ,Frosty Morn Stonecrop                                       ,,,14949008447
GA,06505UT,LittleOne,SEDUM GLOBOSUM OLD MAN'S BONES,Sedum globosum 'Old Man's Bones'                            ,Old Man's Bones Stonecrop                                   ,,,14949309780
CA,68671,#1,SEDUM HISPANICUM,Sedum hispanicum                                            ,Tiny Buttons Stonecrop                                      ,,,14949326879
CT,40162RND,Round,SEDUM HUMIFUSUM,                                                            ,                                                            ,,,14949385388
CA,11821,#1,SEDUM JOHN CREECH,Sedum spurium 'John Creech'                                 ,John Creech Stonecrop                                       ,,,14949326206
GA,01182UT,LittleOne,SEDUM JOHN CREECH,Sedum spurium 'John Creech'                                 ,John Creech Stonecrop                                       ,,,14949023884
GA,06507UT,LittleOne,SEDUM KAMTSCHATICUM,Sedum kamtschaticum                                         ,Stonecrop                                                   ,,,14949309803
CA,65141,#1,SEDUM MAKINOI LIMELIGHT,Sedum makinoi 'Limelight'                                   ,Limelight Japanese Stonecrop                                ,,,14949314906
GA,06514UT,LittleOne,SEDUM MAKINOI LIMELIGHT,Sedum makinoi 'Limelight'                                   ,Limelight Japanese Stonecrop                                ,,,14949309827
OR,48261,#1,SEDUM OREGANUM,Sedum oreganum                                              ,Oregon Stonecrop                                            ,,,14949326268
CA,48261,#1,SEDUM OREGANUM,Sedum oreganum                                              ,Oregon Stonecrop                                            ,,,14949326268
CA,65241,#1,SEDUM PACHYCLADOS,Sedum pachyclados                                           ,Gray Stonecrop                                              ,,,14949326312
GA,06524UT,LittleOne,SEDUM PACHYCLADOS,Sedum pachyclados                                           ,Gray Stonecrop                                              ,,,14949309841
CA,77891,#1,SEDUM REFLEXUM LEMON CORAL,Sedum reflexum 'Lemon Coral'                                ,Lemon Coral Sedum                                           ,,,14949356753
GA,06533UT,LittleOne,SEDUM REQUINEI,Sedum requieni                                              ,Miniature Stonecrop                                         ,,,14949309858
CA,63671,#1,SEDUM RUBROTINCTUM AURORA,Sedum rubrotinctum 'Aurora'                                 ,Pink Stonecrop                                              ,,,14949314913
CA,44871,#1,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,,OLD,14949314272
CT,44871,#1,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,,OLD,14949314272
GA,44871,#1,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,,OLD,14949314272
CT,04487RND,Round,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,,OLD,14949304877
CT,04487UT,LittleOne,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,,OLD,14949304877
GA,04487UT,LittleOne,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,,OLD,14949304877
CT,40163RND,Round,SEDUM SEXANGULARE,                                                            ,                                                            ,,,14949385395
OR,63681,#1,SEDUM SIEBOLDII,Sedum sieboldii                                             ,October Daphne Stonecrop                                    ,,,14949314920
CA,63681,#1,SEDUM SIEBOLDII,Sedum sieboldii                                             ,October Daphne Stonecrop                                    ,,,14949314920
GA,63681,#1,SEDUM SIEBOLDII,Sedum sieboldii                                             ,October Daphne Stonecrop                                    ,,,14949314920
GA,063681S,SuperOne TM,SEDUM SIEBOLDII,Sedum sieboldii                                             ,October Daphne Stonecrop                                    ,,,14949322413
GA,06368UT,LittleOne,SEDUM SIEBOLDII,Sedum sieboldii                                             ,October Daphne Stonecrop                                    ,,,14949322420
CT,35171,#1,SEDUM SPURIUM VOODOO,Sedum spurium 'Voodoo'                                      ,Voodoo Stonecrop                                            ,,,14949206010
OR,035174PTC,"4"" Pot POT-TERRA",SEDUM SPURIUM VOODOO,Sedum spurium 'Voodoo'                                      ,Voodoo Stonecrop                                            ,,,14949239551
CT,03517RND,Round,SEDUM SPURIUM VOODOO,Sedum spurium 'Voodoo'                                      ,Voodoo Stonecrop                                            ,,,14949211892
CT,87481,#1,SEDUM SSPKLR R CHERRY TART PAF,Sedum 'Cherry Tart' P.P.A.F.                                ,Sunsparkler®  Cherry Tart Stonecrop,,,14949369760
CT,087481S,SuperOne TM,SEDUM SSPKLR R CHERRY TART PAF,Sedum 'Cherry Tart' P.P.A.F.                                ,Sunsparkler®  Cherry Tart Stonecrop,,,14949409206
CT,007331S,SuperOne TM,SEDUM SSPRKLR R DZLBRY PP22457,"Sedum 'Razzleberry' P.P.# 22,457                            ",Sunsparkler®  Dazzleberry Sedum,,,14949409220
CT,007301S,SuperOne TM,SEDUM SSPRKLR R LIME ZNGR PPAF,Sedum 'Lime Zinger' P.P.A.F.                                ,Sunsparkler®  Lime Zinger Sedum,,,14949409268
GA,00730UT,LittleOne,SEDUM SSPRKLR R LIME ZNGR PPAF,Sedum 'Lime Zinger' P.P.A.F.                                ,Sunsparkler®  Lime Zinger Sedum,,,14949372432
OR,46311,#1,SEDUM STRAWBERRIES & CREAM,Sedum x telephium 'Strawberries & Cream'                    ,Strawberries & Cream Stonecrop                              ,,,14949240564
OR,39011,#1,SEDUM TELEPHIUM RUP HAB GRAY,Sedum telephium ssp. ruprechtii 'Hab Gray' (Hylotelephium)  ,Hab Gray Stonecrop                                          ,,OLD,14949226308
CA,69871,#1,SEDUM TETRACTINUM CORAL REEF,Sedum tetractinum 'Coral Reef'                              ,Chinese Sedum                                               ,,,14949328569
OR,06987P72SA,Plug 72 PLUG,SEDUM TETRACTINUM CORAL REEF,Sedum tetractinum 'Coral Reef'                              ,Chinese Sedum                                               ,,,14949328583
CT,06987RND,Round,SEDUM TETRACTINUM CORAL REEF,Sedum tetractinum 'Coral Reef'                              ,Chinese Sedum                                               ,,,14949354124
CT,70731,#1,SEDUM TRICOLOR,Sedum spurium 'Tricolor'                                    ,Variegated Stonecrop                                        ,,,14949707319
GA,07073UT,LittleOne,SEDUM TRICOLOR,Sedum spurium 'Tricolor'                                    ,Variegated Stonecrop                                        ,,,14949046289
OR,070914PTC,"4"" Pot POT-TERRA",SEDUM VERA JAMESON,Sedum x 'Vera Jameson'                                      ,Vera Jameson Stonecrop                                      ,,,14949046319
GA,07091UT,LittleOne,SEDUM VERA JAMESON,Sedum x 'Vera Jameson'                                      ,Vera Jameson Stonecrop                                      ,,,14949046319
CA,25041,#1,SEDUM X AUTUMN FIRE,Sedum x 'Autumn Fire'                                       ,Autumn Fire Stonecrop                                       ,,,14949049969
CT,25042,#2,SEDUM X AUTUMN FIRE,Sedum x 'Autumn Fire'                                       ,Autumn Fire Stonecrop                                       ,,,14949409282
GA,02504UT,LittleOne,SEDUM X AUTUMN FIRE,Sedum x 'Autumn Fire'                                       ,Autumn Fire Stonecrop                                       ,,,14949051153
CA,70741,#1,SEDUM X AUTUMN JOY,Sedum x 'Autumn Joy'                                        ,Autumn Joy Stonecrop                                        ,,,14949707418
CT,70741,#1,SEDUM X AUTUMN JOY,Sedum x 'Autumn Joy'                                        ,Autumn Joy Stonecrop                                        ,,,14949707418
GA,70741,#1,SEDUM X AUTUMN JOY,Sedum x 'Autumn Joy'                                        ,Autumn Joy Stonecrop                                        ,,,14949707418
CT,70742,#2,SEDUM X AUTUMN JOY,Sedum x 'Autumn Joy'                                        ,Autumn Joy Stonecrop                                        ,,,14949707425
GA,07074UT,LittleOne,SEDUM X AUTUMN JOY,Sedum x 'Autumn Joy'                                        ,Autumn Joy Stonecrop                                        ,,,14949046302
CA,68661,#1,SEMPERVIVUM ARACH CEBENESE,Sempervivum arachnoideum 'Cebenese'                         ,Cebenese Cobweb Houseleek                                   ,,,14949327029
CA,69971,#1,SEMPERVIVUM ARACH RED COBWEB,Sempervivum arachnoideum 'Rubrum'                           ,Red Cobweb Hens and Chicks                                  ,,,14949328620
CA,65501,#1,SEMPERVIVUM ARACHNOIDEUM,Sempervivum arachnoideum                                    ,Cobweb Hens and Chicks                                      ,,,14949321416
CA,65591,#1,SEMPERVIVUM BLACK,Sempervivum 'Black'                                         ,Black Hens and Chicks                                       ,,,14949337431
GA,06559UT,LittleOne,SEMPERVIVUM BLACK,Sempervivum 'Black'                                         ,Black Hens and Chicks                                       ,,,14949309292
CA,65601,#1,SEMPERVIVUM GREEN WHEEL,Sempervivum 'Green Wheel'                                   ,Green Wheel Hens and Chicks                                 ,,,14949321423
GA,06560UT,LittleOne,SEMPERVIVUM GREEN WHEEL,Sempervivum 'Green Wheel'                                   ,Green Wheel Hens and Chicks                                 ,,,14949309315
GA,06598UT,LittleOne,SEMPERVIVUM HARDY MIX,Sempervivum Hardy Mix                                       ,Hens and Chicks Hardy Mix                                   ,,,14949309322
CA,77901,#1,SEMPERVIVUM HYBRID VORTEX TM,Sempervivum hybrid Vortex™  P.P.A.F.,Vortex™  Hens and Chicks,,EAP,14949356777
CA,65611,#1,SEMPERVIVUM KREBS DES ROSE,Sempervivum 'Krebs'                                         ,Krebs Desert Rose Hens and Chicks                           ,,,14949321430
GA,65611,#1,SEMPERVIVUM KREBS DES ROSE,Sempervivum 'Krebs'                                         ,Krebs Desert Rose Hens and Chicks                           ,,,14949321430
GA,06563UT,LittleOne,SEMPERVIVUM RED RUBIN,Sempervivum 'Red Rubin'                                     ,Red Rubin Hens and Chicks                                   ,,,14949309353
CA,44911,#1,SEMPERVIVUM RUBIKON,Sempervivum 'Rubikon'                                       ,Rubikon Hens & Chicks                                       ,,,14949236475
CT,04491RND,Round,SEMPERVIVUM RUBIKON,Sempervivum 'Rubikon'                                       ,Rubikon Hens & Chicks                                       ,,,14949249864
OR,04491UT,LittleOne,SEMPERVIVUM RUBIKON,Sempervivum 'Rubikon'                                       ,Rubikon Hens & Chicks                                       ,,,14949249864
OR,56961,#1,SEMPERVIVUM RUBY HEARTS,Sempervivum 'Ruby Hearts'                                   ,Ruby Hearts Hens and Chicks                                 ,,,14949361658
CT,05696RND,Round,SEMPERVIVUM RUBY HEARTS,Sempervivum 'Ruby Hearts'                                   ,Ruby Hearts Hens and Chicks                                 ,,,14949356814
CA,70011,#1,SEMPERVIVUM SILVER KING,Sempervivum 'Silver King'                                   ,Silver King Houseleek                                       ,,,14949328651
CT,40664RND,Round,SEMPERVIVUM TEC RED BEAUTY,                                                            ,                                                            ,,,14949398463
CA,70071,#1,SEMPERVIVUM TECTORUM GREENII,Sempervivum tectorum ssp greenii                            ,Greenii Hens and Chicks                                     ,,,14949328682
CT,40665UT,LittleOne,SENECIO KILIMANJARO,                                                            ,                                                            ,,,14949398470
CA,70231,#1,SENECIO SERPENS,Senecio serpens                                             ,Blue Chalksticks                                            ,,OLD,14949328712
OR,70867,#7,SEQUOIADENDRON GIG PENDULUM,Sequoiadendron giganteum 'Pendulum'                         ,Weeping Giant Sequoia                                       ,,,14949708675
GA,11881,#1,SETCREASEA PALLIDA,Setcreasea pallida                                          ,Purple Heart                                                ,,,14949023921
GA,11011,#1,SISYRINCHIUM ANG BLUE NOTE TM,Sisyrinchium angustifolium                                  ,Blue Note™  Blue-Eyed Grass,,,14949378489
CA,11891,#1,SISYRINCHIUM ANG LUCERNE,Sisyrinchium angustifolium 'Lucerne'                        ,Lucerne Blue Eyed Grass                                     ,,,14949023945
GA,11891,#1,SISYRINCHIUM ANG LUCERNE,Sisyrinchium angustifolium 'Lucerne'                        ,Lucerne Blue Eyed Grass                                     ,,,14949023945
GA,01189UT,LittleOne,SISYRINCHIUM ANG LUCERNE,Sisyrinchium angustifolium 'Lucerne'                        ,Lucerne Blue Eyed Grass                                     ,,,14949023969
OR,36682,#2,SKIMMIA J BERRI MAGIC R,Skimmia japonica (Male & Female)                            ,Berri-Magic®  Japanese Skimmia,,,14949234822
OR,71051,#1,SKIMMIA JAPONICA-FEMALE,Skimmia japonica (Female)                                   ,Japanese Skimmia (Female)                                   ,,,14949710517
OR,71052,#2,SKIMMIA JAPONICA-FEMALE,Skimmia japonica (Female)                                   ,Japanese Skimmia (Female)                                   ,,,14949710524
OR,71061,#1,SKIMMIA JAPONICA-MALE,Skimmia japonica (Male)                                     ,Japanese Skimmia (Male)                                     ,,,14949710616
OR,71062,#2,SKIMMIA JAPONICA-MALE,Skimmia japonica (Male)                                     ,Japanese Skimmia (Male)                                     ,,,14949710623
OR,71081,#1,SKIMMIA REEVESIANA,Skimmia reevesiana                                          ,Reeves Skimmia                                              ,,,14949710814
OR,71082,#2,SKIMMIA REEVESIANA,Skimmia reevesiana                                          ,Reeves Skimmia                                              ,,,14949710821
OR,49962,#2,SOLANUM CRISP GLASNEVIN,Solanum crispum 'Glasnevin'                                 ,Glasnevin Chilean Potato Bush                               ,,HIN,14949358856
OR,49965,#5,SOLANUM CRISP GLASNEVIN,Solanum crispum 'Glasnevin'                                 ,Glasnevin Chilean Potato Bush                               ,,HIN,14949312162
CA,70901,#1 STAKED,SOLANUM JASMINOIDES,Solanum jasminoides                                         ,Potato Vine                                                 ,,,14949709016
CA,70905,#5 STAKED,SOLANUM JASMINOIDES,Solanum jasminoides                                         ,Potato Vine                                                 ,,,14949709054
CA,70961,#1,SOLANUM RANT ROYAL ROBE,Solanum rantonnetii 'Royal Robe'                            ,Royal Robe Paraguay Nightshade                              ,,,14949709610
CA,70965,#5,SOLANUM RANT ROYAL ROBE,Solanum rantonnetii 'Royal Robe'                            ,Royal Robe Paraguay Nightshade                              ,,,14949709658
CA,070965PT,#5 PATIO TREE,SOLANUM RANT ROYAL ROBE,Solanum rantonnetii 'Royal Robe'                            ,Royal Robe Paraguay Nightshade                              ,,,14949709757
OR,71031,#1,SOLIDAGO CROWN OF RAYS,Solidago 'Crown of Rays'                                    ,Crown Of Rays Goldenrod                                     ,s,,14949786314
OR,66311,#1,SOLIDAGO LITTLE LEMON PP17297,"Solidago hybrida 'Dansolitlem' P.P. #17,297                 ",Little Lemon Goldenrod                                      ,,PHI,14949317310
CA,71005,#5,SOPHORA SECUNDIFLORA,Sophora secundiflora                                        ,Texas Mountain Laurel                                       ,,,14949710050
CT,94753,#3,SORBARIA SORB SEM PP16336,                                                            ,                                                            ,,BHC,14949387672
OR,71185,#5,SORBUS HUPEHEN CORAL FIRE TM,Sorbus hupehensis 'Coral Fire'                              ,Coral Fire™  Mountain Ash,,,14949711859
CA,71101,#1,SPARTIUM JUNCEUM,Spartium junceum                                            ,Spanish Broom                                               ,,,14949711019
OR,075011S,SuperOne TM,SPIRAEA DBLPLAY R ARTIST PPAF,Spiraea japonica 'Galen' P.P.A.F.                           ,Double Play®  Artist Spirea,1,PW,14949336571
CT,075013S,Super 3,SPIRAEA DBLPLAY R ARTIST PPAF,Spiraea japonica 'Galen' P.P.A.F.                           ,Double Play®  Artist Spirea,,PW,14949412268
OR,075031S,SuperOne TM,SPIRAEA DBLPLAY R BIGBANG PPAF,Spiraea japonica 'Tracy' P.P.A.F.                           ,Double Play®  Big Bang Spirea,1,PW,14949336809
CT,075033S,Super 3,SPIRAEA DBLPLAY R BIGBANG PPAF,Spiraea japonica 'Tracy' P.P.A.F.                           ,Double Play®  Big Bang Spirea,,PW,14949412275
