Branch,Item,Description,Order Quantity,Plant Category,Zone,Common Name,Intro Year,Price Code,Retail Price,Minimum Ord Qty,Confirmed Qty Remaining,2012 Qty Shipped  ,2013 Qty Shipped  ,2014 Qty Shipped  ,Condition,Current Specs,Plant Status
CA,089952S,HYD P LITTLE QUICK FIRE R PPAF, ,DCS,03,Little Quick Fire™  Hardy Hydrangea                                                                 ,2014,, 34.99 , 5 , 10 ,     ,     ,     ,DORMANT,"8""H - 10""S",
CT,089952S,HYD P LITTLE QUICK FIRE R PPAF, ,DCS,03,Little Quick Fire™  Hardy Hydrangea                                                                 ,2014,, 34.99 , 5 , 10 ,     ,     ,     ,,,
OR,080951S,HYD PAN BOBO R PP22782, ,DCS,03,Bobo®  Hardy Hydrangea                                                                              ,2012,, 19.99 , 10 , 20 ,     ,     ,     ,DORMANT,10''H - 8''S,
OR,080952S,HYD PAN BOBO R PP22782, ,DCS,03,Bobo®  Hardy Hydrangea                                                                              ,2012,, 34.99 , 5 , 10 ,     ,     ,     ,DORMANT,"10""H - 10""S",
CA,080952S,HYD PAN BOBO R PP22782, ,DCS,03,Bobo®  Hardy Hydrangea                                                                              ,2012,, 34.99 , 5 , 10 ,     ,     ,     ,-,,
CT,080953S,HYD PAN BOBO R PP22782, ,DCS,03,Bobo®  Hardy Hydrangea                                                                              ,2012,, 39.99 , 5 , 10 ,     ,     ,     ,,,
GA,080955,HYD PAN BOBO R PP22782, ,DCS,03,Bobo®  Hardy Hydrangea                                                                              ,2012,, 49.99 , 5 , 5 ,     ,     ,     ,DORMANT,,
CT,084803,HYD PAN BOMBSHELL PP21008, ,DCS,03,Bombshell Panicle Hydrangea                                                                         ,2014,, 39.99 , 5 , 10 ,     ,     ,     ,,,
CT,080203,HYD PAN FIRE AND ICE PPAF, ,DCS,03,Fire and Ice Panicle Hydrangea                                                                      ,2011,, 39.99 , 5 , 10 ,     ,     ,     ,,,
CA,089941S,HYD PAN FIRE LIGHT TM PPAF, ,DCS,03,Fire Light™  Hardy Hydrangea                                                                        ,2014,, 19.99 , 10 , 24 ,     ,     ,     ,,,
OR,024372S,HYD PAN LIMELIGHT PP12874, ,DCS,03,Limelight Hardy Hydrangea                                                                           ,2005,, 34.99 , 5 , 10 ,     ,     ,     ,DORMANT,"14""H - 12""S",
CA,029921S,HYD PAN LITTLE LIME PPAF, ,DCS,03,Little Lime™  Hardy Hydrangea                                                                       ,2005,, 19.99 , 10 , 10 ,     ,     ,     ,-,,
OR,029922S,HYD PAN LITTLE LIME PPAF, ,DCS,03,Little Lime™  Hardy Hydrangea                                                                       ,2005,, 34.99 , 5 , 20 ,     ,     ,     ,DORMANT,12''H - 12''S,
CA,029922S,HYD PAN LITTLE LIME PPAF, ,DCS,03,Little Lime™  Hardy Hydrangea                                                                       ,2005,, 34.99 , 5 , 10 ,     ,     ,     ,CUT BACK,CUT BACK,
CT,029923S,HYD PAN LITTLE LIME PPAF, ,DCS,03,Little Lime™  Hardy Hydrangea                                                                       ,2005,, 39.99 , 5 , 5 ,     ,     ,     ,-,"18.5""H - 23""S",
CT,074603S,HYD PAN QUICK FIRE R PP16812, ,DCS,03,Quick Fire®  Hardy Hydrangea                                                                        ,2011,, 39.99 , 5 , 10 ,     ,     ,     ,,,
CT,404003,HYD PAN STRWBRY SUNDAE TM PPAF, ,DCS,03,Strawberry Sundae™  Hydrangea                                                                       ,    ,, 39.99 , 5 , 10 ,     ,     ,     ,-,"20.5""H - 24.5""S",
OR,035015,HYD PET MIRANDA, ,VIN,04,Miranda Climbing Hydrangea                                                                          ,2009,, 59.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,36''H FULL STK,
OR,045981,IRIS PALLIDA VARIEGATA, ,PRN,04,Variegated Sweet Iris                                                                               ,1999,PRNADV, 11.99 , 10 , 10 ,     ,     ,     ,CUT BACK,.,PS0
OR,046441,IRIS SIB CAESAR'S BROTHER, ,PRN,04,Caesar's Brother Siberian Iris                                                                      ,1995,PRNADV, 11.99 , 10 , 10 ,     ,     ,     ,CUT BACK,.,PS0
CA,046632,JASMINUM SAMBAC GRAND DUKE, ,EVS,10,Grand Duke Arabian Jasmine                                                                          ,    ,, 34.95 , 5 , 5 ,     ,     ,     ,,,
GA,047509SP,JUN C HETZII COLUMN, ,CON,04,Green Columnar Juniper                                                                              ,    ,, 299.99 , 1 , 1 ,     ,     ,     ,,"72""H",
CA,048002PP,JUN C MINT JULEP R, ,CON,03,Mint Julep®  Juniper                                                                                ,1961,, 79.99 , 5 , 5 ,     ,     ,     ,-,"22""H - 22""S",
OR,048132,JUN C SEA OF GOLD R PP17622, ,CON,03,Sea Of Gold®  Juniper                                                                               ,2005,, 29.99 , 5 , 10 ,     ,     ,     ,WINTER COLOR,"12""S",
GA,049902,JUN H ICEE BLUE R P9639, ,CON,03,Icee Blue®  Juniper                                                                                 ,    ,, 29.99 , 5 , 10 ,     ,     ,     ,,,
CA,050302,JUN H PRINCE OF WALES, ,CON,03,Prince Of Wales Juniper                                                                             ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,WINTER COLOR,"12""S",
CA,050902,JUN PRO NANA, ,CON,04,Dwarf Japanese Garden Juniper                                                                       ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,-,"12""S",
CA,051752,JUN SA CALGARY CARPET R, ,CON,03,Calgary Carpet®  Juniper                                                                            ,1978,, 29.99 , 5 , 5 ,     ,     ,     ,-,"14""S",
CT,053392,JUN SQUA BLUE STAR, ,CON,04,Blue Star Juniper                                                                                   ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,WINTER COLOR,"12"" S",
CA,054091,JUSTICIA BRANDEGEANA, ,EVS,09,Shrimp Plant                                                                                        ,    ,, 14.95 , 10 , 10 ,     ,     ,     ,-,,
CA,069402,KALANCHOE THYR DESERT ROSE, ,CAC,09,Desert Rose Paddle Plant                                                                            ,2010,, 34.95 , 5 , 10 ,     ,     ,     ,-,CAN FULL,PS1
GA,056631SPT,LANTANA CHAPEL HILL YLW P19548, ,PRN,08,Chapel Hill Yellow Lantana                                                                          ,2009,, 34.95 , 5 , 5 ,     ,     ,     ,,,PS0
GA,057153PT,LANTANA SUNBURST TM, ,PRN,09,Sunburst™  Spreading Lantana                                                                        ,1958,, 69.95 , 2 , 2 ,     ,     ,     ,-,,PS0
GA,057201SPT,LANTANA TANGERINE TM, ,PRN,09,Tangerine™  Spreading Lantana                                                                       ,1961,, 34.95 , 5 , 5 ,     ,     ,     ,,,PS0
GA,057203PT,LANTANA TANGERINE TM, ,PRN,09,Tangerine™  Spreading Lantana                                                                       ,1961,, 69.95 , 2 , 2 ,     ,     ,     ,-,"15""S",PS0
CA,057311,LAVANDULA ANG MUNSTEAD, ,PRN,05,Munstead Lavender                                                                                   ,1995,PRNADV, 11.95 , 10 , 20 ,     ,     ,     ,-,,PS1
OR,017841,LAVANDULA STO HAZEL PP20894, ,PRN,07,Hazel™  Spanish Lavender                                                                            ,2003,, 11.95 , 10 , 10 ,     ,     ,     ,-,"4""H - 6""S",PS0
GA,05736UT,LAVANDULA STO OTTO QUAST, ,PRN,07,Otto Quast Spanish Lavender                                                                         ,1994,, 5.95 , 16 , 16 ,     ,     ,     ,-,,PS1
GA,06224UT,LEPTINELLA X PLATT'S BLACK, ,PRN,04,Platt's Black Brass Buttons                                                                         ,2010,, 5.99 , 16 , 16 ,     ,     ,     ,-,,
OR,057881,LIATRIS SPI KOBOLD, ,PRN,04,Kobold Gayfeather                                                                                   ,2001,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,-,,PS0
CT,404532S,LIGULARIA BOTTLE ROCKET PPAF, ,PRN,04,Bottle Rocket Ligularia                                                                             ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,,,PS0
OR,032182,LIGULARIA BR M CRAWFORD P16123, ,PRN,04,Brit Marie Crawford Ligularia                                                                       ,2008,, 24.99 , 5 , 5 ,     ,     ,     ,-,,PS0
GA,009281,LIGULARIA STEN THE ROCKET, ,PRN,04,Rocket Ligularia                                                                                    ,    ,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
OR,009841,LOBELIA COMPLIMENT RED, ,PRN,04,Compliment Red Lobelia                                                                              ,    ,PRNADV, 9.99 , 10 , 24 ,     ,     ,     ,CUT BACK,.,PS0
CA,072511,LOBELIA X SPE RUSSIAN PRINCESS, ,PRN,04,Russian Princess Lobelia                                                                            ,2013,PRNADV, 9.99 , 10 , 18 ,     ,     ,     ,-,,PS1
CA,086361S,LONICERA P SCENTSATION PP16240, ,VIN,04,Scentsation Honeysuckle                                                                             ,2015,, 19.99 , 10 , 10 ,     ,     ,     ,WINTER LOOK,"24""H",
OR,084391,LONICERA PCHES & CREAM PP21839, ,VIN,04,Peaches and Cream Honeysuckle                                                                       ,2013,, 19.99 , 10 , 12 ,     ,     ,     ,-,,
CA,067831,LONICERA SEMP MAJOR WHEELER, ,VIN,04,Major Wheeler Coral Honeysuckle                                                                     ,2011,, 19.99 , 10 , 12 ,     ,     ,     ,,,
CA,059271,LONICERA X BRO DROPMORE SCARLT, ,VIN,04,Dropmore Scarlet Trumpet Honeysuckle                                                                ,1999,, 19.99 , 10 , 12 ,     ,     ,     ,BREAKING DORMANCY,"24""H",
CA,058991,LONICERA X GOLDFLAME, ,VIN,04,Goldflame Honeysuckle                                                                               ,2002,, 19.99 , 10 , 15 ,     ,     ,     ,BREAKING DORMANCY,24''H,
CA,059111,LONICERA X MANDARIN PP11083, ,VIN,04,Mandarin Honeysuckle                                                                                ,2002,, 19.99 , 10 , 12 ,     ,     ,     ,BREAKING DORMANCY,"24""H",
GA,062311,LYSIMACHIA NUMMULARIA AUREA, ,PRN,03,Golden Creeping Jenny                                                                               ,2010,PRNADV, 9.99 , 10 , 20 ,     ,     ,     ,-,CAN FULL,PS1
CT,010085,MAG X ANN, ,TRE,04,Ann Magnolia                                                                                        ,    ,, 59.99 , 5 , 5 ,     ,     ,     ,,"30""H",
CA,059425,MAG X ELIZABETH, ,TRE,04,Elizabeth Magnolia                                                                                  ,    ,, 69.99 , 5 , 5 ,     ,     ,     ,BUDS,"36""H",
GA,061201,MAN ALICE DU PONT, ,VIN,10,Alice Du Pont Mandevilla                                                                            ,    ,, 19.95 , 10 , 24 ,     ,     ,     ,,,
GA,061205,MAN ALICE DU PONT, ,VIN,10,Alice Du Pont Mandevilla                                                                            ,    ,, 59.95 , 5 , 5 ,     ,     ,     ,,,
CA,061241,MAN RED RIDING HOOD, ,VIN,10,Red Riding Hood Mandevilla                                                                          ,2005,, 19.95 , 10 , 10 ,     ,     ,     ,-,"18""H",
CA,061245,MAN RED RIDING HOOD, ,VIN,10,Red Riding Hood Mandevilla                                                                          ,2005,, 59.95 , 5 , 5 ,     ,     ,     ,BUDS & BLOOMS,"36""H",
GA,045011,MAN SUN PAR R CRIMSON PP15539, ,VIN,10,Sun Parasol®  Crimson Mandevilla                                                                    ,2007,, 19.95 , 10 , 30 ,     ,     ,     ,,,
CA,045012,MAN SUN PAR R CRIMSON PP15539, ,VIN,10,Sun Parasol®  Crimson Mandevilla                                                                    ,2007,, 34.95 , 5 , 20 ,     ,     ,     ,BUDS & BLOOMS,"24""H",
CA,09238UT,MAN SUN PAR R GARDEN CRIMSON, ,VIN,10,Sun Parasol®  Garden Crimson Mandevilla                                                             ,2014,, 9.95 , 16 , 32 ,     ,     ,     ,-,CAN FULL,
CA,057082,MAN SUN PAR R GIANT PNK P15202, ,VIN,10,Sun Parasol®  Giant Pink Mandevilla                                                                 ,2010,, 34.95 , 5 , 10 ,     ,     ,     ,,,
GA,061235,MAN SUN PAR R GNT CRIM P17736, ,VIN,10,Sun Parasol®  Giant Crimson Mandevilla                                                              ,2008,, 59.95 , 5 , 5 ,     ,     ,     ,,,
GA,057062,MAN SUN PAR R GNT WHITE P11556, ,VIN,10,Sun Parasol®  Giant White Mandevilla                                                                ,2010,, 34.95 , 5 , 5 ,     ,     ,     ,,,
CT,061622,MICROBIOTA DECUSSATA, ,CON,03,Siberian Carpet Cypress                                                                             ,1987,, 29.99 , 5 , 5 ,     ,     ,     ,WINTER COLOR,"24"" S",
OR,038502,MICROBIOTA FUZZBALL TM P20012, ,CON,02,Fuzzball™  Siberian Carpet Cypress                                                                  ,2012,, 34.99 , 5 , 5 ,     ,     ,     ,WINTER COLOR,"14""S",
CT,404821,MONARDA PARDON MY PINK, ,PRN,04,Pardon My Pink Bee Balm                                                                             ,    ,, 11.99 , 10 , 7 ,     ,     ,     ,-,,PS2
CT,058331,MONARDA PARDON MY PURPLE PPAF, ,PRN,04,Pardon My Purple Bee Balm                                                                           ,2014,PRNADV, 11.99 , 10 , 19 ,     ,     ,     ,-,,PS2
CT,061757,MORUS ALBA CHAPARRAL, ,TRE,04,White Weeping Mulberry                                                                              ,    ,, 119.99 , 2 , 5 ,     ,     ,     ,,54 54-60,
OR,047251,MUKDENIA ROS CRIMSON FANS, ,PRN,04,Red-Leafed Mukdenia                                                                                 ,2009,PRNADV, 14.99 , 10 , 2 ,     ,     ,     ,DORMANT,.,PS0
CA,061941,MUSA ACUM ZEBRINA, ,PRN,10,Blood Banana                                                                                        ,1992,, 19.95 , 10 , 10 ,     ,     ,     ,-,,PS1
GA,404851,NEPETA JNR WALKER TM PP23074, ,PRN,05,Junior Walker™  Catmint                                                                             ,    ,PRNADV, 9.99 , 10 , 24 ,     ,     ,     ,,,PS0
OR,082581,NEPETA LITTLE TRUDY R PP18904, ,PRN,04,Little Trudy®  Catmint                                                                              ,2012,PRNADV, 9.99 , 10 , 24 ,     ,     ,     ,-,,PS0
OR,062281,NEPETA X FAASS WALKER'S LOW, ,PRN,04,Walker's Low Catmint                                                                                ,2001,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,CUT BACK,CAN FULL,PS0
CA,054011,OENOTHERA VER SUNSET BOULEVARD, ,PRN,04,Evening Primrose                                                                                    ,2007,PRNADV, 9.99 , 10 , 10 ,     ,     ,     ,,,PS0
CA,047075,PAEONIA ITOH YUMI TM (YLW), ,PRN,04,Yumi™  (Beauty) Itoh Peony                                                                          ,2010,, 79.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,5 EYES,PS0
CT,081072,PAEONIA OFF RUBRA PLENA, ,PRN,03,Rubra Plena Peony                                                                                   ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,,,PS0
OR,024242,PAEONIA X BLAZE (RED), ,PRN,04,Blaze Peony                                                                                         ,2005,, 39.99 , 5 , 5 ,     ,     ,     ,DORMANT,5+ EYES,PS0
OR,050282,PAEONIA X BUCKEYE BELLE (RED), ,PRN,04,Buckeye Belle Herbaceous Peony                                                                      ,2009,, 39.99 , 5 , 5 ,     ,     ,     ,DORMANT,.,PS0
OR,051532,PAEONIA X DO TELL (PINK), ,PRN,03,Do Tell Herbaceous Peony                                                                            ,2012,, 39.99 , 5 , 5 ,     ,     ,     ,DORMANT,5  EYES,PS0
OR,063742,PAEONIA X KANSAS (RED), ,PRN,04,Kansas Double Peony                                                                                 ,2003,, 39.99 , 5 , 5 ,     ,     ,     ,DORMANT,5+ EYES,PS0
OR,046212,PAEONIA X LADY ORCHID (PINK), ,PRN,04,Lady Orchid Peony                                                                                   ,2008,, 39.99 , 5 , 5 ,     ,     ,     ,DORMANT,5+ EYES,PS0
CT,404952,PAEONIA X PINK HAWAIAN CORAL, ,PRN,04,Pink Hawaiian Coral Peony                                                                           ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,,,PS0
OR,046072,PAEONIA X RASPBERRY SUNDAE(PK), ,PRN,04,Raspberry Sundae Peony                                                                              ,2008,, 39.99 , 5 , 5 ,     ,     ,     ,DORMANT,5+ EYES,PS0
OR,095682,PAEONIA X SCARLETT OHARA (PNK), ,PRN,04,Scarlett O'Hara Peony                                                                               ,    ,, 39.99 , 5 , 5 ,     ,     ,     ,DORMANT,5  EYES,PS0
OR,063762,PAEONIA X SHIRLEY TEMPLE (WT), ,PRN,04,Shirley Temple Double Peony                                                                         ,2000,, 39.99 , 5 , 5 ,     ,     ,     ,DORMANT,5  EYES,PS0
CT,400191,PAPAVER OR PRINCE OF ORANGE, ,PRN,03,Prince of Orange Oriental Poppy                                                                     ,    ,,     , 10 , 18 ,     ,     ,     ,,,PS0
CA,002471,PARTH Q STAR SHOWERS R P10128, ,VIN,04,Star Showers®  Virginia Creeper                                                                     ,    ,, 19.99 , 10 , 12 ,     ,     ,     ,DORMANT,,
CA,060792,PASSIFLORA CAERULEA, ,VIN,06,Blue Passion Vine                                                                                   ,2011,, 34.95 , 5 , 5 ,     ,     ,     ,-,"30""H",
CA,064012,PASSIFLORA X LAVENDER LADY, ,VIN,09,Lavender Lady Passion Flower                                                                        ,2000,, 34.95 , 5 , 5 ,     ,     ,     ,-,"30""H",
GA,063951,PENSTEMON DIGITALIS HUSKER RED, ,PRN,02,Husker Red Penstemon                                                                                ,    ,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,,,PS0
OR,029471,PENSTEMON X MEX RED ROCKS R, ,PRN,04,Red Rocks®  Penstemon                                                                               ,2012,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,066811,PENSTEMON X PRETTY PETTICOAT, ,PRN,04,Pretty Petticoat Beardtongue                                                                        ,2012,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,-,,
OR,064211,PEROVSKIA ATRIPLICIFOLIA, ,PRN,04,Russian Sage                                                                                        ,1993,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
OR,084781,PEROVSKIA LACEY BLUE PP20845, ,PRN,04,Lacey Blue Russian Sage                                                                             ,2013,PRNADV, 11.99 , 10 , 18 ,     ,     ,     ,CUT BACK,.,PS0
CT,010591,PEROVSKIA LITTLE SPIRE P11643, ,PRN,04,Little Spire Russian Sage                                                                           ,2005,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,010591,PEROVSKIA LITTLE SPIRE P11643, ,PRN,04,Little Spire Russian Sage                                                                           ,2005,, 14.99 , 10 , 12 ,     ,     ,     ,DORMANT,"8""H - 6""S",PS0
GA,405201,PHLOX PAN BUBBLEGUM PINK, ,PRN,04,Candy Store®  Bubblegum Pink™  Phlox                                                                ,    ,PRNADV, 11.99 , 10 , 18 ,     ,     ,     ,,,PS0
GA,405221,PHLOX PAN CORAL CREME DROP, ,PRN,03,Candy Store®  Coral Cr{{#232}}me Drop Garden Phlox                                                  ,    ,PRNADV, 11.99 , 10 , 42 ,     ,     ,     ,,,PS0
GA,405231,PHLOX PAN GRAPE LOLLIPOP, ,PRN,04,Candy Store®  Grape Lollipop™  Phlox                                                                ,    ,PRNADV, 11.99 , 10 , 30 ,     ,     ,     ,,,PS0
OR,064531,PHLOX PAN ICE CAP, ,PRN,04,Ice Cap Garden Phlox                                                                                ,2000,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
OR,064611,PHLOX PAN RED EYES, ,PRN,04,Red Eyes Garden Phlox                                                                               ,2000,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
OR,06434UT,PHLOX SUB CANDY STRIPE, ,PRN,03,Candy Stripe Creeping Phlox                                                                         ,1994,, 5.99 , 16 , 16 ,     ,     ,     ,CUT BACK,CAN FULL,PS0
OR,064451,PHLOX SUB EMERALD BLUE, ,PRN,03,Emerald Blue Creeping Phlox                                                                         ,    ,PRNADV, 11.99 , 10 , 16 ,     ,     ,     ,-,CAN FULL,PS0
OR,06460UT,PHLOX SUB RED WINGS, ,PRN,03,Red Wings Creeping Phlox                                                                            ,1987,, 5.99 , 16 , 16 ,     ,     ,     ,CUT BACK,CAN FULL,PS0
CA,031211,PHLOX VLCNO R PK RD EYE P16341, ,PRN,04,Volcano®  Pink Red Eye Phlox                                                                        ,2006,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,-,,PS3
CA,023701,PHLOX VLCNO R PL WT EYE P16437, ,PRN,04,Volcano®  Purple White Eye Phlox                                                                    ,2004,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,-,,PS3
CA,045211,PHLOX VLCNO R RUBY PP16218, ,PRN,04,Volcano®  Ruby Phlox                                                                                ,2007,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
CA,023731,PHLOX VLCNO R WHITE PP16436, ,PRN,04,Volcano®  White Phlox                                                                               ,2004,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,-,,PS3
OR,034652,PHYSOCARPUS CENTER GLOW P16894, ,DCS,02,Center Glow Ninebark                                                                                ,2007,, 29.99 , 5 , 5 ,     ,     ,     ,DORMANT,10''H - 10''S,
OR,074672S,PHYSOCARPUS COPPRTNA TM P16371, ,DCS,03,Coppertina™  Ninebark                                                                               ,2011,, 34.99 , 5 , 5 ,     ,     ,     ,DORMANT,12''H - 12''S,
OR,063932,PHYSOCARPUS DIABOLO R P11211, ,DCS,02,Diabolo®  Ninebark                                                                                  ,1999,, 29.99 , 5 , 5 ,     ,     ,     ,DORMANT,12''H - 12''S,
CT,029947PT,PHYSOCARPUS SUMR WINE R P14821, ,DCS,03,Summer Wine®  Ninebark                                                                              ,2005,, 119.99 , 2 , 2 ,     ,     ,     ,DORMANT,"36""",
CA,089982S,PHYSOCARPUS TINY WINE TM PPAF, ,DCS,03,Tiny Wine™  Ninebark                                                                                ,2014,, 34.99 , 5 , 5 ,     ,     ,     ,-,,
OR,064552,PICEA ABIES LITTLE GEM, ,CON,02,Little Gem Norway Spruce                                                                            ,1994,, 34.99 , 5 , 6 ,     ,     ,     ,-,"12""S",
OR,064562,PICEA ABIES NIDIFORMIS, ,CON,02,Nest Spruce                                                                                         ,    ,, 29.99 , 5 , 5 ,     ,     ,     ,-,"16""S",
OR,064692,PICEA PUN GLOBOSA, ,CON,02,Dwarf Globe Blue Spruce                                                                             ,2005,, 54.99 , 5 , 5 ,     ,     ,     ,-,,
OR,049092,PINUS MUGO BIG TUNA, ,CON,02,Big Tuna Mugo Pine                                                                                  ,9000,, 39.99 , 5 , 5 ,     ,     ,     ,-,"12""S",
OR,051175,PINUS MUGO SLOWMOUND, ,CON,02,Slowmound Mugo Pine                                                                                 ,2014,, 45.99 , 5 , 6 ,     ,     ,     ,-,"24""H",
GA,06540UT,PLATYCODON GR SENTIMENTAL BLUE, ,PRN,04,Sentimental Blue Balloon Flower                                                                     ,2005,, 5.99 , 16 , 16 ,     ,     ,     ,-,,PS1
OR,020981,PLATYCODON GR ZWERG, ,PRN,04,Dwarf Balloon Flower                                                                                ,2005,PRNADV, 9.99 , 10 , 24 ,     ,     ,     ,DORMANT,.,PS0
GA,036561,POLE STAIRWAY TO HEAVEN P15187, ,PRN,03,Stairway To Heaven Jacob's Ladder                                                                   ,2006,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,065361,POLEMONIUM BRISE D'ANJOU P9781, ,PRN,04,Variegated Jacob's Ladder                                                                           ,    ,PRNADV, 14.99 , 10 , 12 ,     ,     ,     ,,,PS0
OR,015161,POLYGONATUM FAL VARIEGATUM, ,PRN,04,Variegated Solomon's Seal                                                                           ,2003,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,DORMANT,.,PS0
OR,066802,POTENTILLA GOLD STAR, ,DCS,03,Gold Star Potentilla                                                                                ,    ,, 24.99 , 5 , 5 ,     ,     ,     ,BREAKING DORMANCY,12''H - 12''S,
OR,066772,POTENTILLA RED ACE, ,DCS,03,Red Ace Potentilla                                                                                  ,1975,, 24.99 , 5 , 5 ,     ,     ,     ,DORMANT,"10""H - 10""S",
CT,067301,PULMONARIA BERTRAM ANDERSON, ,PRN,03,Bertram Anderson Lungwort                                                                           ,1995,PRNADV, 11.99 , 10 , 24 ,     ,     ,     ,,,PS0
CT,011061,PULMONARIA RASP SPLASH PP12138, ,PRN,04,Raspberry Splash Lungwort                                                                           ,2006,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
CT,035611,PULMONARIA TREVI FOUNTN P13047, ,PRN,04,Trevi Fountain Lungwort                                                                             ,2007,PRNADV, 11.99 , 10 , 12 ,     ,     ,     ,,,PS0
CT,405642,RHOD (H-1) AGLO, ,RHO,04,Weston's Aglo Rhododendron                                                                          ,    ,, 34.99 , 5 , 5 ,     ,     ,     ,,,
OR,009802,RHOD (H-1) P.J.M., ,RHO,04,P.J.M. Rhododendron                                                                                 ,    ,, 34.99 , 5 , 5 ,     ,     ,     ,BUDS,15''H - 14''S,
OR,010052,RHOD (H-1) RAMAPO, ,RHO,04,Ramapo Rhododendron                                                                                 ,    ,, 34.99 , 5 , 5 ,     ,     ,     ,BUDS,14''H - 14''S,
OR,019772,RHOD (H-1) RTR HOOPLA, ,RHO,04,Hoopla Rhododendron                                                                                 ,2010,, 34.99 , 5 , 5 ,     ,     ,     ,BUDS,14''H - 12''S,
GA,098542S,ROSA DRIFT R APRICOT PP23354, ,ROS,04,Apricot Drift®  Groundcover Rose                                                                    ,2014,, 29.99 , 5 , 5 ,     ,     ,     ,,,
CT,022632S,ROSA DRIFT R PINK PP18874, ,ROS,04,Pink Drift®  Groundcover Rose                                                                       ,2014,, 29.99 , 5 , 5 ,     ,     ,     ,,,
GA,022632S,ROSA DRIFT R PINK PP18874, ,ROS,04,Pink Drift®  Groundcover Rose                                                                       ,2014,, 29.99 , 5 , 5 ,     ,     ,     ,,,
CT,022642S,ROSA DRIFT R RED PP17877, ,ROS,04,Red Drift®  Groundcover Rose                                                                        ,2014,, 29.99 , 5 , 5 ,     ,     ,     ,,,
GA,022642S,ROSA DRIFT R RED PP17877, ,ROS,04,Red Drift®  Groundcover Rose                                                                        ,2014,, 29.99 , 5 , 5 ,     ,     ,     ,,,
CA,042822S,ROSA KNCK OUT R DBL PNK P18507, ,ROS,04,Pink Double Knock Out®  Rose                                                                        ,2009,, 29.99 , 5 , 5 ,     ,     ,     ,DORMANT,"10""H - 10""S",
CA,030902S,ROSA KNCK OUT R DBL RD P16202, ,ROS,04,Double Knock Out®  Rose                                                                             ,2000,, 29.99 , 5 , 5 ,     ,     ,     ,DORMANT,"10""H - 10""S",
CA,070341,RUBUS CANBY RED RASPBERRY, ,DCS,04,Canby Red Raspberry                                                                                 ,1987,, 19.99 , 10 , 10 ,     ,     ,     ,DORMANT,"24""H",
CA,070041,RUBUS HERITAGE RASPBERRY, ,DCS,04,Rubus Heritage Raspberry                                                                            ,1999,, 19.99 , 10 , 10 ,     ,     ,     ,DORMANT,"24""H",
CA,067841,RUBUS IDEAUS FALL GOLD RASPBRY, ,DCS,03,Fall Gold Raspberry                                                                                 ,2011,, 19.99 , 10 , 10 ,     ,     ,     ,DORMANT,"24""H",
OR,079382,RUBUS RSPBRY SHRTCKE TM P22141, ,DCS,05,BrazelBerries®  Raspberry Shortcake™  Dwarf Thor                                                    ,2013,, 34.95 , 5 , 10 ,     ,     ,     ,DORMANT,"12""H - 12""S",
OR,071111,RUDBECKIA ERLY BRD GLD PP20286, ,PRN,04,Early Bird Gold Gloriosa Daisy                                                                      ,2010,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
OR,071011,RUDBECKIA FULGIDA GOLDSTURM, ,PRN,03,Goldsturm Black Eyed Susan                                                                          ,1999,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,CUT BACK,.,PS0
CA,071011,RUDBECKIA FULGIDA GOLDSTURM, ,PRN,03,Goldsturm Black Eyed Susan                                                                          ,1999,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,,,PS0
GA,071011,RUDBECKIA FULGIDA GOLDSTURM, ,PRN,03,Goldsturm Black Eyed Susan                                                                          ,1999,PRNADV, 9.99 , 10 , 12 ,     ,     ,     ,CUT BACK,CAN FULL,PS0
